mean_X,mean_Y,mean_Z,var_X,var_Y,var_Z,max_X,max_Y,max_Z,min_X,min_Y,min_Z,iqr_X,iqr_Y,iqr_Z,rms_X,rms_Y,rms_Z,zcr_X,zcr_Y,zcr_Z,timestamp
-0.42825099570469816,0.4033765006711408,0.08093556899328862,1.3921274393563532,1.439209155004535,0.4037797852027,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.5331999299999999,1.37399995,0.55199999,1.2551997270069881,1.2656704769797822,0.6405703330087704,0.10067114093959731,0.15436241610738255,0.18791946308724833,2993
-0.3966657618120807,0.38442415241610733,0.08508590442953025,1.3714071947558149,1.462069971669777,0.3973989726152084,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.23289999,1.41169995,0.55199999,1.2364266744735708,1.2687993933757296,0.6361120842648718,0.10067114093959731,0.18120805369127516,0.18791946308724833,3034
-0.35397113201342295,0.3373570389932885,0.08332550201342287,1.3890093827395795,1.4596032420385818,0.3979393002899568,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.23159999,1.46719998,0.55199999,1.2305709833400285,1.2543576100127511,0.6363037321717873,0.12080536912751678,0.15436241610738255,0.18791946308724833,3093
-0.3537174406711411,0.3148677785234898,0.06809530134228191,1.387809672179678,1.448913368623926,0.3943593631469838,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.2381,1.50579995,0.54199999,1.2300104471160473,1.2442086185910477,0.631661565406571,0.12080536912751678,0.1610738255033557,0.2080536912751678,3133
-0.3617892526174497,0.337165765100671,0.02827382657718122,1.3707436219953815,1.4179615218436779,0.38134327018828135,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.23159999,1.4544999600000001,0.5695999900000001,1.2254122103622411,1.2375953599620513,0.6181768998091063,0.12080536912751678,0.15436241610738255,0.15436241610738255,3193
-0.3719697891275167,0.33194093295302,0.01107584060402686,1.3500959543664062,1.4222822863808173,0.3908344931834653,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.21289999,1.4544999600000001,0.56949997,1.2200235564897812,1.237928539678498,0.6252656774752241,0.12080536912751678,0.15436241610738255,0.15436241610738255,3233
-0.36695636677852356,0.349574489328859,-0.025706037651006684,1.35639753454656,1.4013729340666699,0.4343493436288628,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.22999999,1.39739993,0.60949999,1.2210874291654361,1.234331907412347,0.6595529880158059,0.12080536912751678,0.1610738255033557,0.15436241610738255,3292
-0.35382683711409396,0.37522482456375833,-0.04584966147651005,1.3720086673169662,1.366820473774213,0.46203332766428873,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.2381,1.3828999400000002,0.64419999,1.2236020995320045,1.2278493974193723,0.6812749218353772,0.12080536912751678,0.18120805369127516,0.1476510067114094,3333
-0.34517448852349,0.3941295220805367,-0.07267650610738252,1.3847802234156634,1.325056307482664,0.5218622717435278,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.36089996,0.65290001,1.226346464480212,1.2167145875915581,0.7260469311852396,0.12080536912751678,0.20134228187919462,0.1476510067114094,3394
-0.34385435436241607,0.40281677020134216,-0.08901073369127517,1.3849733877154702,1.3150762019526137,0.5613682959418492,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.33799994,0.65290001,1.2260543237269157,1.2154577542259768,0.7545138876482713,0.10738255033557047,0.18791946308724833,0.1476510067114094,3433
-0.3428476429530202,0.40385703859060396,-0.10507247838926169,1.3856057240826747,1.313947726095205,0.5868049012471661,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.33219996,0.65290001,1.226030273019845,1.2153387320884566,0.7732044535321997,0.10067114093959731,0.18791946308724833,0.1342281879194631,3493
-0.33759999208053704,0.4058999916107382,-0.11838992798657713,1.3855884987370353,1.3100415656547129,0.6001275628303405,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.32919994,0.69049999,1.2245661490461894,1.2144119436354002,0.7836732341218547,0.10067114093959731,0.18791946308724833,0.14093959731543623,3533
-0.3350140860402686,0.3916422738255033,-0.14359328308724828,1.3846241539948738,1.326666232851087,0.6291122508254077,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.34519994,0.76369997,1.223461724714047,1.2165730160982104,0.8060591056325721,0.10067114093959731,0.19463087248322147,0.12751677852348994,3593
-0.3351174417449666,0.3763026768456375,-0.15561207449664427,1.3850273598329153,1.3281571470217088,0.6391986461428251,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.34339994,0.77889999,1.2236547959267783,1.2123369381582418,0.8145021570701787,0.10738255033557047,0.19463087248322147,0.12080536912751678,3633
-0.3404825421476511,0.328008045771812,-0.16228321483221472,1.3807721298943392,1.2613276902075894,0.6442511055967421,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.24769997,0.85919997,1.2233971110811348,1.1700072513872006,0.8188937338953212,0.10738255033557047,0.16778523489932887,0.12080536912751678,3693
-0.3360973074496646,0.2941369059060402,-0.16480402040268458,1.3830828588599062,1.1986614361865056,0.6477317436557167,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.30949998,1.19419997,0.85919997,1.2231288807541176,1.1336568950094577,0.8215181731383701,0.10067114093959731,0.18791946308724833,0.12080536912751678,3733
-0.29619126785234917,0.28475167107382543,-0.17659126825503357,1.3401973017062745,1.2022776311259675,0.6528336023416371,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.2219999400000001,1.20989999,0.91379997,1.194958814712146,1.1328553064294236,0.8270538545739073,0.11409395973154363,0.18120805369127516,0.12751677852348994,3793
-0.25795771181208055,0.2712040206040268,-0.18871408671140943,1.2856746137048778,1.1940727094291654,0.6595171016961968,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.21579998,1.12309996,0.94179996,1.16284856915602,1.125888240555409,0.8337446300993593,0.12751677852348994,0.1610738255033557,0.11409395973154363,3833
-0.20886912181208053,0.2903006640939597,-0.19440536174496642,1.208001231572391,1.1828009812039626,0.6571272809084872,2.64479995,5.35029984,1.47659993,-3.16339993,-2.26099992,-3.2249999,1.16859999,1.10019994,0.94179996,1.1187616107191654,1.1256444628644326,0.8336190530354249,0.16778523489932887,0.18120805369127516,0.12751677852348994,3893
