in0,in1,in2,in3,in4,in5,in6,in7,in8,in9,in‚ ,in‚¢,in‚¤,inA,inB,inC,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,inƒA,inƒC,inƒE,inD,inE,inF,Number,Date
4.84,4.37,4.02,2.59,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.88,4.99,4.99,4.99,4.99,4.22,4.84,3.93,3.50,4.04,3.98,4.99,4.99,4.99,4.99,4.99,3.47,4.99,4.99,4.99,4.99,1,2019-11-26
4.79,4.36,4.01,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.84,4.99,4.99,4.99,4.99,4.23,4.85,3.93,3.49,4.06,3.98,4.99,4.99,4.99,4.99,4.99,3.48,4.99,4.99,4.99,4.99
4.78,4.36,4.02,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.96,4.99,4.99,4.99,4.99,4.24,4.85,3.93,3.49,4.06,4.01,4.99,4.99,4.99,4.99,4.99,3.53,4.99,4.99,4.99,4.99
4.78,4.40,4.00,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.00,4.99,4.99,4.99,4.99,4.22,4.84,3.94,3.48,4.06,4.01,4.99,4.99,4.99,4.99,4.99,3.50,4.99,4.99,4.99,4.99
4.79,4.42,4.00,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.02,4.99,4.99,4.99,4.99,4.21,4.85,4.05,3.48,4.05,4.01,4.99,4.99,4.99,4.99,4.99,3.50,4.99,4.99,4.99,4.99
4.78,4.42,4.00,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.98,4.99,4.99,4.99,4.99,4.21,4.82,4.05,3.48,4.04,4.00,4.99,4.99,4.99,4.99,4.99,3.48,4.99,4.99,4.99,4.99
4.77,4.41,4.00,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.89,4.99,4.99,4.99,4.99,4.22,4.82,4.05,3.47,4.03,3.99,4.99,4.99,4.99,4.99,4.99,3.46,4.99,4.99,4.99,4.99
4.77,4.42,3.99,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.92,4.99,4.99,4.99,4.99,4.22,4.83,4.04,3.47,4.04,3.99,4.99,4.99,4.99,4.99,4.99,3.46,4.99,4.99,4.99,4.99
4.76,4.41,3.99,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.92,4.99,4.99,4.99,4.99,4.22,4.82,4.03,3.48,4.03,3.99,4.99,4.99,4.99,4.99,4.99,3.45,4.99,4.99,4.99,4.99
4.77,4.41,3.99,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.94,4.99,4.99,4.99,4.99,4.20,4.83,4.04,3.48,4.04,3.99,4.99,4.99,4.99,4.99,4.99,3.44,4.99,4.99,4.99,4.99
4.76,4.42,3.99,2.58,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.99,4.99,4.99,4.99,4.99,4.19,4.82,4.05,3.48,4.05,3.99,4.99,4.99,4.99,4.99,4.99,3.42,4.99,4.99,4.99,4.99
4.78,4.42,4.00,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.00,4.99,4.99,4.99,4.99,4.21,4.83,4.03,3.48,4.05,4.00,4.99,4.99,4.99,4.99,4.99,3.43,4.99,4.99,4.99,4.99
4.79,4.42,3.99,2.59,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.03,4.99,4.99,4.99,4.99,4.20,4.83,4.03,3.48,4.05,4.00,4.99,4.99,4.99,4.99,4.99,3.42,4.99,4.99,4.99,4.99
4.78,4.41,3.98,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.99,4.99,4.99,4.99,4.99,4.23,4.83,4.02,3.48,4.04,3.99,4.99,4.99,4.99,4.99,4.99,3.40,4.99,4.99,4.99,4.99
4.79,4.42,3.98,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.99,4.99,4.99,4.99,4.99,4.22,4.83,4.02,3.48,4.04,3.99,4.99,4.99,4.99,4.99,4.99,3.41,4.99,4.99,4.99,4.99
4.79,4.41,3.98,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.93,4.99,4.99,4.99,4.99,4.22,4.82,4.01,3.46,4.03,3.99,4.99,4.99,4.99,4.99,4.99,3.39,4.99,4.99,4.99,4.99
4.77,4.42,3.97,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.87,4.99,4.99,4.99,4.99,4.23,4.83,4.01,3.45,4.03,3.99,4.99,4.99,4.99,4.99,4.99,3.46,4.99,4.99,4.99,4.99
4.74,4.41,3.98,2.57,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.93,4.99,4.99,4.99,4.99,4.22,4.82,4.01,3.44,4.03,3.99,4.99,4.99,4.99,4.99,4.99,3.50,4.99,4.99,4.99,4.99
4.75,4.41,3.98,2.59,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.94,4.99,4.99,4.99,4.99,4.23,4.84,4.01,3.44,4.03,4.00,4.99,4.99,4.99,4.99,4.99,3.44,4.99,4.99,4.99,4.99
4.74,4.42,3.98,2.58,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.91,4.99,4.99,4.99,4.99,4.22,4.85,4.01,3.46,4.04,3.99,4.99,4.99,4.99,4.99,4.99,3.39,4.99,4.99,4.99,4.99
