Watch3,2021-06-01 15:00:03,84
Watch3,2021-06-01 15:00:08,86
Watch3,2021-06-01 15:00:13,89
Watch3,2021-06-01 15:00:17,89
Watch3,2021-06-01 15:00:22,89
Watch3,2021-06-01 15:00:28,89
Watch3,2021-06-01 15:00:29,89
Watch3,2021-06-01 15:00:36,89
Watch3,2021-06-01 15:00:43,89
Watch3,2021-06-01 15:00:47,89
Watch3,2021-06-01 15:00:49,90
Watch3,2021-06-01 15:00:56,89
Watch3,2021-06-01 15:00:59,89
Watch3,2021-06-01 15:01:07,88
Watch3,2021-06-01 15:01:13,89
Watch3,2021-06-01 15:01:18,89
Watch3,2021-06-01 15:01:19,89
Watch3,2021-06-01 15:01:27,89
Watch3,2021-06-01 15:01:32,89
Watch3,2021-06-01 15:01:38,89
Watch3,2021-06-01 15:01:43,89
Watch3,2021-06-01 15:02:02,90
