X,Y,Z
-0.18242198,1.93638515,-3.54946661
-1.12315917,0.01329803,-2.80826283
0.23712832,0.48181343,-0.20673722
-0.39873767,-0.23556709,-0.34068662
-0.90604711,0.02573299,-0.17131698
-0.82129216,0.07323265,-0.14596102
0.19865912,0.21493053,-0.52943575
0.43958762,0.17000484,-0.25073701
0.18391544,0.1662817,-0.43519586
0.17541793,0.01942253,-0.24489760000000002
0.13377329999999998,0.07240772,-0.11662281
-0.09645045,0.06681347,-0.28132668
0.31677207,0.00193501,0.09124488
0.19728702,0.03330708,0.22564495
0.38837683,0.011940000000000001,0.05423999
0.14413504,0.01324081,-0.00895831
0.04710938,0.23161411,-0.06351346
1.39083552,0.05235004,0.08757311
-1.37582254,-0.03325081,-1.02499473
0.32771763,0.00979042,0.19908834
-1.47854567,-0.07841873,-0.60395706
-0.20706777,-0.13252354,0.15152049
0.05399951,-0.13294411,0.32579935
0.23956937,-0.17926693,0.34472871
0.47938862,0.14617062,0.19632208
-0.03444317,-0.00679779,0.01105881
0.28347683,0.1817646,-0.00870472
-0.12614326,-0.00514603,0.12916845
-0.01893832,0.05714989,-0.5508821
0.8036685,-0.01144886,-0.04609311
0.34553814,-0.38522148,-0.58932298
0.73304474,0.41813946,-0.68980873
0.51657671,0.28273678,-0.61138201
-0.7523483,-0.15017033,-0.51656497
-1.5130415000000002,0.02028847,-0.10615399
-0.92158216,0.19364452,-0.20874114
0.06919903,-0.28447247,0.90608269
-1.73410344,-0.20521545,-0.42917120000000003
-1.40059018,0.32863998,-0.67354345
-0.57401979,-0.11933708,-0.54218405
-0.38348466,0.07564545,-0.63332719
0.16808359,0.135993,-0.52887177
1.14317381,-0.17389297,0.0082885
0.79761028,0.17763424,0.02129513
0.63752651,0.05245399,0.08955246
0.00114398,-0.15986347,0.57296968
-0.63862067,-0.2807436,0.38036078
-0.6819066999999999,-0.12789345,0.20551521
0.5385021,0.05549717,0.09895419999999999
0.80495381,-0.04500198,0.28276575
0.49884343,-0.03250122,0.31895947
-0.03649927,-0.08551311,0.24099469
-0.02107147,-0.02972507,0.2441591
0.01466166,0.01299763,0.05545485
-0.21086514,-0.00768471,0.00800884
-0.30618817,-0.06617355,-0.07235414
-0.02073014,0.0444603,-0.02407604
0.28220612,0.07132244,-0.02751893
0.39995432,0.03769684,-0.05284363
0.22426254,-0.03480816,-0.00868678
-0.02207208,-0.00155926,0.01278883
-0.05693784,0.0506649,-0.09869945
0.1537196,0.03915977,-0.08899826
0.24687794,0.05114269,-0.0358389
0.12172553,0.02324009,-0.10297436
-0.10847074,-0.00095177,-0.19102889
-0.16481185,-0.02674389,0.00610685
-0.47290128,-0.09927464,-0.04900295
-0.73536098,-0.12768936,-0.13976902
-0.45268524,-0.11041546,0.0039832
-0.27125794,-0.0125742,-0.02910131
-0.56595278,-0.00624847,0.47886556
-0.84062898,-0.24809933,0.37759787
-0.75880194,-0.09552193,0.52587813
-0.45751357,-0.38712692,-0.00477999
-0.47292578,-0.16057682,0.02184778
-0.90058827,-0.45839977,-1.19927657
-1.11537862,0.49778175,-0.41755337
-1.67121458,0.05021858,-1.68519747
-0.09148955,0.40363407,-1.13267493
-0.54631156,0.11146355,-1.09371555
-1.10214043,0.10280132,-2.23808193
