X,Y,Z
0.11429149,-0.00922108,0.07810277
-0.01783863,-0.00618267,0.07656646
-0.03698441,-0.00417709,-0.03313631
-0.00990099,-0.00978184,-0.06613892
-0.10698515,-0.02197456,-0.07279652
-0.10748189999999999,0.00109386,0.00525939
0.03096151,-0.00884914,0.04005194
0.04556212,0.01368713,-0.03556699
-0.04099417,-0.00962925,0.00658691
-0.07566985,0.00454044,0.08846468
0.06831065,-0.00590515,-0.05043626
0.08020744,0.00657654,-0.05733943
0.02522931,0.00337219,0.00661534
-0.02230355,0.03864384,0.03575891
0.10557881,-0.00896358,-0.03877908
0.11135337,-0.00668621,0.0391326
-0.32099682,-0.08362865,0.12270451
-0.02294648,0.06111431,-0.01120675
0.35004133,0.09224415,-0.19204336
0.39516175,-0.00323582,-0.36401105
-0.56627262,-0.04770184,-0.14868915
0.62752199,0.30480576,-0.33709037
1.03612638,0.43145466,-1.88462448
-1.05763125,0.95914078,1.82282412
-1.53926635,-2.332407,0.83763099
0.00424027,-0.42067432,1.06993032
0.32436293,0.73499203,0.86208987
-1.56262863,-0.07421207,-0.16633724
-0.10489088,0.03408718,-0.23553564
-0.25793454,-0.20313263,0.52470475
-0.09762585,0.00028419,0.17294143
0.09667362,0.11653709,0.08301
0.14322758,-0.01722336,0.04250422
-0.01950985,0.00508404,-0.06150767
-0.14783686,-0.02951717,0.07446909
0.02233464,0.02875042,0.02709457
-0.01170507,-0.00118637,0.01781651
-0.06463176,0.00477886,0.01238596
