X,Y,Z
-0.13833284,-0.13112926,-0.2196078
-0.24834859,0.07291031,-0.06157529
-0.33224505,-0.19697094,-0.06835437
0.61101276,0.3286829,0.46836329
0.37917411,0.04850388,0.23451906
-0.01525065,-0.06373501,0.04748452
0.02851352,-0.03994656,0.0660665
0.14008132,0.12476921,0.06351298
0.03163221,-0.02283192,-0.12594539
-0.06465405,0.01403236,-0.17637581
-0.34298295,-0.04243374,-0.15843326
-0.18094958,-0.01096153,0.24059892
-0.08305223,-0.01974773,0.23183233
0.14423192,0.00846577,0.01634836
0.1495187,0.03214169,-0.06142634
0.11015791,0.01359653,-0.06715792
0.06374961,0.03002071,-0.04399198
-0.02600643,-0.00369835,-0.03840965
-0.00125104,0.01827717,-0.06220049
0.02713549,0.01661968,-0.07965839
7.835e-05,0.01025867,-0.07273751
-0.03728163,-0.04274464,-0.03540593
-0.07348248,-0.00094032,0.02825403
-0.10636556,-0.00512981,0.05719024
-0.04494384,0.03149986,0.01971698
-0.03174621,-0.01093388,0.00417185
-0.03278321,-0.02521324,-0.02023828
-0.04752859,-0.01197529,0.01925272
-0.069399,0.00509548,0.00825179
-0.017093,0.00429916,0.00794804
-0.01003972,0.01574135,-0.01925355
-0.01910904,0.01103783,-2.801e-05
-0.03854811,-0.00763798,-0.0341565
0.01462507,0.01891899,-0.04386568
0.02115622,0.01147079,-0.04196709
0.00410131,-0.00698376,-0.019399700000000002
-0.00774601,0.01170635,-0.02868474
0.05471879,0.02302742,-0.02644056
0.02267787,0.00304508,-0.0248028
0.03791896,0.00405121,-0.05313259
0.01058394,-0.00596333,-0.04259676
0.08196977,0.01770401,-0.03570735
0.01503989,-0.00831795,-0.01492888
0.04173782,0.0037241,0.00178462
-0.03717676,0.00602818,-0.01732224
-0.03665662,-0.00749111,-0.01638466
-0.02818751,-0.00090122,0.01137179
0.01401788,0.00775814,0.01663435
0.04621324,-0.00026608,0.03228372
0.04110521,-0.01974583,0.03143692
0.1029205,0.02646255,0.05886126
0.06455374,-0.02281761,0.04876244
-0.01274496,0.00259972,0.03503823
-0.0889115,-0.02504349,0.05186152
