Watch3,2021-05-31 22:34:17,70
Watch3,2021-05-31 22:34:22,77
Watch3,2021-05-31 22:34:32,79
Watch3,2021-05-31 22:34:37,79
Watch3,2021-05-31 22:34:42,77
Watch3,2021-05-31 22:34:44,77
Watch3,2021-05-31 22:34:51,77
Watch3,2021-05-31 22:35:02,80
Watch3,2021-05-31 22:35:17,81
Watch3,2021-05-31 22:35:20,79
Watch3,2021-05-31 22:35:27,76
Watch3,2021-05-31 22:35:29,76
Watch3,2021-05-31 22:35:37,78
Watch3,2021-05-31 22:35:47,80
Watch3,2021-05-31 22:35:52,78
Watch3,2021-05-31 22:35:57,76
Watch3,2021-05-31 22:36:23,74
