ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject1_file_622,[3],0.8501183230517184,0.8272950274243588,0.08250404609293352,1.1998366296182894,0.8402506065644995,0.10775300649498742,0.3328681364914097,0.2075877226802149,0.16411846643249114,0.45380527666616366
subject1_file_869,[3],0.9049480542863567,0.9003972940441102,0.19495955089521227,1.3287486880583546,0.8468762173738698,0.2488589241638443,0.3581256976053278,0.16618899773084833,0.13162757550550613,0.3035021655355475
subject1_file_807,"[0, 3, 6]",0.8927334953140081,0.8669740379497992,0.17663811081957906,0.6670450059477375,1.2116605802105516,0.2820329821884146,0.18997822236132572,0.08399188817821598,0.10213238781245698,0.6574826149932197
subject1_file_463,"[0, 9]",1.3932926065526035,1.0797249836884957,0.37240464319230004,0.48923584634050993,1.9688216461786687,0.47760129010112506,0.13188127756672727,0.24301931664056542,0.2602792169535243,1.134263810301332
subject1_file_830,"[4, 9]",1.140891440067713,1.0983348096520444,0.18274343250322886,0.871286428622354,1.4877906264250884,0.282078475261719,0.1505125749522791,0.19510810514683574,0.2039607030275761,0.9003100726532384
subject1_file_272,"[4, 9]",1.4268919914267624,1.2972033501610771,0.21502220129174138,0.5333443102689599,1.9525707421716267,0.33068153716618087,0.14246233012068282,0.21544368670069391,0.1909365051672623,0.9762898716405859
subject1_file_382,[9],1.0373959880260037,0.7285216648829353,0.3083810905089177,0.608467124431394,1.681807386486668,0.46186438858452034,0.24654432911153393,0.280215675413251,0.2830912788503053,1.4547814047749594
subject1_file_588,[3],0.9596977083075745,0.6715936620754653,0.2362562455251052,1.0638381317306578,1.2946384961014297,0.33491025225163695,0.18403852404387883,0.164280054878511,0.20787359939930805,1.0615686262204538
subject1_file_140,[3],0.9945107992293889,0.9618694438789905,0.40794710502185677,1.4173087968708333,1.2336844437974128,0.516879920768521,0.4618751905008973,0.3779425467951411,0.37307808979275137,0.9491246923561424
subject1_file_213,"[0, 3, 6]",1.4969753664907524,1.3536370316936321,0.19563059388229628,0.5424288788088948,1.938331011339221,0.2997796778641788,0.14257268202469858,0.22305885889174865,0.1926945657089936,0.9829531750418686
