,distance,time
0,0.5453832622600001,0
1,0.5588243061200004,124
2,0.5598082384400002,263
3,0.5629337422200003,344
4,0.5651442525200001,435
5,0.57358890886,466
6,0.58535984378,569
7,0.5864385866799997,669
8,0.5906159090599996,763
9,0.6013931766199997,878
10,0.6053833195799996,972
11,0.6026851423399999,1065
12,0.5827494204599998,1180
13,0.5792031801199998,1271
14,0.5637621915799998,1373
15,0.55280478678,1470
16,0.5441152514000003,1568
17,0.5353265244599998,1684
18,0.5242059113999996,1769
19,0.5164355294399998,1887
20,0.5039126794599998,1971
21,0.5046971568399999,2080
22,0.5093521762999997,2186
23,0.5047421737199997,2281
24,0.5056718076399997,2383
25,0.5044191831199997,2487
26,0.4951470394599995,2594
27,0.48457075311999953,2682
28,0.4664154318399996,2788
29,0.4762920359999997,2878
30,0.4703516673199999,2985
31,0.46277505306000005,3093
32,0.46748521575999996,3187
33,0.47447721064,3285
34,0.4565028156199997,3388
35,0.47341306337999983,3496
36,0.48503696477999986,3589
37,0.5061336445799998,3683
38,0.5277051626399998,3798
39,0.5407953152199998,3886
40,0.5497093079799997,3988
41,0.5554343823400002,4093
42,0.5501585644000003,4187
43,0.5336473453600002,4284
44,0.5335239933400002,4402
45,0.52848833252,4511
46,0.53509874546,4613
47,0.5359266873200002,4715
48,0.5260380153600002,4833
49,0.5177724590799999,4908
50,0.5223465861400001,5019
51,0.53847375274,5154
52,0.5477205790199998,5256
53,0.5567135292400003,5318
54,0.5606561256199998,5402
55,0.5563387427399997,5509
56,0.55669322968,5604
57,0.5523135194399997,5712
58,0.5434662511200002,5805
59,0.5266996800400002,5898
60,0.52081282776,6014
61,0.51295462968,6107
62,0.5142772828000001,6201
63,0.5096212404800002,6316
64,0.5148000582600003,6409
65,0.51308131418,6517
66,0.50996183204,6611
67,0.5106749266999999,6715
68,0.51334082026,6817
69,0.5171266946399998,6920
70,0.5153106240599999,7054
71,0.5176957557399999,7114
72,0.5151684004399998,7259
73,0.5090610019399997,7330
74,0.4985696270399999,7409
75,0.5297204830599999,7516
76,0.5310882274199996,7636
77,0.5372731870199995,7721
78,0.5347033320999998,7837
79,0.5396069650399999,7925
80,0.5442235803599997,8040
81,0.5468540963199996,8129
82,0.5512877735999994,8261
83,0.5607242131399996,8361
84,0.5760255257799994,8479
85,0.5645463004399996,8549
86,0.5500361304399997,8626
87,0.5536433081599994,8733
88,0.5452209611600002,8827
89,0.53363734294,8920
90,0.5314788802800005,9030
91,0.5275101303600003,9122
92,0.5235275864200005,9237
93,0.5286721177200003,9331
94,0.5370177902800004,9439
95,0.5335534958000003,9522
96,0.5489691758200002,9640
97,0.5655857428400004,9734
98,0.5519569281000002,9827
99,0.5561191595000001,9943
100,0.5505999639800001,10036
101,0.5325094910199998,10130
102,0.51511487572,10260
103,0.5115049666,10354
104,0.50540629562,10439
105,0.5009205623599998,10532
106,0.49232231324000003,10648
107,0.4912622240000002,10754
108,0.4957026916200002,10849
109,0.4931998364999999,10942
110,0.49099235119999984,11050
111,0.4881682621199999,11134
112,0.49184984161999995,11251
113,0.4964516791199999,11345
114,0.4933825053199997,11447
115,0.4968484695599998,11539
116,0.5111862684199997,11644
117,0.5120113867799996,11755
118,0.5212311036399997,11856
119,0.5359542481999996,11949
120,0.5407598224799995,12063
121,0.5504733997599998,12194
122,0.5593590773799998,12329
123,0.5650309638,12369
124,0.5580654627200003,12469
125,0.5438086077400004,12599
126,0.5490777140599999,12654
127,0.5528212420600003,12748
128,0.5436058663199997,12856
129,0.54649581994,12950
130,0.5372969446999998,13058
131,0.5209310693399997,13177
132,0.5206473322399996,13259
133,0.5231408624599997,13367
134,0.5261083154999999,13463
135,0.50977542918,13554
136,0.5129559712000001,13659
137,0.5199934619199998,13761
138,0.5091604694199998,13857
139,0.5072348409199998,13965
140,0.5049989401399998,14061
141,0.5010845571599999,14163
142,0.5210611547000001,14258
143,0.5049665195600004,14365
144,0.4997094395800002,14465
145,0.5285786947400003,14560
146,0.5407197393400003,14675
147,0.5591868943200001,14785
148,0.5554553501199999,14876
149,0.55905477642,14970
150,0.5641604892600001,15063
151,0.5650162345600003,15178
152,0.5772160796200005,15272
153,0.5768373786599994,15446
154,0.5714884827199996,15513
155,0.5711422340599998,15632
156,0.5643765802599994,15709
157,0.5612857868999998,15787
158,0.5670332921399998,15868
159,0.5574418615799998,16021
160,0.5603791937199998,16092
161,0.5674892844999997,16173
162,0.5610509986599997,16278
163,0.55520288472,16372
164,0.5533048134,16487
165,0.5446130181400001,16580
166,0.5421111412000001,16673
167,0.54387975682,16789
168,0.55151833464,16877
169,0.5569042700000001,16983
170,0.55078552602,17076
171,0.5510291174199998,17191
172,0.5497576140399998,17285
173,0.54096267688,17392
174,0.5395907667799997,17485
175,0.54017113866,17584
176,0.5383473624600003,17687
177,0.5313523855200001,17780
178,0.5364490005000001,17922
179,0.5229462290199999,18040
180,0.5203043299200004,18128
181,0.5201212854600006,18226
182,0.5245443201600006,18298
183,0.5258160526800003,18412
184,0.5146144993200003,18501
185,0.5279880955200003,18598
186,0.54022443858,18693
187,0.52935824128,18801
188,0.5333997508799998,18903
189,0.5335388747199993,18995
190,0.5272271807400001,19088
191,0.52734793874,19193
192,0.5054576571000001,19287
193,0.49008979812,19405
194,0.4933021870199998,19491
195,0.4867030355399998,19606
196,0.49551257569999985,19692
197,0.49156595735999986,19807
198,0.49312767059999973,19905
199,0.4955016810400002,20001
200,0.49659785139999985,20109
201,0.48566254865999986,20202
202,0.48689296241999996,20332
203,0.48312505406000006,20395
204,0.47695286624000005,20564
205,0.48038996186,20641
206,0.47711321702,20742
207,0.47876541491999974,20885
208,0.4747732046199997,20955
209,0.4852958484999998,21089
210,0.4964305531799998,21123
211,0.51522679476,21212
212,0.5233363375999999,21316
213,0.5356031222799997,21415
214,0.5477487369399998,21517
215,0.5490592304399997,21615
216,0.5607624468799998,21710
217,0.5735235020999997,21804
218,0.5647313374800004,21908
219,0.5588507375400003,22018
220,0.5591874989000002,22112
221,0.5644996632,22206
222,0.5605748621600001,22321
223,0.5698796260800001,22414
224,0.5698579168399993,22522
225,0.5669390974199996,22615
226,0.5671908523199997,22723
227,0.5671727401999995,22816
228,0.5656569224000003,22924
229,0.5662142801400002,23024
230,0.5638975511400003,23118
231,0.5546101670399998,23211
232,0.5574466080999998,23320
233,0.5651891638599998,23427
234,0.56088303072,23532
235,0.56291544052,23622
236,0.5702167118400004,23714
237,0.5616660277600006,23836
238,0.5585851932400006,23926
239,0.5554367863000006,24037
240,0.5537422921400001,24119
241,0.5477197587000003,24242
242,0.5549557053400003,24315
243,0.5613139925600004,24432
244,0.5577723512400001,24519
245,0.5639321555200001,24633
246,0.5684454544600002,24734
247,0.5715793062200001,24828
248,0.5830130862200003,24925
