,distance,time
0,1.05232488256,0
1,1.0460118942600003,105
2,1.0487715865600002,196
3,1.0260648296199997,300
4,1.0231804150599997,402
5,1.0098735835200003,515
6,1.0088724696400002,599
7,1.0092907435800003,730
8,1.0054495781,832
9,0.9957135855399992,950
10,0.9682719350799996,1021
11,0.9716308294199996,1119
12,0.9831600824399993,1221
13,0.9678526865399995,1339
14,0.9677530979999992,1431
15,0.9383138583599993,1542
16,0.9006360978599995,1646
17,0.8522077069400009,1737
18,0.8283652298599989,1846
19,0.8152914459999991,1948
20,0.8141805296399993,2063
21,0.8074108783799999,2156
22,0.82837346386,2229
23,0.8388609212,2350
24,0.8599766286399999,2430
25,0.8764551749399999,2553
26,0.8814468892800003,2704
27,0.8766419881999999,2824
28,0.8657668579800005,2866
29,0.85294169258,2946
30,0.8404139178199996,3042
31,0.8238323824399996,3160
32,0.8025009162799998,3269
33,0.7979781806599999,3368
34,0.80377362122,3452
35,0.8015114446599995,3579
36,0.7974862681199992,3667
37,0.8083369680200002,3785
38,0.8057019045999992,3873
39,0.8000611786999993,3980
40,0.8012538360399993,4073
41,0.7873037934399995,4179
42,0.7897568002399994,4271
43,0.7897031388799994,4383
44,0.7799954744199998,4474
45,0.7673312823599995,4569
46,0.7892710328999998,4699
47,0.7908888231399998,4787
48,0.8007526076999997,4890
49,0.8092561779399996,4979
50,0.8047270338999997,5079
51,0.8289282057199996,5179
52,0.8420356503199998,5291
53,0.8805616561200001,5381
54,0.9006862939799999,5493
55,0.8952915185000001,5573
56,0.86175675886,5679
57,0.8604258263400001,5795
58,0.87858117594,5887
59,0.8781771840199998,5983
60,0.8731328420399997,6101
61,0.8668413533999996,6198
62,0.8651246177,6298
63,0.8627122184199999,6408
64,0.8547590631400005,6524
65,0.8450040124000003,6604
66,0.8308315040200004,6693
67,0.8383548802399998,6799
68,0.8467037875599996,6916
69,0.8749853352399996,7010
70,0.8761831501999997,7120
71,0.8717321149999997,7217
72,0.8433701079199997,7318
73,0.8259641172600001,7419
74,0.8075321104000001,7538
75,0.79827490812,7656
76,0.7911875667799999,7757
77,0.79741053618,7858
78,0.7948893268799999,7911
79,0.7924930600600003,8016
80,0.7945961216000003,8145
81,0.7942838351400003,8213
82,0.7920831438600002,8323
83,0.8099247919999999,8433
84,0.8179667731999992,8551
85,0.8209448004999992,8652
86,0.8414078437199995,8735
87,0.87839946654,8847
88,0.8981181555799999,8957
89,0.9253677683999998,9047
90,0.9379964608199998,9171
91,0.9765362559999999,9253
92,0.98050067244,9354
93,0.99571038932,9456
94,1.0037589238999998,9565
95,1.0251598867999998,9657
96,1.0452496160799998,9757
97,1.0363079198399996,9865
98,1.03425213378,9950
99,1.0296241881999997,10048
100,1.0391660022600002,10150
101,1.01398402576,10258
102,0.9721070983400003,10350
103,0.9715464866000002,10477
104,0.9351292733200001,10567
105,0.9067514314400003,10667
106,0.8943609590400003,10757
107,0.9060336389200001,10865
108,0.91287485608,10972
109,0.9036471181200005,11081
110,0.9073606417800002,11180
111,0.9366433948199998,11277
112,0.9314020620399996,11395
113,0.9501128467799996,11485
114,0.9698143389999998,11598
115,0.9683338625999999,11695
116,0.9722592706400002,11791
117,0.9786028986800002,11897
118,1.0002508173599998,12007
119,1.0122727517199996,12110
120,1.0091420524999997,12208
121,1.0397653437599994,12309
122,1.0735190286999994,12422
123,1.1144106914199994,12557
124,1.1670466243399993,12638
125,1.211439355079999,12743
126,1.2409548260199994,12838
127,1.2584529644199998,12951
