Watch3,2021-06-01 15:12:53,76
Watch3,2021-06-01 15:13:02,70
Watch3,2021-06-01 15:13:07,70
Watch3,2021-06-01 15:13:12,70
Watch3,2021-06-01 15:13:14,70
Watch3,2021-06-01 15:13:22,70
Watch3,2021-06-01 15:13:23,70
Watch3,2021-06-01 15:13:28,70
Watch3,2021-06-01 15:13:34,70
Watch3,2021-06-01 15:13:38,70
Watch3,2021-06-01 15:13:43,70
Watch3,2021-06-01 15:13:51,70
Watch3,2021-06-01 15:13:56,70
Watch3,2021-06-01 15:13:59,70
Watch3,2021-06-01 15:14:03,70
Watch3,2021-06-01 15:14:12,69
Watch3,2021-06-01 15:14:17,70
Watch3,2021-06-01 15:14:18,70
Watch3,2021-06-01 15:14:27,70
Watch3,2021-06-01 15:14:29,70
Watch3,2021-06-01 15:14:35,70
Watch3,2021-06-01 15:15:08,73
