mean_X,mean_Y,mean_Z,var_X,var_Y,var_Z,max_X,max_Y,max_Z,min_X,min_Y,min_Z,iqr_X,iqr_Y,iqr_Z,rms_X,rms_Y,rms_Z,zcr_X,zcr_Y,zcr_Z,timestamp
0.00540000064516129,-0.06969999741935486,-0.05004515903225807,0.20876736809071011,0.08420983812464525,0.28008547281201696,0.74329996,0.49649999,1.0007,-1.04689991,-0.49849999,-1.14069998,0.541799975,0.48884999500000004,0.77494997,0.4569425873101323,0.2984425032814583,0.5315919400767669,0.1935483870967742,0.22580645161290322,0.2903225806451613,631
-0.01207930862068964,-0.04483103172413791,-0.04521379103448277,0.21836883158435005,0.08011042354075629,0.29869907576235943,0.74329996,0.49649999,1.0007,-1.04689991,-0.48889998,-1.14069998,0.6045999799999999,0.50469997,0.81079996,0.4674556035401693,0.28656630113501996,0.5484007318212379,0.20689655172413793,0.2413793103448276,0.2413793103448276,631
-0.003380767307692293,0.0001384638461538425,0.03023077038461539,0.23277863953364253,0.069630469789148,0.27799892056226055,0.74329996,0.49649999,1.0007,-1.04689991,-0.4152,-1.14069998,0.5840749825,0.423199995,0.7239749625,0.4824832319586157,0.26387589689356755,0.5281219745857086,0.19230769230769232,0.2692307692307692,0.34615384615384615,631
0.03714583458333335,0.019579168750000018,0.062333332916666706,0.22815252070544145,0.06823311577489242,0.2865740212006669,0.74329996,0.49649999,1.0007,-1.04689991,-0.4152,-1.14069998,0.465599995,0.44017499499999996,0.564074975,0.47909532843927205,0.2619474367575171,0.5389429149670371,0.20833333333333334,0.25,0.3333333333333333,631
0.02466190666666667,-0.027085711428571434,-0.041299999047619045,0.2586768338609938,0.06037971615317012,0.23508197776466697,0.74329996,0.49649999,0.87419999,-1.04689991,-0.4152,-1.14069998,0.53489998,0.3038,0.6469999900000001,0.50920039621099,0.24721114844756084,0.4866083308842957,0.19047619047619047,0.2857142857142857,0.2857142857142857,631
-0.00730526052631579,-0.05880526052631576,-0.055305262631578936,0.27514891055906443,0.056093521030432185,0.25463021456304186,0.74329996,0.49649999,0.87419999,-1.04689991,-0.4152,-1.14069998,0.6509499750000001,0.277249995,0.686599965,0.5245972525570657,0.24403192351821526,0.5076306596707785,0.21052631578947367,0.3157894736842105,0.21052631578947367,631
-0.006062497499999979,-0.10801249624999998,-0.16934999624999994,0.3236776170133133,0.0432015952884688,0.20988801970675025,0.74329996,0.33570001,0.66949999,-1.04689991,-0.4152,-1.14069998,0.860149965,0.2956999875,0.57857498,0.5689590239105544,0.2342398229051266,0.4884336607325761,0.125,0.375,0.25,631
-0.03487856857142856,-0.12252856785714283,-0.2056428521428571,0.36232662004212335,0.04684271976030617,0.22804265011840846,0.74329996,0.33570001,0.66949999,-1.04689991,-0.4152,-1.14069998,0.911849975,0.3179249825,0.5887249874999999,0.6029453827567761,0.24870860399557682,0.519934258109482,0.14285714285714285,0.35714285714285715,0.21428571428571427,631
-0.10575454181818184,-0.05154545181818183,-0.06039999636363635,0.4330043281782822,0.03564369810704136,0.16905829238363665,0.74329996,0.33570001,0.66949999,-1.04689991,-0.33149999,-0.90489995,1.12284996,0.26409999500000003,0.313699985,0.6664745691273267,0.19570547184527537,0.4155796577605357,0.18181818181818182,0.45454545454545453,0.18181818181818182,631
-0.23409999111111116,-0.060811106666666684,-0.07591110666666666,0.42376758441911233,0.035091207351530894,0.20460415181664235,0.74329996,0.33570001,0.66949999,-1.04689991,-0.33149999,-0.90489995,1.01499996,0.22439999,0.5151999700000001,0.6917878217035441,0.19694973481971384,0.45865744072455683,0.2222222222222222,0.3333333333333333,0.2222222222222222,631
