,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13
1,285.2929999999958,-11.829999999999785,-78.33200000000033,280.41199999999833,40.026000000000295,-19.444999999973334,225.43799999999976,30.79400000000021,17.27300000000014,155.7709999999986,-105.8320000000009,-48.230000000012296,50.95000000000027,-44.18799999999976,1.2929999999869324,-201.7759999999953,-96.97900000000175,-211.9509999999991,-446.5030000000013,-5.563000000000073,-208.0379999999991,173.64400000000018,127.18600000000038,18.89600000001792,295.3869999999995,130.18100000000032,-57.799999999974716,701.9829999999998,-39.48700000000116,-207.5800000000072,82.1990000000028,-130.27099999999905,4.309000000000651,103.13200000000009,51.989000000000374,19.59199999998873,19.90600000000029,7.860999999999763,-10.761000000002241
2,290.70800000000077,-13.737000000000421,-78.29600000000028,281.40100000000245,44.440999999999775,-23.937999999998283,225.93400000000088,32.336999999999705,19.40900000001875,152.49999999999773,-116.24399999999753,-50.36600000000817,45.60299999999984,-60.365999999999076,0.123000000007778,-205.53600000000074,-94.20800000000042,-213.1230000000187,-437.94300000000135,-11.796000000000362,-199.9879999999962,178.3859999999997,125.61199999999957,18.89699999999266,290.9639999999996,129.57600000000014,-54.84600000002047,702.3350000000007,-55.89399999999927,-227.8440000000046,80.54199999999696,-143.28900000000004,5.957000000000789,133.95200000000003,46.44999999999939,13.123000000007323,7.480999999999938,-29.227000000000203,10.1690000000076
3,285.0090000000023,-19.238999999999606,-81.88500000001113,279.9520000000001,45.18100000000018,-22.864000000004125,286.36999999999944,41.938000000000386,6.7999999999756255,157.02499999999873,-114.43200000000218,-42.1139999999923,40.53000000000111,-75.67400000000077,8.435000000008586,-215.6560000000013,-89.44499999999778,-214.63599999999587,-403.6889999999971,-17.65699999999981,-190.27700000000323,177.35699999999994,121.47699999999944,15.880999999990308,279.9769999999995,119.1369999999992,-48.20599999998194,675.1350000000002,-60.45699999999954,-213.83100000000468,65.22800000000188,-125.11599999999987,7.95900000000529,53.35400000000021,53.35900000000038,33.379999999999654,-3.7730000000010477,-61.89099999999996,18.76199999999244
4,287.351000000001,-14.616000000000184,-77.07499999999072,283.00199999999904,44.95899999999935,-20.09299999999712,223.5439999999997,31.587999999999283,21.252000000004045,152.39500000000135,-121.6700000000003,-45.947000000001026,46.323000000001,-65.31500000000108,8.617999999978565,-219.3870000000004,-86.58300000000168,-212.7809999999954,-422.153000000003,-11.27000000000038,-198.3699999999999,175.69499999999962,122.9760000000006,18.396000000007007,275.53000000000054,114.6080000000012,-45.19000000000233,636.1219999999988,-60.75000000000017,-201.47699999999986,70.62699999999609,-119.1030000000012,14.458999999999378,145.85599999999985,44.680999999999926,-17.0470000000023,7.173000000000229,-33.38300000000061,16.930999999999585
5,285.320999999999,-11.254999999999882,-78.50300000000061,280.27899999999875,43.992000000000075,-20.653999999990447,161.5000000000009,30.231000000000563,33.898999999996704,131.46999999999593,-159.07599999999888,-22.38800000000083,41.852999999997564,-63.77599999999859,9.71700000002329,-222.35499999999888,-82.2810000000004,-207.8119999999899,-410.4060000000004,-18.734999999999502,-187.4459999999999,180.77800000000082,125.70599999999956,16.174999999998363,271.55600000000106,106.41899999999964,-41.907000000014705,611.4609999999999,-65.47600000000102,-193.51800000000594,114.73400000000424,-180.63800000000043,-18.45100000000457,99.86399999999982,55.70200000000014,38.95300000000361,7.443000000000666,-31.22899999999902,14.765000000011241
6,283.0719999999985,-16.03899999999996,-77.6489999999967,275.8710000000008,46.17100000000036,-24.658000000022184,230.53799999999995,24.00999999999982,13.940000000002328,146.2530000000072,-130.31199999999785,-40.24699999999939,30.63200000000279,-97.95500000000175,22.533999999973275,-227.5509999999997,-75.51599999999894,-202.07500000001346,-407.54699999999957,-15.955000000000297,-186.2480000000005,179.21499999999995,128.82099999999994,17.749000000003434,263.4919999999994,102.02799999999996,-37.011999999981526,573.8560000000007,-66.38299999999902,-178.41199999999162,78.29899999999839,-129.08199999999965,14.959999999996398,145.65000000000018,42.17799999999983,1.0739999999941574,8.83400000000023,-30.289999999999395,14.659999999992124
7,280.7130000000029,-12.861999999999796,-75.29300000001058,276.24999999999886,49.16300000000007,-23.108000000001994,223.01999999999964,31.879999999999598,19.580999999993765,140.88100000000168,-132.7350000000024,-38.47600000001421,48.34799999999859,-40.39199999999994,2.8810000000248692,-225.14899999999898,-71.88699999999812,-193.23799999999665,-391.91000000000145,-23.572999999999666,-175.73899999999867,180.45699999999982,127.487,15.367999999989479,259.2420000000004,92.68900000000002,-28.381000000013046,550.1449999999991,-72.92000000000058,-172.47899999999845,83.75500000000216,-79.98899999999907,45.929000000001,79.15399999999977,58.200000000000074,59.039000000007036,9.035999999998978,-28.623999999999228,17.376999999999043
8,278.5950000000014,-16.190000000000282,-78.22300000000268,274.83100000000036,43.74699999999976,-21.410999999989144,222.90399999999977,32.30300000000028,18.408000000022184,140.45099999999593,-131.6129999999987,-36.43799999999828,29.057000000000244,-70.4419999999999,21.69099999998707,-224.28000000000452,-71.73500000000104,-182.34800000000178,-385.2419999999995,-23.90400000000028,-174.2550000000051,179.41700000000012,126.70300000000054,19.190000000003238,253.4879999999987,91.4590000000004,-25.29300000001058,518.959000000001,-80.53299999999979,-158.1790000000069,105.23399999999583,-179.51400000000035,-37.80500000000302,160.77899999999977,41.906000000000176,27.79600000000073,13.303000000000509,-31.467000000000667,20.348999999998796
9,273.6969999999985,-10.002999999999673,-79.47999999998956,274.72999999999956,47.30600000000038,-24.109000000021297,272.6569999999995,37.75899999999979,7.530999999994492,135.37299999999846,-129.80300000000113,-30.517999999983658,42.322999999998956,-54.87399999999809,16.309000000023843,-218.69800000000055,-71.73500000000104,-169.34799999999086,-387.8629999999987,-34.295000000000186,-172.95599999999922,181.31799999999956,123.94799999999933,23.095000000012078,240.12299999999982,87.2649999999993,-13.854999999989559,495.9239999999994,-77.22600000000028,-148.61399999999776,99.95100000000434,-139.11099999999976,13.38500000000522,97.61600000000037,53.27799999999989,40.34399999999323,10.369000000000028,-13.10500000000161,5.829000000005635
10,273.87299999999755,-14.77300000000028,-79.43099999999959,268.3150000000012,49.94000000000014,-23.193999999966763,213.79699999999957,32.27300000000071,17.18799999998737,127.9480000000035,-131.98899999999867,-31.567000000018197,30.14699999999948,-73.51200000000233,18.39599999998427,-221.69199999999591,-75.96999999999525,-161.45100000001094,-377.1669999999972,-37.006999999999834,-171.51399999999057,179.14999999999992,126.35200000000069,23.681999999985237,239.5949999999999,78.85800000000103,-8.385999999995875,473.05000000000064,-85.71699999999964,-135.163,92.50499999999988,-159.69500000000068,4.498000000000957,162.02100000000002,30.819999999999936,24.968999999998687,12.067999999999302,-32.74099999999862,16.75999999999931
