Epoch,Real,Fake,Pulse
1000,34,34,529
1000,34,34,528
1000,34,34,526
1000,34,34,525
1000,34,34,524
1000,34,34,523
1000,34,34,521
1000,34,33,520
1000,34,34,519
1000,34,34,518
1000,34,34,517
1000,34,33,517
1000,34,34,516
1000,34,34,514
1000,34,33,514
1000,35,34,513
1000,35,33,513
1000,35,33,513
1000,35,34,512
1000,36,33,513
1000,36,34,512
1000,36,33,512
1000,36,33,512
1000,37,34,510
1000,37,33,512
1000,37,34,512
1000,37,34,510
1000,36,33,511
1000,36,33,512
1000,36,34,510
1000,36,32,511
1000,35,34,511
1000,35,34,511
1000,35,33,511
1000,35,34,511
1000,35,34,511
1000,34,33,511
1000,34,34,510
1000,34,33,510
1000,34,34,508
1000,34,32,508
1000,34,33,506
1000,34,32,504
1000,34,32,502
1000,34,32,499
1000,34,32,497
1000,34,32,495
1000,34,32,492
1000,34,31,490
1000,34,31,487
1000,34,31,485
1000,35,31,484
1000,35,31,482
1000,35,31,480
1000,35,30,480
1000,35,32,478
1000,35,31,479
1000,35,32,481
1000,35,32,481
1000,35,32,482
1000,34,32,485
1000,34,33,487
1000,34,33,490
1000,34,33,493
1000,34,34,496
1000,34,34,500
1000,34,34,504
1000,34,35,507
1000,34,34,511
1000,34,35,514
1000,34,35,517
1000,34,35,521
1000,34,36,523
1000,34,35,526
1000,34,36,528
1000,34,36,530
1000,34,35,532
1000,34,36,533
1000,34,35,534
1000,34,35,536
1000,34,36,537
1000,34,35,539
1000,34,36,538
1000,34,35,538
1000,34,35,538
1000,34,35,537
1000,34,35,536
1000,34,35,535
1000,34,34,533
1000,34,34,530
1000,34,33,528
1000,34,34,525
1000,34,33,523
1000,34,33,521
1000,34,33,519
1000,34,33,518
1000,34,33,517
1000,34,34,516
1000,34,33,517
1000,34,34,516
1000,34,34,516
1000,34,34,517
1000,35,34,517
1000,35,34,516
1000,35,33,518
1000,35,35,517
1000,36,34,517
1000,36,34,518
1000,36,34,518
1000,36,34,518
1000,36,34,518
1000,37,34,518
1000,37,34,518
1000,36,34,518
1000,36,34,518
1000,36,34,519
1000,36,34,519
1000,36,34,519
1000,35,34,519
1000,35,34,518
1000,35,34,518
1000,35,34,518
1000,35,34,518
1000,34,34,518
1000,34,34,517
1000,34,33,517
1000,34,34,517
1000,34,34,517
1000,34,34,517
1000,34,34,516
1000,34,34,516
1000,34,34,516
1000,34,34,515
1000,34,34,514
1000,34,33,516
1000,34,35,515
1000,34,33,515
1000,34,34,514
1000,34,33,514
1000,34,33,514
1000,34,34,513
1000,35,33,514
1000,35,34,513
1000,35,33,513
1000,35,34,512
1000,35,33,512
1000,34,33,513
1000,34,34,512
1000,34,33,512
1000,34,34,512
1000,34,33,512
1000,34,34,512
1000,34,33,513
1000,34,34,512
1000,34,33,511
1000,34,33,509
1000,34,33,508
1000,34,33,506
1000,34,33,503
1000,35,31,501
1000,35,32,497
1000,35,31,495
1000,35,31,492
1000,35,31,488
1000,35,30,486
1000,35,31,482
1000,35,30,479
1000,35,30,477
1000,35,31,475
1000,35,30,474
1000,34,31,473
1000,34,31,474
1000,34,32,475
1000,34,32,477
1000,34,32,479
1000,34,32,482
1000,34,33,485
1000,34,33,489
1000,34,34,494
1000,34,34,498
1000,34,35,502
1000,35,35,507
1000,35,35,511
1000,35,35,514
1000,36,35,518
1000,36,36,522
1000,36,36,525
1000,37,35,528
1000,37,36,530
1000,37,35,533
1000,37,36,534
1000,37,36,534
1000,36,35,535
1000,36,35,535
1000,36,35,534
1000,35,35,534
1000,35,35,533
1000,34,35,531
1000,34,34,530
1000,34,34,528
1000,34,34,527
1000,34,34,527
1000,33,34,527
1000,34,35,526
1000,34,34,526
1000,34,34,527
1000,34,35,527
1000,34,35,527
1000,34,34,527
1000,34,34,527
1000,34,35,527
1000,34,34,528
1000,34,35,527
1000,34,34,527
1000,34,35,527
1000,34,34,527
1000,34,35,526
1000,34,34,526
1000,34,35,525
1000,33,34,525
1000,33,35,525
1000,33,34,525
1000,34,34,523
1000,34,34,522
1000,34,34,523
1000,34,35,522
1000,34,34,521
1000,35,34,520
1000,35,34,520
1000,35,34,520
1000,35,34,519
1000,35,33,518
1000,35,34,517
1000,35,34,517
1000,35,34,517
1000,35,34,517
1000,35,34,516
1000,35,33,516
1000,34,34,515
1000,34,33,514
1000,34,33,513
1000,34,34,510
1000,34,32,510
1000,34,33,508
1000,34,33,504
1000,34,31,502
1000,34,32,499
1000,34,32,496
1000,34,31,493
1000,34,31,490
1000,34,31,486
1000,34,31,482
1000,34,30,480
1000,34,31,476
1000,34,30,474
1000,34,30,473
1000,34,31,470
1000,34,30,472
1000,35,32,473
1000,35,32,473
1000,35,31,475
1000,35,32,477
1000,35,32,480
1000,36,33,484
1000,36,33,490
1000,36,35,493
1000,36,34,497
1000,36,34,502
1000,36,35,507
1000,36,35,511
1000,36,35,515
1000,36,36,519
1000,36,36,523
1000,35,36,526
1000,35,36,529
1000,35,36,531
1000,35,36,533
1000,34,36,536
1000,34,37,537
1000,34,35,539
1000,34,36,540
1000,34,36,541
1000,34,36,541
1000,34,36,542
1000,34,36,543
1000,34,36,542
1000,34,35,541
1000,34,35,540
1000,34,35,538
1000,34,35,536
1000,34,34,535
1000,34,35,532
1000,35,34,531
1000,34,34,530
1000,34,34,528
1000,34,34,527
1000,34,34,527
1000,34,34,526
1000,34,34,525
1000,34,34,525
1000,34,34,524
1000,34,34,523
1000,34,34,523
1000,34,34,522
1000,34,34,521
1000,34,34,520
1000,34,34,518
1000,34,33,517
1000,34,33,515
1000,34,33,512
1000,34,32,511
1000,34,33,508
1000,34,32,506
1000,34,32,505
1000,35,33,504
1000,35,32,503
1000,35,33,501
1000,35,32,502
1000,35,33,502
1000,35,33,502
1000,35,33,504
1000,35,34,505
1000,35,33,506
1000,35,34,507
1000,35,34,509
1000,34,34,510
1000,34,33,511
1000,34,35,511
1000,34,33,514
1000,34,35,512
1000,34,33,511
1000,34,33,510
1000,34,33,507
1000,35,32,504
1000,35,32,502
1000,35,32,500
1000,36,32,497
1000,36,31,495
1000,37,31,493
1000,37,32,491
1000,37,31,491
1000,37,32,492
1000,37,33,493
1000,37,33,496
1000,37,34,499
1000,36,34,503
1000,36,35,507
1000,36,35,511
1000,35,35,515
1000,35,35,519
1000,35,36,521
1000,34,35,523
1000,34,35,525
1000,34,35,528
1000,34,36,528
1000,34,35,529
1000,34,35,530
1000,33,35,530
1000,33,35,531
1000,33,35,531
1000,33,35,531
1000,33,35,531
1000,33,35,531
1000,34,35,530
1000,34,34,530
1000,34,35,530
1000,34,35,529
1000,34,34,529
1000,34,35,527
1000,35,34,526
1000,35,34,524
1000,35,33,522
1000,35,34,519
1000,35,33,517
1000,35,33,514
1000,35,32,512
1000,35,33,509
1000,35,33,507
1000,34,32,507
1000,34,33,505
1000,34,32,505
1000,34,33,505
1000,34,33,506
1000,34,34,506
1000,34,33,507
1000,34,34,508
1000,34,34,509
1000,34,34,509
1000,34,33,510
1000,34,34,511
1000,34,34,512
1000,34,34,513
1000,34,34,512
1000,34,33,513
1000,34,34,512
1000,34,33,510
1000,34,32,509
1000,34,34,507
1000,34,32,507
1000,34,33,503
1000,34,31,501
1000,34,32,499
1000,35,32,497
1000,35,32,495
1000,35,32,493
1000,36,31,491
1000,36,32,489
1000,36,31,489
1000,36,32,489
1000,36,32,489
1000,36,32,491
1000,36,33,493
1000,36,33,495
1000,36,33,498
1000,35,34,500
1000,35,34,503
1000,35,35,506
1000,35,34,510
1000,34,35,512
1000,34,35,514
1000,34,35,517
1000,34,35,519
1000,34,35,520
1000,34,34,522
1000,34,35,524
1000,34,36,526
1000,34,35,529
1000,34,36,529
1000,34,35,530
1000,34,35,531
1000,34,35,532
1000,34,35,532
1000,34,35,533
1000,34,35,533
1000,34,35,532
1000,34,34,533
1000,34,35,533
1000,34,35,532
1000,34,35,532
1000,34,35,532
1000,34,35,531
1000,34,34,529
1000,34,34,527
1000,34,34,525
1000,34,34,523
1000,34,34,521
1000,34,33,519
1000,34,33,516
1000,34,32,514
1000,34,33,512
1000,34,33,511
1000,34,33,510
1000,34,33,509
1000,34,33,508
1000,34,33,509
1000,34,34,509
1000,34,33,510
1000,34,34,510
1000,34,33,510
1000,34,34,509
1000,34,32,508
1000,34,33,504
1000,34,32,502
1000,34,32,501
1000,34,33,497
1000,34,31,494
1000,35,31,491
1000,35,31,487
1000,35,30,484
1000,35,31,481
1000,36,30,479
1000,36,31,476
1000,36,30,474
1000,36,30,472
1000,36,30,469
1000,36,29,468
1000,36,30,467
1000,36,30,467
1000,36,30,467
1000,36,31,467
1000,35,30,471
1000,35,33,475
1000,35,33,481
1000,35,34,488
1000,35,35,495
1000,34,36,502
1000,34,36,510
1000,34,37,516
1000,34,36,523
1000,34,38,528
1000,34,36,534
1000,34,38,537
1000,34,36,541
1000,34,37,543
1000,34,36,545
1000,34,36,546
1000,34,36,546
1000,34,36,546
1000,34,36,546
1000,34,36,545
1000,34,36,545
1000,35,35,546
1000,35,36,545
1000,35,36,544
1000,35,35,545
1000,35,36,544
1000,35,36,543
1000,35,35,544
1000,35,36,542
1000,35,35,541
1000,35,35,540
1000,35,35,539
1000,35,35,538
1000,34,35,537
1000,34,35,536
1000,34,35,534
1000,34,34,532
1000,34,34,529
1000,34,33,525
1000,34,33,520
1000,34,32,516
1000,34,32,511
1000,34,31,507
1000,34,32,503
1000,34,31,499
1000,34,31,496
1000,34,31,494
1000,34,32,493
1000,34,32,493
1000,35,33,493
1000,35,32,495
1000,35,33,497
1000,35,34,498
1000,36,33,501
1000,36,34,503
1000,37,34,504
1000,37,33,507
1000,37,35,508
1000,37,34,511
1000,37,35,513
1000,37,34,515
1000,37,35,516
1000,37,34,518
1000,37,35,519
1000,37,35,520
1000,36,35,522
1000,36,35,524
1000,36,35,524
1000,35,34,524
1000,35,34,525
1000,35,35,525
1000,35,34,526
1000,34,35,526
1000,34,35,526
1000,34,34,527
1000,34,35,526
1000,34,34,526
1000,34,34,526
1000,34,35,525
1000,34,34,525
1000,35,34,525
1000,35,35,524
1000,35,34,524
1000,35,34,523
1000,35,34,522
1000,35,34,520
1000,35,33,519
1000,35,34,516
1000,35,33,514
1000,36,33,512
1000,35,33,508
1000,36,31,506
1000,35,33,502
1000,35,31,500
1000,35,32,498
1000,35,32,496
1000,35,32,494
1000,35,32,493
1000,35,32,493
1000,35,33,493
1000,35,32,494
1000,35,33,494
1000,35,32,496
1000,35,33,498
1000,35,34,499
1000,35,33,501
1000,35,33,504
1000,35,34,505
1000,35,33,507
1000,35,34,509
1000,35,34,511
1000,35,35,513
1000,35,34,515
1000,35,35,515
1000,36,34,517
1000,36,34,518
1000,37,34,517
1000,37,34,517
1000,38,34,517
1000,38,34,516
1000,38,34,515
1000,39,33,515
1000,39,34,514
1000,39,33,514
1000,39,34,514
1000,39,34,514
1000,38,34,515
1000,38,34,515
1000,38,34,516
1000,37,34,517
1000,37,34,518
1000,36,34,519
1000,36,35,519
1000,36,34,520
1000,35,34,519
1000,35,34,518
1000,35,34,518
1000,35,34,517
1000,35,34,514
1000,34,32,512
1000,34,33,507
1000,34,31,503
1000,35,31,500
1000,35,32,496
1000,35,31,492
1000,35,31,488
1000,35,30,485
1000,35,30,483
1000,36,31,481
1000,36,30,482
1000,36,32,481
1000,36,31,482
1000,36,32,484
1000,36,33,486
1000,36,33,488
1000,36,33,490
1000,36,33,493
1000,36,34,495
1000,36,33,497
1000,36,33,500
1000,35,34,503
1000,35,34,506
1000,35,34,509
1000,35,35,510
1000,35,34,512
1000,35,34,514
1000,35,35,516
1000,35,35,518
1000,35,35,520
1000,35,35,521
1000,35,35,522
1000,35,35,523
1000,35,34,524
1000,35,35,524
1000,35,34,526
1000,35,35,526
1000,35,34,526
1000,36,34,526
1000,36,34,526
1000,37,35,526
1000,37,34,527
1000,38,35,525
1000,39,33,526
1000,39,35,525
1000,39,34,524
1000,39,34,524
1000,39,34,524
1000,39,35,522
1000,39,33,523
1000,39,35,522
1000,39,34,521
1000,38,34,521
1000,38,34,521
1000,37,34,520
1000,37,34,519
1000,36,33,519
1000,36,34,517
1000,36,33,517
1000,35,34,517
1000,35,34,516
1000,35,33,516
1000,34,34,515
1000,34,33,514
1000,34,33,514
1000,34,34,514
1000,34,34,513
1000,35,33,513
1000,35,33,513
1000,35,34,512
1000,35,33,512
1000,35,33,512
1000,36,34,511
1000,36,33,511
1000,36,34,511
1000,36,34,510
1000,36,33,508
1000,36,32,504
1000,36,31,500
1000,36,31,496
1000,36,31,491
1000,36,31,486
1000,35,30,483
1000,35,31,478
1000,35,29,474
1000,35,29,470
1000,35,29,465
1000,35,29,461
1000,35,28,458
1000,35,29,453
1000,35,28,451
1000,35,29,448
1000,35,28,445
1000,35,28,442
1000,35,28,442
1000,35,29,442
1000,35,29,443
1000,35,30,445
1000,35,30,449
1000,35,31,454
1000,35,32,460
1000,35,33,466
1000,35,33,473
1000,36,34,480
1000,36,35,488
1000,37,36,497
1000,38,37,506
1000,38,37,515
1000,39,38,523
1000,39,38,531
1000,39,38,538
1000,39,38,543
1000,39,38,549
1000,40,38,553
1000,40,38,556
1000,39,37,559
1000,40,38,560
1000,39,37,561
1000,39,37,561
1000,38,37,561
1000,37,37,560
1000,37,36,559
1000,36,36,558
1000,36,36,557
1000,35,36,556
1000,35,36,555
1000,34,36,553
1000,34,35,553
1000,34,36,552
1000,34,36,551
1000,34,36,550
1000,34,36,549
1000,34,36,548
1000,34,35,548
1000,34,36,546
1000,35,35,545
1000,35,35,544
1000,35,35,543
1000,35,35,541
1000,35,35,539
1000,36,34,538
1000,36,35,536
1000,36,34,536
1000,36,35,534
1000,36,34,532
1000,36,34,531
1000,35,34,529
1000,35,34,526
1000,35,33,523
1000,35,33,518
1000,35,32,511
1000,35,30,506
1000,35,31,498
1000,35,29,490
1000,35,29,482
1000,34,28,476
1000,34,29,468
1000,34,27,461
1000,34,27,455
1000,34,27,450
1000,34,28,446
1000,34,28,444
1000,34,28,442
1000,34,28,441
1000,34,29,442
1000,34,29,444
1000,34,30,446
1000,34,30,451
1000,35,32,456
1000,35,32,462
1000,36,33,469
1000,36,34,477
1000,37,35,486
1000,38,36,495
1000,38,36,504
1000,39,37,512
1000,39,37,521
1000,39,38,528
1000,40,37,535
1000,39,38,540
1000,39,38,545
1000,39,38,549
1000,39,37,551
1000,39,37,552
1000,38,37,553
1000,38,37,553
1000,37,36,552
1000,37,36,551
1000,36,36,550
1000,35,36,549
1000,35,36,549
1000,34,36,549
1000,34,36,549
1000,34,36,548
1000,34,35,548
1000,34,36,547
1000,34,35,547
1000,34,36,546
1000,34,36,545
1000,34,35,545
1000,34,36,544
1000,35,35,543
1000,35,35,541
1000,35,35,540
1000,35,35,539
1000,36,35,537
1000,36,35,536
1000,36,34,535
1000,36,35,531
1000,36,33,526
1000,36,32,521
1000,36,32,512
1000,35,30,504
1000,35,30,496
1000,35,29,489
1000,35,29,480
1000,34,27,473
1000,34,29,466
1000,34,28,463
1000,34,29,461
1000,33,30,460
1000,33,30,461
1000,33,31,463
1000,33,31,467
1000,33,33,471
1000,33,32,478
1000,33,35,483
1000,33,34,490
1000,33,35,498
1000,33,36,505
1000,33,36,511
1000,33,36,517
1000,33,37,523
1000,34,37,529
1000,34,37,534
1000,34,38,537
1000,34,36,541
1000,35,37,541
1000,36,35,541
1000,36,35,541
1000,37,36,540
1000,38,35,539
1000,38,35,537
1000,39,34,536
1000,39,35,533
1000,39,33,531
1000,39,34,529
1000,39,33,529
1000,39,35,527
1000,38,33,528
1000,38,35,527
1000,37,34,528
1000,36,35,528
1000,36,35,528
1000,35,34,529
1000,35,35,529
1000,35,35,530
1000,35,35,533
1000,34,37,533
1000,34,35,535
1000,34,35,536
1000,34,36,535
1000,34,35,536
1000,34,35,536
1000,34,35,533
1000,34,34,530
1000,34,33,527
1000,34,33,521
1000,34,32,515
1000,33,31,510
1000,33,31,503
1000,33,31,496
1000,34,29,491
1000,34,30,483
1000,34,28,476
1000,34,28,470
1000,35,28,464
1000,35,28,459
1000,35,28,455
1000,35,28,452
1000,35,28,450
1000,35,29,449
1000,35,29,452
1000,35,31,455
1000,35,31,460
1000,34,32,466
1000,34,33,473
1000,34,34,481
1000,33,35,488
1000,33,35,496
1000,33,36,504
1000,33,36,511
1000,33,37,518
1000,34,37,526
1000,34,38,533
1000,34,38,539
1000,34,38,543
1000,34,37,547
1000,34,37,550
1000,34,37,552
1000,34,37,553
1000,34,36,553
1000,34,36,552
1000,34,35,551
1000,34,36,549
1000,34,35,548
1000,34,35,547
1000,34,36,544
1000,35,34,543
1000,35,35,542
1000,36,35,541
1000,36,35,540
1000,37,35,541
1000,37,36,540
1000,38,35,540
1000,38,35,541
1000,38,36,542
1000,37,36,543
1000,37,36,546
1000,37,37,547
1000,36,36,548
1000,36,36,550
1000,35,37,550
1000,35,36,551
1000,34,36,552
1000,34,37,550
1000,34,36,549
1000,34,35,549
1000,33,36,546
1000,33,35,544
1000,33,35,541
1000,33,34,536
1000,33,33,531
1000,33,33,524
1000,33,32,517
1000,33,30,510
1000,34,31,500
1000,34,29,492
1000,34,29,484
1000,34,28,475
1000,34,28,466
1000,34,26,458
1000,34,27,449
1000,34,26,444
1000,34,27,440
1000,34,27,438
1000,34,28,438
1000,34,29,439
1000,34,29,443
1000,34,31,446
1000,34,31,452
1000,34,32,458
1000,34,33,463
1000,34,32,470
1000,34,34,477
1000,33,35,484
1000,33,35,492
1000,33,35,499
1000,33,36,504
1000,33,35,512
1000,33,37,519
1000,33,37,524
1000,33,36,529
1000,33,37,534
1000,33,37,540
1000,33,38,543
1000,34,37,546
1000,33,37,549
1000,34,37,551
1000,34,37,552
1000,34,37,552
1000,34,36,552
1000,34,36,551
1000,34,36,552
1000,34,37,553
1000,35,37,554
1000,35,37,555
1000,36,37,555
1000,36,36,556
1000,37,37,555
1000,37,36,555
1000,37,36,554
1000,37,36,553
1000,37,36,551
1000,37,35,550
1000,37,36,548
1000,36,35,546
1000,36,35,545
1000,35,35,542
1000,35,34,540
1000,35,35,537
1000,34,34,535
1000,34,34,532
1000,34,34,528
1000,33,33,524
1000,33,33,518
1000,33,31,512
1000,33,31,504
1000,33,30,495
1000,33,29,488
1000,33,29,482
1000,33,29,477
1000,33,30,473
1000,33,29,470
1000,33,30,466
1000,34,29,465
1000,34,30,465
1000,34,31,466
1000,34,31,467
1000,34,31,467
1000,34,31,469
1000,34,31,470
1000,34,31,470
1000,34,31,472
1000,34,32,473
1000,34,31,475
1000,34,32,477
1000,34,32,480
1000,34,33,484
1000,34,34,488
1000,34,34,494
1000,34,35,499
1000,34,35,504
1000,33,35,509
1000,33,36,514
1000,33,36,520
1000,33,37,524
1000,33,36,528
1000,33,36,532
1000,33,36,536
1000,33,37,538
1000,34,36,541
1000,34,36,544
1000,34,37,545
1000,34,36,547
1000,34,37,548
1000,34,36,550
1000,34,37,551
1000,34,37,552
1000,35,36,554
1000,35,37,554
1000,35,37,555
1000,36,37,557
1000,36,37,557
1000,37,36,557
1000,37,37,557
1000,37,36,557
1000,37,37,556
1000,37,36,556
1000,37,36,554
1000,37,36,551
1000,37,35,549
1000,36,35,546
1000,36,34,541
1000,35,33,536
1000,35,33,531
1000,34,32,525
1000,34,32,517
1000,34,30,511
1000,34,31,502
1000,33,29,497
1000,33,30,492
1000,33,30,485
1000,33,29,479
1000,33,29,476
1000,33,30,472
1000,33,30,468
1000,33,29,467
1000,33,30,466
1000,33,30,466
1000,33,31,467
1000,33,31,470
1000,34,32,474
1000,34,33,479
1000,34,34,484
1000,34,34,490
1000,34,35,495
1000,34,35,501
1000,34,35,507
1000,34,36,512
1000,34,36,516
1000,34,35,520
1000,34,36,523
1000,34,35,526
1000,34,35,527
1000,34,35,528
1000,34,35,531
1000,34,36,533
1000,34,36,533
1000,34,35,533
1000,34,35,533
1000,34,35,533
1000,33,35,533
1000,34,35,533
1000,33,35,533
1000,33,35,532
1000,33,35,532
1000,33,35,533
1000,34,35,534
1000,33,36,534
1000,34,35,535
1000,34,36,534
1000,34,34,535
1000,34,35,534
1000,34,35,533
1000,35,35,532
1000,35,35,531
1000,35,34,530
1000,36,34,528
1000,36,34,526
1000,37,34,524
1000,37,34,523
1000,37,34,521
1000,37,33,518
1000,37,33,514
1000,37,32,510
1000,37,31,506
1000,37,32,500
1000,36,30,496
1000,36,31,491
1000,35,30,486
1000,35,30,481
1000,35,30,478
1000,34,30,475
1000,34,30,472
1000,34,30,471
1000,33,30,471
1000,33,31,471
1000,33,31,472
1000,33,32,474
1000,33,32,478
1000,33,33,483
1000,33,34,487
1000,33,34,492
1000,33,35,497
1000,33,35,503
1000,33,35,508
1000,34,35,511
1000,34,35,514
1000,34,35,518
1000,34,35,521
1000,34,36,522
1000,34,34,524
1000,34,35,524
1000,34,35,525
1000,34,35,527
1000,34,35,527
1000,34,35,527
1000,34,34,528
1000,34,35,528
1000,34,35,530
1000,33,35,531
1000,33,35,531
1000,33,35,531
1000,33,35,531
1000,33,35,532
1000,33,35,531
1000,33,35,530
1000,33,34,529
1000,33,34,526
1000,33,33,522
1000,33,33,517
1000,33,32,513
1000,33,32,509
1000,33,32,507
1000,33,32,505
1000,33,32,504
1000,33,33,504
1000,34,33,505
1000,34,34,506
1000,34,34,508
1000,34,34,510
1000,35,34,513
1000,35,35,515
1000,36,35,516
1000,36,34,518
1000,36,35,518
1000,37,34,519
1000,37,35,520
1000,37,34,521
1000,37,34,520
1000,37,34,520
1000,36,34,522
1000,36,35,523
1000,36,35,524
1000,35,35,525
1000,35,35,526
1000,34,35,528
1000,34,35,530
1000,34,36,530
1000,34,35,531
1000,33,35,531
1000,33,35,530
1000,33,34,528
1000,33,34,525
1000,33,33,521
1000,33,32,517
1000,33,32,512
1000,33,31,507
1000,33,31,500
1000,33,30,495
1000,33,30,490
1000,33,30,485
1000,34,30,482
1000,34,31,479
1000,34,30,477
1000,34,30,475
1000,34,31,475
1000,34,31,477
1000,34,32,478
1000,34,32,481
1000,34,33,485
1000,34,33,490
1000,34,35,494
1000,34,34,500
1000,34,35,505
1000,34,35,510
1000,34,36,515
1000,34,36,520
1000,34,36,524
1000,33,36,528
1000,33,36,531
1000,33,36,535
1000,33,37,539
1000,33,37,541
1000,33,37,542
1000,33,35,545
1000,33,37,544
1000,33,35,544
1000,33,36,544
1000,34,35,543
1000,34,36,541
1000,34,34,541
1000,34,36,538
1000,34,34,537
1000,34,35,535
1000,34,34,533
1000,34,34,530
1000,34,33,529
1000,34,35,527
1000,35,34,527
1000,35,34,526
1000,35,34,524
1000,36,33,524
1000,36,34,524
1000,36,35,524
1000,36,34,525
1000,37,35,525
1000,36,34,525
1000,36,34,525
1000,36,34,524
1000,36,34,523
1000,36,34,522
1000,35,34,520
1000,35,33,519
1000,35,34,517
1000,34,33,515
1000,34,33,513
1000,34,33,512
1000,34,33,509
1000,34,32,507
1000,33,32,504
1000,33,32,501
1000,33,32,498
1000,33,32,495
1000,33,31,492
1000,33,31,488
1000,33,30,485
1000,33,31,482
1000,33,31,479
1000,34,30,477
1000,34,30,474
1000,34,30,471
1000,34,29,471
1000,34,31,470
1000,34,31,470
1000,34,31,472
1000,34,32,473
1000,34,32,475
1000,34,32,478
1000,34,33,481
1000,34,33,485
1000,34,33,490
1000,34,34,494
1000,34,34,499
1000,34,35,504
1000,34,35,509
1000,34,35,515
1000,34,36,520
1000,34,36,525
1000,34,37,529
1000,34,36,534
1000,34,38,535
1000,34,35,540
1000,34,37,542
1000,34,37,542
1000,34,35,544
1000,34,37,543
1000,34,35,544
1000,34,36,543
1000,34,35,542
1000,34,35,541
1000,34,35,539
1000,34,34,538
1000,34,35,536
1000,34,34,535
1000,34,35,533
1000,34,34,531
1000,34,34,530
1000,34,34,528
1000,34,34,526
1000,34,34,524
1000,34,34,523
1000,35,34,522
1000,35,34,521
1000,35,34,519
1000,36,33,518
1000,36,34,517
1000,36,33,516
1000,36,33,515
1000,36,34,514
1000,36,33,514
1000,36,34,512
1000,36,33,512
1000,36,33,512
1000,36,33,511
1000,35,33,510
1000,35,33,510
1000,35,33,510
1000,34,34,509
1000,34,33,510
1000,34,34,509
1000,34,33,507
1000,34,32,506
1000,34,33,504
1000,33,33,502
1000,33,32,501
1000,33,33,497
1000,33,30,495
1000,33,32,491
1000,33,31,489
1000,33,31,487
1000,34,31,485
1000,34,31,483
1000,34,31,482
1000,34,31,481
1000,34,31,481
1000,34,32,480
1000,34,31,482
1000,34,32,483
1000,34,33,485
1000,34,32,489
1000,34,34,491
1000,34,33,494
1000,34,34,498
1000,34,35,502
1000,34,34,507
1000,34,36,511
1000,34,35,516
1000,34,36,521
1000,34,36,525
1000,34,36,529
1000,34,36,533
1000,34,37,536
1000,34,36,539
1000,34,36,541
1000,34,37,542
1000,34,35,544
1000,34,37,543
1000,34,35,543
1000,34,36,542
1000,34,35,541
1000,34,35,540
1000,34,35,539
1000,34,35,538
1000,34,35,536
1000,34,34,535
1000,34,35,532
1000,34,34,531
1000,34,34,530
1000,34,34,528
1000,34,34,526
1000,34,34,524
1000,34,33,523
1000,35,34,521
1000,35,34,519
1000,35,33,519
1000,35,34,517
1000,36,33,515
1000,36,33,514
1000,36,34,513
1000,36,33,513
1000,36,34,512
1000,36,33,511
1000,36,33,511
