,mean_X,mean_Y,mean_Z,var_X,var_Y,var_Z
0,0.0014383288622754496,0.00010752163672654699,-0.0022971847105788387,0.0021338144232028295,9.885781171038252e-05,0.0004888042045589603
1,0.00014586255578093342,-0.0001248751724137931,-0.0010693374036511126,0.0019434039687705287,0.00012458939608325206,0.0005567431050992954
2,0.0015418497222222246,5.0187142857142734e-05,-0.0022106973015872987,0.0022107857393801555,0.00012639986886461813,0.0005100955412128753
3,0.006666247829614606,0.0004171328600405679,-0.009590081561866136,0.00183760990662538,0.000130039988722362,0.0005471935407871402
4,-0.0018744426883910358,-0.0005546849490835024,0.0046782775763747455,0.001097788950354474,0.00010453836344570442,0.0003535977222942306
5,-0.005111229423459245,-0.0003163943737574551,0.0020605688071570587,0.007438957550183585,0.0009367677988479401,0.0013289180464570755
6,0.009737884153225804,0.0008739618548387095,-0.00752428342741936,0.008389509383433061,0.000632897566480736,0.001686769689679026
7,0.0008451659053497947,-0.00036236864197530843,-0.0007681453086419747,0.008413477960230703,0.0006861108170035623,0.003887240885783356
8,0.004982332664092663,0.00030635971042471013,-0.00585117467181468,0.0027388134632717626,0.0006476154613010278,0.0010824698636851026
9,0.008428564171779139,0.00040508924335378333,-0.0064994493660531765,0.0049964525194615235,0.00043722127277113696,0.0010876824638159754
10,0.003510692720588234,5.336375000000008e-05,0.0013103662500000004,0.00032767334890579185,1.911144722619108e-05,0.00016772060355559694
11,-0.00013489934210526294,-0.0002488206578947367,0.0019478715789473698,0.00021166258393156672,2.224289598253377e-05,0.00014276148455420938
