Timestamp,Pulse
81,2012485
84,2012841
85,2012535
86,2018591
87,2006023
87,1992641
88,1987781
89,1986459
90,1988087
91,1991571
556,2008007
557,2013247
558,2014417
559,2013959
560,2013757
560,2015511
561,2021109
561,2013323
562,2005259
563,1992361
1052,1987399
1054,1983151
1055,1987883
1056,1994217
1057,2005005
1058,2014087
1058,2012739
1059,1948323
1060,2005361
1060,2013909
1537,2013757
1539,2011797
1540,2007523
1540,1991877
1541,1986993
1542,1986789
1543,1989155
1547,1996685
1549,2011543
1550,2013223
2023,2013579
2025,2013095
2026,2013655
2027,2014265
2027,2013757
2028,2014061
2029,2007345
2029,1992895
2031,1966055
2031,1986763
2507,1987247
2509,1992921
2510,2011111
2510,2013959
2511,2013655
2512,2015385
2512,1914841
2513,2012509
2514,2013121
2515,2011797
2992,1999357
2995,1920209
2996,1986789
2997,1986687
2998,1989639
2998,2000019
2999,2012561
3000,2014775
3000,2014825
3001,2014673
3495,2106515
3497,2013655
3498,1905377
3498,1903521
3499,2001595
3500,1993505
3500,1988417
3501,1986839
3501,1991521
3502,1999891
3969,2012993
3970,2013451
3971,2012509
3972,2014595
3972,2013477
3973,2015181
3974,2014189
3976,2123865
3977,2007855
3978,1996507
4446,1909473
4448,1987475
4449,2004673
4450,1998925
4451,2013579
4451,2014417
4452,2012561
4453,2013705
4453,2014037
4454,2013781
4940,2012255
4942,1992437
4943,2002919
4943,1992971
4945,1988087
4946,1988545
4946,1992411
4947,2001825
4948,1909373
4949,2012153
5419,2015333
5421,1927919
5422,2014851
5423,2014519
5424,2014265
5425,2011951
5426,2000247
5427,2057363
5428,2062553
5429,1988519
5911,1991113
5912,2025281
5913,2014011
5914,2014673
5915,2015053
5916,2014571
5917,2015511
5917,2014215
5918,2015639
5919,2014825
6390,2003885
6392,1992565
6393,1988137
6394,1986255
6395,1991725
6396,2000095
6396,2013197
6397,2014469
6398,2013477
6399,2013705
6879,2014393
6881,2014977
6882,2014697
6883,2011797
6884,1998873
6884,1990885
6885,1988671
6886,1987451
6886,1990071
6887,2005411
7364,2015309
7366,2014367
7367,2014341
7368,2016225
7369,2014443
7369,2014977
7370,2013807
7371,2015741
7371,2003987
7372,1991063
7851,1988367
7853,1987755
7854,1993073
7855,2000221
7856,2014495
7857,2014647
7857,2015511
7858,2014621
7859,2015233
7859,2014825
8330,2014113
8332,2007319
8333,1997653
8334,1991445
8335,1987603
8336,1986559
8336,1988213
8337,1999485
8338,2014011
8339,2014519
8824,2015359
8825,2014087
8826,2013121
8827,2013781
8828,2014139
8828,2008719
8829,1997423
8830,1988799
8830,1986815
8831,1987475
9307,1992005
9309,1998695
9310,2014215
9311,2014977
9311,2014239
9312,2013579
9313,2014317
9313,2014595
9314,2013757
9315,2011951
9786,1998391
9788,1991191
9788,1987475
9789,1987603
9790,1992743
9790,2003529
9791,2014393
9791,2014061
9792,2013121
9793,2013603
10277,2013757
10278,2012841
10280,2015893
10281,2009305
10282,1995795
10282,1987679
10283,1986305
10284,1988137
10285,1993479
10286,2009457
10767,2023501
10770,2013401
10771,2122771
10771,2013121
10772,2014495
10773,2012611
10773,2012687
10774,2008235
10775,1994777
10776,1987731
11248,1985287
11250,1985441
11251,1992539
11252,2008669
11252,2012561
11253,2012865
11254,2013171
11255,2011849
11255,2012409
11256,2012383
11733,2013375
11735,2007295
11736,1997423
11737,1987603
11737,1985975
11738,1987145
11739,1991241
11739,1999103
11740,2011467
11741,2013705
12214,2013425
12216,2011619
12217,2012205
12217,2012739
12218,2013757
12219,2005489
12219,1992539
12220,1987399
12221,1985313
12221,1987705
12703,1991801
12705,2000299
12706,2012765
12706,2012129
12707,2013553
12708,2013527
12709,2013069
12709,2013019
12710,2012485
12710,2006761
13185,1991649
13187,1985949
13188,1985873
13189,1987451
13190,1994039
13190,2005615
13191,2012815
13192,2013299
13193,2014545
13194,2014215
13683,2012255
13685,2014291
13686,2013273
13687,2008389
13688,1995719
13689,1988443
13689,1986127
13690,1986637
13691,1992233
13691,2008719
14155,2014621
14156,2011747
14157,2013527
14159,2124145
14159,2029097
14161,2032175
14162,2013629
14162,2007065
14163,1985745
14164,1987933
14646,1985567
14648,2038969
14650,2046703
14650,2010729
14651,2013731
14652,2013503
14653,2012485
14653,2014061
14654,2012891
14655,2014139
15130,2048839
15131,2005565
15132,1994523
15133,1987425
15134,2054183
15136,1988647
15136,1997983
15137,2012713
15138,2014495
15139,2013603
15612,2014139
15613,2013503
15614,2013859
15615,2014139
15616,2014037
15616,2002129
15617,1994141
15618,1905683
15619,1949467
15619,1988189
16104,1941225
16106,2005513
16107,2014927
16107,2014215
16108,2014977
16109,2016173
16110,2014621
16110,2013935
16111,2014189
16112,2006481
16587,1992691
16588,1987297
16589,1987323
16590,1988723
16591,2000477
16591,2013781
16592,2014901
16593,2014595
16593,2013731
16595,2015511
17073,2013909
17075,2013757
17076,2015131
17077,2003351
17078,1992437
17078,1989003
17079,1986917
17080,1988875
17080,1999485
17081,2011695
17557,2014977
17559,2013909
17560,2015589
17560,2015563
17561,2014749
17562,2015155
17562,2012561
17563,2001215
17564,1992437
17565,1990655
18046,1988519
18048,1986941
18049,1987399
18050,2000375
18051,2011517
18052,2016123
18052,2015053
18053,2015333
18054,2015537
18055,2014393
18533,2015537
18535,2008413
18536,1993023
18536,1989563
18537,1986789
18538,1988849
18538,1994039
18539,2007065
18540,2015053
18540,2015105
19002,2018055
19003,2015131
19005,2015359
19007,2014621
19008,2014749
19010,2113587
19012,2017241
19013,2015181
19015,2015359
19017,2015053
19501,2014851
19503,2015589
19505,1907463
19506,2014927
19506,2016199
19507,2126155
19508,2015817
19508,2015613
19509,2015181
19510,2013859
19978,2014825
19980,2014215
19981,2014163
19982,1960331
19983,1905199
19984,1951629
19986,1980505
19987,1993175
19988,1989613
