ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject2_file_457,[3],2.150305250739351,0.8205781602473057,0,2.434177476210708,0.613599315963402,0,1.536705934775949,0.8205781602473057,0.8205781602473057,2.150305250739351
subject2_file_679,"[3, 6]",1.0,0,0,1.613599315963402,0.8205781602473057,0,0,0,0,0
subject2_file_95,"[0, 6]",1.7161277745286436,1.7161277745286436,0,1.4341774762107078,1.7161277745286436,0,0,0,0,0.7161277745286435
subject2_file_899,"[0, 4, 9]",1.8205781602473057,1.8205781602473057,0,1.3297270904920455,1.8205781602473057,0,0,0,0,0
subject2_file_368,[4],1.536705934775949,1.536705934775949,0,1.4341774762107078,1.7161277745286436,0,0,0,0,1.0
subject2_file_425,"[4, 9]",0,0,0,1.613599315963402,1.536705934775949,0.8205781602473057,0,0.8205781602473057,0.8205781602473057,1.536705934775949
subject2_file_646,[3],0,0.613599315963402,0.7161277745286435,2.434177476210708,0.7161277745286435,0.7161277745286435,0,0,0,0.7161277745286435
subject2_file_52,"[3, 6]",1.4341774762107078,1.4341774762107078,0,1.8205781602473057,1.4341774762107078,0,0,0,0,0
subject2_file_123,"[0, 6]",1.8205781602473057,1.8205781602473057,0.613599315963402,1.8205781602473057,1.8205781602473057,0,0,0,0,0.613599315963402
subject2_file_821,"[0, 9]",1.8205781602473057,1.8205781602473057,0,1.536705934775949,1.0,0,0,0,0,0.7161277745286435
subject2_file_641,"[4, 9]",1.8205781602473057,2.434177476210708,0,1.4341774762107078,2.536705934775949,0,0,0,0,0.7161277745286435
subject2_file_101,[4],2.434177476210708,2.434177476210708,0,0,3.150305250739351,0,0,0,0,0
subject2_file_880,"[4, 9]",1.4341774762107078,0,0,0.613599315963402,2.536705934775949,1.0,0,0,0,2.536705934775949
subject2_file_743,[3],1.536705934775949,0,0,2.434177476210708,0.8205781602473057,0.8205781602473057,0,0.8205781602473057,0.8205781602473057,0.7161277745286435
subject2_file_485,"[3, 6]",0,0,0,1.4341774762107078,0,0,0,0,0,1.0
subject2_file_92,"[0, 6]",2.434177476210708,2.434177476210708,0,0.8205781602473057,1.613599315963402,0,0,0,0,0
subject2_file_25,"[0, 4, 9]",3.150305250739351,3.150305250739351,0.8205781602473057,0,3.150305250739351,0,0,0,0,1.536705934775949
subject2_file_180,[4],2.434177476210708,2.434177476210708,0,0.8205781602473057,3.150305250739351,0,0,0,0,0.7161277745286435
subject2_file_586,[4],0.8205781602473057,1.4341774762107078,0,1.3297270904920455,1.8205781602473057,0,0,0.7161277745286435,0.7161277745286435,1.0
subject2_file_453,"[4, 9]",1.4341774762107078,1.4341774762107078,0.8205781602473057,0,3.150305250739351,0,0,0,0,2.536705934775949
subject2_file_308,[3],0,0.7161277745286435,0,3.150305250739351,0.613599315963402,0,0.7161277745286435,0.7161277745286435,0.7161277745286435,0
subject2_file_263,"[3, 6]",1.0,1.0,1.0,2.434177476210708,1.0,1.0,0,0.613599315963402,0,0
subject2_file_847,"[0, 6]",2.434177476210708,2.434177476210708,0,0,1.613599315963402,0,0,0,0,1.613599315963402
subject2_file_723,"[0, 4, 9]",1.0,1.8205781602473057,0,0.8205781602473057,1.7161277745286436,0,0,0,0,0
subject2_file_565,[4],0.8205781602473057,0.8205781602473057,0,1.4341774762107078,1.7161277745286436,0,0,0,0,0.7161277745286435
subject2_file_37,"[4, 9]",0.613599315963402,0.613599315963402,0.613599315963402,0.7161277745286435,2.434177476210708,0,0,0,0,1.8205781602473057
subject2_file_325,[3],0.7161277745286435,0,0.7161277745286435,2.434177476210708,0.7161277745286435,0,0,0,0,0.7161277745286435
subject2_file_792,"[3, 6]",1.4341774762107078,1.4341774762107078,0,0.8205781602473057,2.434177476210708,0,0.8205781602473057,0,0,1.0
subject2_file_872,"[0, 6]",1.8205781602473057,1.8205781602473057,0,0,2.434177476210708,0,0,0,0,0.613599315963402
subject2_file_831,"[0, 4, 9]",2.434177476210708,2.434177476210708,0,0,3.150305250739351,0,0,0,0,0
subject2_file_1,[4],3.150305250739351,3.150305250739351,0,1.4341774762107078,2.536705934775949,0,0,0,0,0
subject2_file_257,"[4, 9]",0.8205781602473057,0,0,0,3.150305250739351,0,0,0,0,3.150305250739351
subject2_file_540,[3],0.7161277745286435,0,0,3.150305250739351,0,0,0,0,0,0
subject2_file_635,"[3, 6]",0,0,0,2.434177476210708,0,0,0,0,0,1.0
subject2_file_803,"[0, 6]",1.613599315963402,1.613599315963402,0,0.8205781602473057,1.7161277745286436,0,0,0,0,0.7161277745286435
subject2_file_172,"[0, 4, 9]",2.536705934775949,3.150305250739351,0.8205781602473057,1.3297270904920455,2.536705934775949,0,0,0,0,0.8205781602473057
subject2_file_581,[4],2.434177476210708,2.434177476210708,0,1.4341774762107078,1.7161277745286436,0,0,0,0,0
subject2_file_674,"[4, 9]",0.8205781602473057,0.8205781602473057,0.8205781602473057,0.613599315963402,2.536705934775949,0,0,0,0,2.536705934775949
subject2_file_138,[3],0,0,0.7161277745286435,1.8205781602473057,0.7161277745286435,0.7161277745286435,0,0,0,0.7161277745286435
subject2_file_770,"[1, 3]",1.8205781602473057,1.8205781602473057,0,0.8205781602473057,1.8205781602473057,0,0,0,0,0
subject2_file_4,[1],1.0,1.0,0,0,1.8205781602473057,0.8205781602473057,0,0,0,0.8205781602473057
