Watch3,2021-05-31 22:02:09,94
Watch3,2021-05-31 22:02:13,99
Watch3,2021-05-31 22:02:19,97
Watch3,2021-05-31 22:02:23,98
Watch3,2021-05-31 22:02:26,99
Watch3,2021-05-31 22:02:34,99
Watch3,2021-05-31 22:02:38,99
Watch3,2021-05-31 22:02:43,99
Watch3,2021-05-31 22:02:49,99
Watch3,2021-05-31 22:02:53,99
Watch3,2021-05-31 22:02:58,99
Watch3,2021-05-31 22:03:03,99
Watch3,2021-05-31 22:03:05,98
Watch3,2021-05-31 22:03:13,98
Watch3,2021-05-31 22:03:17,99
Watch3,2021-05-31 22:03:24,99
Watch3,2021-05-31 22:03:28,99
Watch3,2021-05-31 22:03:31,99
Watch3,2021-05-31 22:03:37,99
Watch3,2021-05-31 22:03:44,100
Watch3,2021-05-31 22:03:49,98
