X,Y,Z
-0.60595703,1.90234375,-0.50830078
-0.625,1.90234375,-0.31738281
-0.39990234,1.82617188,-0.36743164
-0.38110352,1.6171875,-0.50830078
-0.34448242,1.73242188,-0.49511719
-0.14306641,1.92871094,-0.55908203
-0.16796875,1.85742188,-0.515625
-0.19067383,1.93847656,-0.4753418
-0.19958496,1.75878906,-0.42578125
-0.22436523,1.67382813,-0.40283203
-0.31054688,1.79101563,-0.37280273
-0.25292969,1.88574219,-0.47290039
-0.22436523,1.73046875,-0.62353516
-0.11383057,1.62207031,-0.74072266
-0.07788086,1.49511719,-0.83496094
-0.11865234,1.31640625,-0.86865234
-0.09466553,1.15625,-0.72949219
-0.13757324,1.18554688,-0.57421875
-0.25439453,1.40820313,-0.421875
-0.34741211,1.50195313,-0.34326172
-0.42919922,1.83007813,-0.29443359
-0.38769531,1.97265625,-0.38085938
-0.41503906,1.84082031,-0.38671875
-0.31689453,1.72949219,-0.39208984
-0.34594727,1.51464844,-0.51464844
-0.3671875,1.5390625,-0.54248047
-0.32080078,1.69238281,-0.59375
-0.34130859,1.72265625,-0.60107422
-0.26611328,1.83007813,-0.34570313
-0.18518066,1.77832031,-0.23583984
-0.23425293,1.69824219,-0.34106445
-0.26635742,1.80761719,-0.29321289
-0.33666992,1.99707031,-0.31323242
-0.33764648,2.078125,-0.27832031
-0.27001953,1.70507813,-0.35083008
-0.4230957,1.80859375,-0.05157471
-0.2800293,2.82617188,0.42626953
0.06768799,3.04296875,0.24865723
-0.00237083,2.76171875,0.10333252
0.49609375,2.03320313,-0.23474121
0.34936523,0.30224609,-1.32714844
-0.40258789,0.90673828,-1.4609375
-0.00268745,1.63574219,-1.52734375
-0.35375977,1.39257813,-1.41992188
-0.43725586,1.19335938,-1.71484375
-0.38623047,0.86230469,-1.32714844
-0.22387695,1.0078125,-0.76269531
-0.30175781,0.92578125,-0.24536133
-0.33789063,0.63525391,0.13818359
-0.32299805,0.71679688,0.00571442
-0.42285156,0.796875,-0.40307617
-0.55712891,1.04394531,-0.60107422
-0.63964844,1.58886719,-0.85498047
-0.52734375,1.85644531,-0.69482422
0.02488708,1.3671875,-0.78564453
0.09320068,0.52734375,-0.77685547
0.00895691,0.87841797,-0.89746094
0.07397461,1.76367188,-1.02832031
-0.0091095,2.4296875,-1.03417969
-0.08697510000000001,2.44921875,-1.04199219
-0.0355835,2.5390625,-0.88574219
0.18457031,2.47460938,-0.70898438
0.03982544,2.27929688,-0.55957031
0.03948975,2.2734375,-0.58544922
-0.10559082,2.47070313,-0.47167969
-0.19787598,2.61328125,-0.31445313
-0.19787598,2.61328125,-0.31445313
-0.24853516,1.47753906,0.11199951
-0.38012695,1.13085938,0.34790039
-0.50146484,1.60058594,1.10351563
-0.04382324,1.28320313,0.91748047
-0.24047852,0.68994141,0.40820313
-0.37329102,0.55126953,-0.18310547
-0.49560547,0.98242188,-0.38916016
-0.47558594,1.47265625,-0.40576172
-0.32446289,1.36816406,-0.39770508
-0.21325684,1.19335938,-0.58984375
-0.22888184,1.17480469,-0.77880859
-0.20324707,1.45410156,-0.90722656
-0.10992432,1.61132813,-0.98730469
-0.01930237,1.74804688,-0.83935547
0.18554688,1.71484375,-0.79785156
0.07275391,1.83203125,-0.84521484
0.0252533,2.1328125,-0.79589844
-0.14465332,2.13476563,-0.70751953
-0.20214844,2.00390625,-0.63574219
-0.17395020000000003,1.81542969,-0.60351563
-0.17919922,1.47558594,-0.73828125
-0.10046387,1.35644531,-0.83300781
-0.19372559,1.29785156,-0.87548828
-0.19128418,1.40332031,-0.609375
-0.15783691,1.41308594,-0.33276367
-0.11267089999999998,1.35351563,-0.13354492
-0.21630859,1.49316406,-0.09204102
-0.38452148,1.70507813,-0.16833496
-0.39038086,1.84082031,-0.32958984
-0.41772461,1.88671875,-0.39819336
-0.25683594,1.78417969,-0.36230469
-0.26538086,1.57714844,-0.35571289
-0.28027344,1.59863281,-0.35791016
-0.08581543,1.5625,-0.31176758
-0.01669312,1.36425781,-0.36987305
-0.07971191,1.4453125,-0.55029297
-0.02641296,1.54492188,-0.58544922
-0.05685425,1.49804688,-0.50097656
-0.2076416,1.70117188,-0.49291992
-0.21386719,1.91210938,-0.41723633
-0.24267578,1.98632813,-0.42919922
-0.28320313,1.921875,-0.49145508
-0.27124023,1.84765625,-0.61083984
-0.36572266,1.96582031,-0.58300781
-0.31835938,1.98144531,-0.57177734
-0.28393555,1.53710938,-0.61621094
-0.08892822,1.59082031,-0.50292969
0.11779785,2.18164063,-0.24682617
0.18395996,2.56835938,-0.03952026
0.28686523,2.63867188,0.12158203
0.42797852,2.5078125,-0.13598633
-0.09606934,1.00390625,-1.17089844
-0.68994141,1.44238281,-1.53417969
-0.4375,2.61328125,-1.55273438
-0.26025391,2.3125,-1.53222656
-0.10925293,1.33789063,-1.30957031
-0.15759277,1.51269531,-0.35766602
-0.15515137,1.5703125,-0.453125
-1.15820313,1.47363281,-0.25341797
-1.44140625,0.37597656,-1.40820313
-1.28125,-0.81494141,0.45117188
-0.11743164,2.4765625,-0.30859375
0.7109375,-0.71142578,-0.69628906
0.40209961,0.04748535,-0.98242188
0.18847656,0.27197266,-0.65722656
-1.07714844,2.59179688,0.73388672
0.29785156,2.08203125,1.63964844
0.05712891,1.49902344,0.7265625
-0.15686035,1.44140625,0.51904297
-0.11291504,1.578125,-0.47143555
-0.59423828,1.12402344,-0.88330078
-0.14831543,1.81054688,-0.86181641
0.24353027,2.28515625,-0.86376953
0.39868164,1.80957031,-0.78466797
0.40136719,1.81054688,-0.7734375
0.27270508,1.96289063,-0.78125
