id,date,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,walking,roll,pitch,yaw,accX,accY,accZ,fitError,powerLeft,noiseStatus,sequenceNumber
0,2024-02-18T21:53:59.274+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0625,6.625,-15.625,0,5,false,226
1,2024-02-18T21:53:59.332+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.25,7.1875,-15.6875,0,5,false,227
2,2024-02-18T21:53:59.362+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.375,7.5,-15.0625,0,5,false,228
3,2024-02-18T21:53:59.423+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.375,7.4375,-14.5625,0,5,false,229
4,2024-02-18T21:53:59.482+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.25,7.25,-14.625,0,5,false,230
5,2024-02-18T21:53:59.512+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0625,7.1875,-14.375,0,5,false,231
6,2024-02-18T21:53:59.572+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,7.0625,-14.1875,0,5,false,232
7,2024-02-18T21:53:59.633+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,7.1875,-13.875,0,5,false,233
8,2024-02-18T21:53:59.662+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,7.4375,-14.0,0,5,false,234
9,2024-02-18T21:53:59.723+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,7.9375,-14.25,0,5,false,235
10,2024-02-18T21:53:59.783+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0,8.25,-14.9375,0,5,false,236
11,2024-02-18T21:53:59.812+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.1875,8.5,-14.625,0,5,false,237
12,2024-02-18T21:53:59.871+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.375,8.3125,-14.8125,0,5,false,238
13,2024-02-18T21:53:59.932+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.1875,8.125,-14.75,0,5,false,239
14,2024-02-18T21:53:59.964+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.4375,7.9375,-15.375,0,5,false,240
15,2024-02-18T21:54:00.022+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,0.4375,7.375,-16.0625,0,5,false,241
