X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29
0.6460000000004129,7.137000000000171,-0.3299999999853753,-8.359000000000094,9.914000000000556,3.4309999999777574,6.466000000000349,15.249000000000024,-1.6720000000077562,8.400000000000318,24.721999999999863,-2.7709999999842694,2.402999999998201,9.659999999999512,-0.3790000000208238,9.307999999998628,-3.252999999999417,8.28799999999319,8.795000000009168,-14.19900000000034,17.993000000001302,13.831000000000415,16.722000000000037,-19.994999999994437,9.472999999997,32.16199999999958,-1.3670000000047366,5.280000000004748,2.143999999999924,5.626999999981308,-1.774000000000342,8.008999999999844,-4.492000000004737,-0.036999999999665,3.405999999999665,-0.4400000000032378,1.426999999999623,7.165999999998007,1.5859999999747745,-5.210999999999899,5.6620000000002335,-1.3790000000085456,-0.7839999999987413,2.195000000000391,2.5509999999997035,-4.14199999999596,4.585999999999757,-0.9679999999946176,-2.238000000002671,2.156999999999698,0.0140000000001805,-0.7369999999980337,-6.680000000000064,3.264000000000067,2.584999999999127,-0.7139999999999702,-0.0969999999995252,-3.9760000000001128,1.8650000000000944,-2.417000000002645,-1.6239999999996255,-2.1860000000003765,1.6110000000026048,-2.805999999999642,0.5569999999998743,3.630999999995765,-2.8670000000005302,1.8039999999999168,0.436000000000547,-0.2919999999996037,2.3730000000000477,3.2080000000000557,-0.3720000000015488,-1.6339999999999577,-0.0759999999999649,0.8989999999982956,-1.2540000000001328,-0.2469999999959782,0.59500000000412,-0.5359999999996035,2.66900000000021,-0.451857142857115,0.0478571428573104,0.9100714285693812,-0.1549999999998164,1.3449999999991746,1.0350000000002524
-4.467000000001065,8.162000000000091,-0.4880000000184736,-10.74700000000064,8.396999999999366,4.858000000012908,6.139999999999191,10.02199999999931,-0.74499999998352,0.4520000000013624,6.791999999999732,3.4549999999853758,3.699000000000297,11.965000000000714,0.9400000000141516,9.618999999997868,-3.515000000000157,9.89999999999327,12.987999999995736,-32.29899999999937,26.77000000001044,6.631000000000142,12.52500000000012,3.44199999999546,1.5039999999999054,8.70700000000113,9.15500000000975,2.160999999989599,-0.093999999999994,10.523000000011962,-0.990999999999076,7.531000000000176,-1.8190000000004147,1.0980000000003542,4.7699999999998965,0.391000000013264,-1.834999999999809,9.346000000002164,2.0390000000134023,-3.08199999999772,3.361999999999909,-1.9040000000018156,0.0819999999976062,2.3029999999991446,-4.962000000000444,1.8519999999966783,2.239000000000857,-2.9660000000035325,22.677000000001613,8.062999999999931,-6.166000000000338,1.2679999999988922,4.5050000000003365,-1.839999999999975,0.1130000000046038,0.952999999999804,0.0389999999995893,-5.290999999999713,-5.206000000000444,-6.341999999995096,-43.122999999999934,-15.831999999998914,9.170999999997775,-2.331999999999823,-0.8829999999996119,0.7540000000005875,2.043000000000461,-1.9249999999999543,-0.3410000000002355,-0.5620000000000402,-2.67199999999832,-1.463999999999288,0.4530000000016798,1.6269999999998674,-0.0450000000000727,-3.642999999996732,-4.059000000000168,-0.1250000000027284,0.3719999999987067,8.75999999999948,-6.278000000000361,-0.4518571428572926,0.0478571428573104,0.9100714285750656,-1.313999999999993,-0.5889999999993734,0.8449999999996294
-2.865999999998792,6.006999999999607,-0.0969999999824722,-10.330999999999335,7.849000000000217,6.493999999997868,7.179000000000713,29.152000000000555,-8.789000000001579,9.554999999997449,17.92800000000021,1.9410000000107173,3.0119999999982383,13.443000000000891,1.6239999999925203,5.231000000003405,-2.762000000001308,8.435000000008586,8.349999999995816,-17.468000000000217,19.66499999998632,5.704000000000065,15.81199999999967,2.197999999998501,4.373000000003913,8.745999999999299,9.325999999987287,3.747000000009848,-2.520999999999951,12.096999999994296,-1.9470000000012533,14.148000000000138,-9.350999999992382,-1.5790000000002635,4.033000000000442,0.3050000000030195,0.081000000001552,8.425999999997202,1.903999999990447,-2.0790000000005198,2.892999999999546,0.6769999999960419,-1.0890000000017608,2.0310000000009154,-0.1489999999989777,-1.6189999999994598,2.5979999999997005,0.7229999999992742,-21.072000000000912,-9.02200000000022,5.19299999999987,2.060000000000173,-0.9989999999987732,-0.696999999999548,-2.371000000005097,-2.161000000000257,-1.0649999999998272,-4.887000000000796,6.9710000000000605,4.205000000001746,44.157999999998765,15.071999999999264,-10.144000000002508,2.819999999999822,1.8839999999997303,-0.0670000000013715,-1.0710000000003106,1.1599999999987176,2.206999999999937,-1.758999999999844,1.5189999999989825,-2.429000000000769,-0.4150000000009868,0.0320000000002096,-1.6049999999999898,1.7609999999962156,9.783000000000186,-3.692999999998392,-1.0950000000036653,-6.922999999999036,1.6620000000003188,-0.4518571428569373,0.0478571428565999,0.9100714285693812,0.9810000000001652,0.5169999999992569,1.2360000000001037
-8.077000000000112,5.7480000000005305,-0.342000000000553,-13.840999999999326,7.718000000001268,9.241000000019994,3.5069999999990387,11.17399999999975,-2.5510000000167565,4.520000000002256,16.316999999999737,4.456000000004678,4.510000000001924,13.332999999997242,5.444000000011329,3.259000000002743,20.112000000000307,6.67799999998806,11.407999999994445,-18.89099999999999,18.993999999997868,6.378999999999735,12.342999999999904,1.7090000000052896,5.438999999995531,8.05300000000031,9.66800000001058,2.087999999992008,-1.9440000000000344,13.12199999999848,0.4670000000004393,3.772999999999626,5.005000000005566,-2.445000000000164,4.367999999999483,0.7689999999911379,2.4069999999994707,9.14900000000216,6.432999999992717,-13.823999999999614,7.284000000000645,-21.733999999992196,1.6140000000007149,-5.293999999999954,1.900999999998021,0.3950000000003228,-2.3809999999997444,0.4210000000000491,-1.3819999999981292,0.5330000000000723,0.2210000000005152,-1.1449999999996407,1.6339999999985366,-1.6530000000003042,2.307000000001836,1.8650000000000944,2.381000000000455,-5.161999999999267,0.4710000000002878,1.9599999999968527,-48.8049999999987,-20.56500000000057,10.9800000000007,-6.309000000000253,-5.089999999999861,0.415000000003829,-0.9600000000006048,0.4910000000009518,1.077000000000794,3.511999999999915,-0.7669999999990296,0.7560000000005118,-1.525999999999783,-0.5490000000001771,1.7200000000002549,1.7580000000009477,5.461999999999989,-0.4700000000013915,0.0910000000033051,0.0619999999997844,1.094999999999402,-0.4518571428574702,0.0478571428573104,0.9100714285750656,1.1429999999997165,-0.0869999999991932,0.1819999999995047
-7.8479999999998995,2.593999999999141,-0.0490000000581858,-12.043000000001314,4.653999999999314,5.089999999972861,-20.225999999999544,-38.969000000000165,-0.0729999999975916,4.836999999997715,8.970000000000056,5.322000000001026,-1.7959999999987986,24.663000000001038,1.244999999994434,7.89799999998877,-32.371999999999446,17.27300000000014,9.002000000009502,-20.9699999999998,18.250000000011823,4.685999999999524,11.321000000000936,3.795999999988453,4.281000000003132,8.99999999999892,13.208000000008724,-5.33500000000231,-6.259000000000103,29.82200000001285,-1.9479999999987283,9.506999999999977,-2.8440000000045984,-1.0089999999998156,6.697000000000486,1.4529999999922438,0.3409999999988145,10.26600000000144,5.738000000019383,3.251999999997679,1.12399999999937,-1.9409999999993488,-4.421999999999571,0.3619999999997958,-2.902000000000271,-3.672000000000253,-2.439000000000391,-0.3289999999992687,22.386000000000195,5.580999999999392,-5.22500000000008,1.3769999999993845,0.9890000000012832,-0.9610000000002116,-0.4490000000032523,0.6560000000000343,0.5289999999995132,-1.3989999999999725,-2.125000000000199,-1.4769999999998618,44.64899999999972,15.882000000000572,-11.376999999993131,2.0390000000006125,1.9689999999997096,-0.4330000000038581,0.5130000000008295,-0.7310000000003924,-0.6520000000008963,-0.1530000000002473,1.1410000000012133,4.596999999999696,-1.279999999999859,1.8140000000002487,-0.3239999999998133,-4.048000000000229,-10.02200000000002,-1.391000000000986,0.1499999999964529,4.402000000000328,-2.2310000000004493,-0.4518571428569373,0.0478571428573104,0.9100714285693812,-1.5569999999996753,1.122999999999763,-0.3199999999992542
-7.501999999999498,7.418000000000546,1.9290000000410144,-11.400999999999328,5.633999999999162,6.983000000013817,0.2790000000004511,12.398000000000309,-2.5519999999914944,2.4270000000001346,14.77000000000004,3.3320000000003347,4.301999999998429,13.674999999997794,3.772000000003573,5.347000000006119,-4.11500000000018,15.026000000011663,7.807000000002517,-23.287000000000543,21.118000000001302,6.470000000000198,15.455999999999648,1.6849999999976717,5.108999999998787,4.165000000001129,13.59899999999925,9.10000000000082,1.6160000000001062,6.823999999983244,0.6129999999984648,10.883000000000465,-2.490000000011605,-2.2759999999998115,4.314000000000107,-1.3669999999819993,-0.1689999999996416,12.287999999998078,5.07799999998042,2.4470000000007985,-7.713999999999999,15.447999999992136,-3.429999999997335,0.7509999999996353,1.7210000000034142,0.9850000000000136,-1.3600000000003831,1.163000000002512,-20.13600000000224,-6.770000000000209,5.9370000000001255,-1.6699999999985948,-1.1699999999990496,1.0750000000001592,1.8220000000042087,-1.7519999999997538,0.1339999999999008,-3.953000000000628,-2.7909999999998547,2.6119999999991705,0.7739999999998304,-2.6340000000004693,-2.4350000000083583,-2.11400000000026,-2.6009999999999422,2.5810000000035416,0.121999999998934,2.4140000000002715,1.6100000000008663,-1.2169999999997572,1.0229999999978645,1.2700000000002376,-1.306999999999903,0.2710000000000434,0.9539999999994108,-2.088999999998009,-3.0039999999999623,-0.7139999999992597,0.8820000000014261,-2.618999999999972,2.2140000000007376,-0.451857142857115,0.0478571428565999,0.9100714285693812,-1.7600000000001614,1.6559999999998354,0.3469999999992978
-6.725000000000136,4.093000000000302,0.9030000000166184,-10.054999999999836,6.033000000000754,6.970000000001164,0.3360000000000696,9.405999999999892,3.01600000000235,1.1970000000019354,10.414000000000456,4.9080000000003565,2.6010000000013638,8.793000000002849,2.14899999998579,3.588999999999487,-6.113999999999464,14.295000000015534,7.652999999993426,-21.34299999999953,22.39999999999327,4.335000000000377,11.525999999999923,2.7580000000170912,4.480000000000928,3.4099999999995134,11.47399999999834,1.862000000005537,-5.123999999999995,20.128999999997177,-2.643999999997959,10.082999999999489,-3.771999999980835,-2.166000000000423,7.683999999999713,3.319999999985157,3.914000000000328,16.136000000000195,5.664000000001579,-5.301000000000045,-3.137999999999863,-4.290999999989253,-2.142000000003464,-4.049999999999443,0.1919999999984156,-0.2609999999975798,-4.827999999999832,0.7079999999973552,18.854000000001747,5.258000000000607,-4.959999999999809,-0.4150000000009868,-0.4199999999997317,-0.1200000000004308,-0.8050000000025648,2.0870000000002165,-1.284000000000418,-6.048999999999438,-1.740000000000208,-0.1160000000027139,-46.92000000000007,-16.593000000000302,14.654000000001588,-0.7120000000000459,2.3859999999999104,0.684000000001106,1.1410000000012133,-0.5040000000008149,0.6999999999990791,0.5270000000002995,-0.6439999999997781,0.3860000000003083,2.0259999999993283,2.635000000000076,-0.3759999999992658,-5.4149999999992815,-16.34999999999991,0.4880000000014206,-2.5149999999996453,-2.0130000000008863,-0.2729999999999677,-0.451857142857115,0.0478571428573104,0.9100714285693812,1.757999999999882,-3.1990000000007512,0.67900000000094
-9.035000000000082,5.078999999999212,2.3800000000392174,-12.409999999999854,7.631000000000654,6.79899999997815,19.735000000000014,42.9639999999992,4.283999999984189,1.7650000000003274,12.53499999999974,6.102999999984604,9.463999999999828,54.7949999999986,2.807000000007065,6.389999999998963,-4.954999999999643,19.310999999993328,8.105999999997948,-23.888000000000176,24.48699999999917,5.760999999999683,16.613000000000255,5.090999999993073,0.7349999999973988,3.1179999999999097,13.586999999984071,-1.4530000000036123,-6.343000000000032,22.46100000002116,-1.745999999999981,8.853000000000577,-2.002000000015869,-2.005999999999375,9.076000000000306,1.6480000000228756,-0.3190000000003579,9.96099999999842,2.990999999997257,-3.046000000000504,-1.6759999999997888,-2.442000000007738,-3.93399999999815,1.2039999999991835,-2.2490000000004784,-3.206000000002973,0.023000000000195,-2.552000000002863,-19.951000000000363,-7.06299999999942,3.327999999999065,0.8000000000009777,-1.7100000000027649,0.9309999999999264,-1.1880000000019209,-1.6519999999999868,0.3640000000004306,0.0219999999998776,-3.013999999999584,-2.764999999999418,-0.2200000000001978,-5.3769999999985885,1.1940000000038251,0.3500000000002501,-2.9479999999999507,1.8460000000004584,-0.4650000000012255,0.5330000000000723,3.012999999999977,-0.4400000000003956,0.293999999999528,2.931999999999846,-1.662999999999215,-0.7100000000001216,-0.7330000000003167,-2.228000000002339,6.01999999999947,-2.987999999999147,36.178999999998496,47.25999999999999,-50.43600000000055,-0.451857142857115,0.0478571428573104,0.9100714285750656,-1.196000000000197,5.808000000000391,-0.3360000000000696
-7.316000000001566,6.437000000000381,1.928999999950065,-10.276000000000352,4.928999999999917,4.920000000015534,-19.787000000000887,-24.587999999999965,-0.9399999999914144,0.5419999999986658,10.890999999999806,5.823000000009415,-1.5700000000009595,-28.65600000000086,0.0610000000051513,3.625999999997021,-5.5970000000016285,20.88699999999335,8.019999999999072,-23.2999999999997,25.353999999992997,4.881000000000313,12.087999999999964,2.245999999991,2.967000000001008,1.688000000000045,10.315000000014152,4.151000000001659,-1.135000000000019,14.34399999998277,-1.820000000000732,8.815999999999491,-3.86999999998352,-0.1460000000008676,7.69199999999941,-2.58800000001429,0.9590000000002874,9.13200000000245,5.50500000001648,-2.2109999999997854,-4.731999999999914,-3.117999999994936,-1.6020000000025902,-12.51799999999932,1.4619999999979427,-1.095000000000823,-2.9870000000002506,3.2260000000064792,0.3940000000000054,-2.527000000000612,-2.0369999999999777,-0.1860000000021955,-0.6749999999982492,-0.463999999999487,0.8550000000013824,2.0929999999999893,0.9039999999998828,-1.120000000000232,-2.35800000000026,-1.378999999997177,1.5010000000003745,-2.324000000000126,2.113999999994576,2.8139999999993397,-5.777999999999395,-1.3489999999990232,-0.4390000000000782,0.9180000000000632,-1.2439999999998008,0.4680000000000461,-0.7029999999986103,-0.8930000000006544,-0.6820000000004711,-4.316000000000031,-0.7229999999999848,-3.2989999999983866,-7.584999999999553,4.821999999995796,-36.263999999999896,-45.68499999999887,50.03099999999989,-0.4518571428572926,0.0478571428573104,0.9100714285693812,-0.9799999999998475,-4.706000000000188,1.2389999999996348
-4.928999999998496,3.229000000000326,2.038999999990665,-8.88000000000062,5.818999999999619,4.992000000015651,20.381000000000427,41.8210000000002,2.416999999991276,1.0909999999995534,9.907000000000464,5.871000000001914,1.5500000000002956,14.578000000000202,1.4529999999922438,3.399000000001706,-4.724999999999113,16.687000000001717,7.684000000006108,-26.57000000000025,24.585000000001852,1.1929999999992449,11.508999999999505,2.832000000012158,1.9220000000018445,-0.5229999999997403,9.99699999999848,-0.1769999999964966,-7.391999999999932,20.03100000001723,1.9559999999984257,7.84100000000052,-0.818000000003849,-2.409000000000105,8.302000000000476,0.560999999993328,-0.8369999999999322,9.875999999999864,3.809000000001106,16.78799999999967,-24.95699999999985,18.21899999999914,-5.3799999999966985,-6.782000000000465,-0.4789999999957217,-1.7179999999996198,-4.840999999999696,0.7049999999992451,-16.573999999999955,-0.261000000000422,5.957999999999686,-1.885999999998944,-0.119000000000824,-1.4730000000000132,-1.6210000000000946,-4.155000000000086,-0.8809999999996876,-3.699999999999904,-0.7660000000001332,-1.984000000004471,45.53599999999989,13.671999999999684,-15.975999999994883,-0.4729999999995016,-1.313999999999993,2.0389999999963493,0.2390000000005443,0.5650000000002819,-1.3750000000001703,-0.4619999999995627,2.9159999999990305,2.5260000000002947,2.33999999999952,0.1550000000001716,2.1439999999991244,0.7900000000006457,-0.3970000000009577,-4.195999999996047,1.794000000001006,1.2099999999989564,-2.2449999999992087,-0.4518571428569373,0.0478571428573104,0.91007142858075,-0.3789999999998628,1.1409999999997922,2.1069999999994597
