X,Y,Z
0.71639997,0.65489995,-0.87839997
1.18180001,1.25150001,-0.8714
1.92759991,2.35819983,-0.98509997
2.22799993,1.3944,-0.2748
1.5517,-1.15289998,0.48269999
0.5266,-2.45549989,0.85039997
-0.084,-2.31990004,1.05149996
-0.35369998,-0.68799996,0.67869997
-0.0111,1.14950001,0.0733
0.54679996,1.98669994,-0.29659998
0.32589999,1.43959999,-0.0148
-0.51590002,0.30309999,0.57879996
-1.15079999,-0.44049999,1.38010001
-1.12679994,-0.40529999,1.41170001
-1.12239993,0.009,1.33159995
-1.28179991,-0.16769999,1.44389999
-1.86189997,-0.88989997,1.76239991
-1.87889993,-1.35809994,1.02419996
-1.40749991,-1.12189996,0.1143
-1.22109997,-1.18980002,0.1195
-1.50669992,-0.88659996,-0.0063
-1.42719996,0.2552,-0.27089998
-0.26710001,0.93169999,-0.83179998
1.2529,0.74339998,-0.53240001
1.19659996,-0.3017,-0.28059998
-0.61320001,-0.46419999,-0.20449999
-1.61019993,0.29799998,-0.27869999
-1.16759992,0.49669999,-0.08
-0.52609998,0.63949996,0.25
-0.1303,0.4447,0.36849999
0.1313,0.1714,0.22409999
0.26369998,-0.0217,-0.21799999
-0.0113,0.15609999,-0.41419998
-0.52429998,0.35689998,-0.40629998
-0.65560001,0.0707,-0.28529999
-0.59639996,-0.22059999,-0.1969
-0.1017,-0.0179,-0.3761
0.3391,0.25439999,-0.27449998
0.44759998,0.44439998,-0.31029999
0.23259999,0.36379999,-0.29299998
-0.0236,0.2383,-0.0064
-0.20209999,0.3479,0.42309999
0.092,0.52749997,0.3707
0.8211,0.4736,0.0375
0.98559999,0.227,0.0359
0.55320001,0.2581,0.27950001
0.19559999,0.2438,0.38709998
0.35330001,0.2793,0.27129999
0.41499999,0.0501,0.29009998
0.3969,0.0303,0.252
0.3055,-0.17899999,0.13519999
0.1654,-0.29549998,-0.12879999
-0.0735,-0.2692,-0.1848
-0.26459998,-0.0138,0.17039999
0.22569999,0.14039999,0.153
0.6189,0.1462,0.183
0.67049998,-0.03,0.0519
0.36059999,0.081,0.114
0.2746,0.14839999,0.28919998
0.3382,0.0214,0.3777
0.59399998,-0.0175,0.31259999
0.55299997,0.0504,0.21229999
0.47759998,-0.0136,0.22389999
0.27249998,-0.0166,0.25909999
0.37869999,0.0282,0.17369999
0.42879999,-0.0973,0.29279998
0.25130001,-0.27519998,0.36149999
0.12159999,-0.1292,0.30309999
0.23809999,0.1349,0.1787
0.37169999,0.34849998,0.0244
0.31999999,0.53799999,0.15179999
-0.2192,0.148,0.46779999
-0.4813,0.0299,0.1823
-0.60539997,0.24949999,0.0592
-0.70209998,0.57789999,0.0634
-0.58199996,0.65810001,0.24789999
-0.44439998,0.2802,0.34869999
-0.28129998,-0.0001,0.3096
0.0292,-0.15529999,0.33570001
0.51099998,-0.0412,0.2193
0.9048,0.1153,0.0406
0.8175,-0.1832,-0.20889999
0.6638,-0.35279998,-0.273
0.28919998,0.1313,-0.32619998
-0.2244,0.67829996,-0.34399998
-0.2368,0.57309997,-0.0603
0.19939999,0.3353,1.58589995
0.38169998,0.22849999,1.39669991
0.72429997,-0.28189999,0.94169998
0.75509995,-0.60960001,0.51050001
0.34369999,-0.778,0.31569999
0.23889999,-0.50489998,-0.0059
0.59099996,-0.1426,-0.65469998
0.63809997,0.119,-1.05250001
0.2139,0.2429,-1.03799999
-0.2296,-0.0741,-0.83559996
-0.45379999,-0.1938,-0.90789998
-0.51840001,-0.28659999,-0.76839995
-0.55449998,-0.30969998,-0.87799996
-0.1647,-0.33339998,-0.91319996
0.2577,-0.42789999,-1.07309997
0.69119996,-0.5589,-0.77489996
0.76339996,-0.6397,-0.78069997
0.54149997,-0.5108,-0.95409995
0.37359998,-0.48839998,-0.89479995
0.1401,-0.43419999,-0.73509997
-0.0184,-0.4192,-0.5855
-0.0417,-0.24689999,-0.21769999
0.29099998,0.15689999,0.0803
0.67219996,0.7317,0.45189998
1.00969994,0.7475,1.23909998
0.91619998,0.72929996,1.60699999
0.60119998,0.71329999,1.70389998
0.1083,0.64120001,1.50049996
-0.21949999,0.47299999,1.20889997
-0.5054,0.0761,0.46129999
-0.52950001,-0.0079,-0.0785
-0.4434,-0.1761,-0.42909998
-0.38779998,-0.42539999,-0.64389998
-0.22489999,-0.73890001,-0.69959998
-0.1538,-0.98219997,-0.60799998
-0.12969999,-1.00339997,-0.54149997
