X,Y,Z
-0.234,0.0768,-0.22729999
-0.0897,0.0255,-0.1162
-0.0814,-0.0332,0.2313
-0.022,0.0459,0.0916
0.1322,0.0859,-0.0404
0.1406,0.0384,-0.1098
-0.0144,-0.0503,-0.0779
-0.12789999,-0.0734,-0.1451
-0.0916,0.0032,-0.1583
-0.0246,-0.15549999,0.0532
0.07009999,0.0191,0.0616
0.12249999,-0.0783,-0.0262
-0.012,0.1267,-0.0408
0.0863,0.1857,0.1318
0.2076,0.2341,0.0326
0.1293,0.1384,0.0148
0.1268,0.0611,-0.0629
0.0691,0.0432,-0.09429999
-0.033,-0.0142,0.1337
-0.0364,-0.0032,0.0085
-0.1003,-0.0801,-0.0977
-0.1829,-0.1014,-0.18789999
-0.1098,-0.0708,-0.0717
0.1384,-0.0479,0.0637
0.2692,-0.0153,0.0828
0.17749999,0.079,-0.0497
0.1003,0.0042,-0.0003
-0.12799999,-0.0337,0.059
-0.3351,0.0473,-0.0346
-0.242,0.015,-0.0942
-0.1007,-0.1111,-0.0969
-0.0309,-0.0806,-0.1551
0.0097,-0.0105,-0.1525
0.1029,0.0017,-0.0174
0.1375,0.0316,0.008
0.19649999,0.0838,-0.0677
0.43599999,0.0746,-0.0691
0.56889999,0.0858,0.1682
0.14109999,0.0795,0.28380001
-0.54049999,0.1328,0.10089999
-0.64099997,-0.0128,-0.22549999
-0.461,0.0657,-0.3037
-0.20009999,-0.1213,-0.2307
0.13,-0.28619999,-0.19849999
0.21869999,-0.21789999,-0.17569999
0.0926,-0.0498,0.0265
0.0073,0.0274,0.1322
-0.0813,0.0638,0.2816
0.016,0.33660001,0.1726
-0.0477,0.14729999,-0.0341
-0.48649999,0.17639999,-0.0659
-0.49749997,0.11849999,0.1182
0.0164,0.10569999,0.1327
-0.0902,-0.08419999,0.1161
-0.1718,-0.1644,-0.1709
0.3759,-0.1321,-0.34039998
0.87329996,0.0043,-0.12329999
0.85879999,0.0887,0.0408
0.6006,0.0738,0.0988
0.13609999,0.0915,0.1143
-0.1601,0.097,0.12109999
-0.3723,0.0856,-0.026
-0.5776,-0.0168,-0.0638
-0.50049996,-0.0113,0.0682
-0.2022,0.09079999,-0.09
0.1232,0.07669999,-0.1531
0.241,-0.0463,-0.0669
0.1061,-0.0893,-0.0378
0.0091,-0.0184,-0.18949999
-0.0664,-0.0783,-0.1052
-0.1505,-0.1086,-0.0265
0.0005,-0.08,0.0309
0.0311,0.0076,-0.0336
0.0746,0.038,0.0193
0.1689,0.107,0.0852
0.1647,0.0707,0.039
0.0403,0.0622,-0.0279
-0.0033,0.09209999,-0.1085
0.001,0.054,-0.0967
0.0129,-0.0523,-0.0234
0.0162,-0.0216,0.0567
0.0988,0.0797,-0.0186
0.0502,0.0524,0.0612
-0.0562,0.0718,0.0297
0.0662,0.0731,-0.0507
0.26929998,-0.045,0.27739999
-0.38850001,-0.0876,0.0777
-0.48539999,-0.25740001,-0.0925
-0.1193,-0.12709999,-0.2757
-0.20699999,0.21359999,-0.2656
-0.2217,0.118,-0.0471
-0.12789999,-0.13769999,-0.1218
-0.1201,-0.098,0.0356
-0.1547,0.0154,-0.0145
-0.2033,0.0635,-0.16939999
-0.0199,-0.0377,-0.0414
-0.0843,0.0972,0.0936
-0.008,0.1734,0.1689
0.53359997,0.1718,-0.1103
0.32780001,0.1284,0.0331
-0.0791,0.0211,-0.1147
-0.0548,-0.1277,-0.1251
-0.2156,-0.139,-0.1037
-0.2254,-0.1539,-0.1646
-0.0753,-0.15459999,-0.2617
-0.0783,-0.1077,-0.0671
-0.0404,-0.0393,-0.0496
0.0269,0.0094,-0.0318
-0.1199,0.0285,-0.0341
-0.22659999,0.0625,-0.0172
-0.058,0.0223,-0.0186
0.0696,0.0121,0.0271
0.0608,-0.0571,-0.1521
-0.0198,-0.20439999,-0.0815
-0.18359999,0.0691,-0.1753
-0.0145,0.301,-0.1034
0.34399998,0.1522,0.18769999
0.47559997,0.10219999,0.27039999
0.4111,0.0746,0.0853
0.3249,0.1514,-0.23999999
0.14229999,0.1068,-0.24079999
-0.0927,-0.163,-0.1065
-0.30320001,-0.30359998,-0.1767
-0.33840001,-0.1283,-0.23109999
-0.25509998,-0.0168,-0.2911
-0.176,-0.0076,-0.07759999
-0.0414,-0.0736,0.17299999
0.072,-0.0109,0.16579999
0.0239,0.0694,-0.026
-0.0724,0.0,0.0077
-0.2121,0.0002,0.07319999
-0.167,0.0454,0.0054
-0.0969,0.0547,-0.0799
0.0019,0.08329999,-0.0505
0.0885,0.0047,-0.0307
0.0491,-0.1601,-0.0107
-0.16219999,-0.1788,0.0368
-0.2182,-0.1236,-0.0801
-0.0896,0.0913,-0.1114
0.0406,0.1683,-0.09519999
0.0505,0.0697,0.0713
-0.0368,-0.0678,0.0826
-0.16579999,0.0009,0.0189
-0.0946,0.0758,-0.0194
0.1401,-0.0814,0.0596
0.0091,-0.1293,0.1812
0.0383,0.1549,0.1442
0.47309998,0.3583,0.33199999
0.2793,-0.0609,0.27289999
-0.43629998,-0.25169998,-0.30249998
-0.69679999,-0.1735,-0.36739999
-0.68549997,-0.2983,-0.2383
-0.44919997,-0.0769,-0.28999999
0.0406,-0.1111,-0.0884
0.1953,-0.14489999,-0.0029
0.19309999,-0.10619999,-0.1003
0.12989999,0.0364,-0.0828
0.0305,0.22749999,-0.0428
-0.0154,0.214,0.11979999
-0.0026,0.0929,0.0139
0.0407,0.0718,-0.0107
0.0753,0.0229,-0.0482
0.1012,0.1015,-0.041
0.14829999,0.0937,-0.015
-0.0401,0.0546,0.0035
-0.30500001,0.0775,-0.0152
-0.31720001,0.1151,0.072
-0.0771,0.1105,0.27689999
0.3057,0.079,0.16569999
0.36300001,0.0076,0.0593
0.27590001,-0.0684,0.0306
0.1925,0.12379999,0.0561
0.0339,0.17639999,0.0243
-0.0777,0.0993,-0.17379999
-0.163,-0.0354,0.1002
-0.0622,0.0632,0.054
0.0916,-0.0231,-0.0665
0.0161,-0.109,-0.07099999
