X,Y,Z
-1.11699998,1.38829994,-0.81739998
-1.12949991,1.19959998,-0.93599999
-0.88319999,0.884,-0.84859997
-0.0922,0.32799998,-0.9188
-0.2059,0.1636,-0.82999998
-0.36149999,0.2561,-0.81419998
0.0363,0.24399999,-1.07910001
0.42129999,-0.0123,-1.27039993
0.65689999,-0.24059999,-1.1473
0.82319999,-0.4447,-1.15639997
0.74479997,-0.391,-1.21259999
0.6997,-0.31219998,-1.41719997
0.68360001,-0.33579999,-1.43859994
0.62559998,-0.44929999,-1.26559997
0.42859998,0.29549998,-0.86769998
0.56529999,1.48029995,-0.62839997
0.94959998,1.44659996,-0.20209999
1.65539992,-0.8646,1.0244
1.70739996,-1.6559999,1.495
1.64129996,-1.28049994,1.58770001
1.35289991,-0.16229999,0.98689997
1.30809999,0.83789998,0.57999998
1.22189999,0.89719999,0.50989997
1.29100001,0.22549999,0.57440001
1.16820002,-0.39319998,0.73460001
1.02469993,-0.7313,0.7845
0.65309995,-0.84259999,0.50870001
0.34639999,-0.90709996,0.53639996
0.1533,-0.85109997,0.46719998
0.33719999,-0.78069997,0.3154
0.57559997,-0.6365,0.15179999
0.78169996,-0.38850001,-0.0144
0.34309998,-0.62349999,0.13699999
-0.1012,-0.8233,0.26369998
-0.51099998,-0.72409999,0.2481
-0.8779,-0.50470001,0.1292
-1.0474,-0.48679999,0.0846
-1.04119992,-0.51859999,-0.12909999
-0.78779995,-0.47999999,-0.0339
-0.78069997,-0.56099999,0.19419999
-0.66549999,-0.69760001,0.1652
-0.77719998,-0.8448,0.16499999
-1.13810003,-0.82339996,0.14479999
-1.26719999,-0.76949996,0.0512
-0.79759997,-0.77289999,0.1069
-0.26969999,-0.64279997,0.1389
-0.029,-0.40469998,0.0747
0.0655,-0.29440001,0.43039998
0.1551,-0.34779999,0.53659999
0.2157,0.28049999,0.37239999
0.59200001,1.80639994,-0.185
0.88769996,1.84899998,-0.537
0.70429999,0.94209999,-0.0387
0.42269999,0.77719998,0.37539998
0.1135,1.03699994,0.45769998
-0.0936,1.78649998,0.45359999
0.0018,2.04379988,0.47829998
-0.1215,1.09369993,0.57279998
-0.67930001,0.1461,0.73909998
-1.24899995,0.2518,0.60409999
-1.49959993,1.11870003,0.44939998
-1.59089994,1.9145999,0.1709
-1.34749997,1.94859993,0.30769998
-1.86159992,1.41209996,0.84919995
-2.06139994,0.70660001,0.66079998
-2.12839985,0.15689999,0.40349999
-1.79999995,-0.0463,0.13789999
-1.37619996,-0.1769,-0.0639
-0.83679998,0.0105,0.1646
-0.76909995,0.0237,0.27249998
-0.50830001,0.44939998,-0.4152
0.0915,0.92019999,-0.72539997
0.0905,0.56,-0.61449999
-0.37349999,0.0346,-0.86659998
-0.45189998,-0.0857,-1.20920002
-0.24939999,-0.11369999,-1.70649993
0.12379999,-0.134,-1.5
0.2216,0.27759999,-1.3046
0.25299999,0.68279999,-1.6408
-0.0154,1.01310003,-1.47409999
-0.15529999,0.72490001,-0.81849998
0.13079999,0.0826,-0.27969998
0.79219997,0.46759999,-1.11870003
1.42299998,0.5654,-1.83959997
1.4684,0.3091,-1.67129993
2.0007,0.3829,-1.31819999
1.82819998,0.5183,-1.324
1.86329997,-0.4131,-1.33719993
