X,Y,Z
0.2465,0.55309999,-2.77469993
0.74449998,0.6552,-3.25160003
0.83089995,0.78779995,-3.72359991
0.66829997,0.74089998,-3.7645998
1.06289995,0.36829999,-4.10459995
0.96199995,-0.15719999,-4.10409975
0.76169997,-0.63139999,-4.30299997
0.60100001,-0.76819998,-4.70799971
1.09879994,-1.06659997,-5.07879972
1.07120001,-1.38849998,-4.79360008
1.99619997,-1.7974,-4.91400003
2.11080003,-2.19219995,-4.27169991
2.12649989,-2.15789986,-4.28359985
1.76409996,-1.51459992,-4.47919989
1.35589993,-1.3154,-3.85819983
0.99479997,-1.17760003,-2.65789986
1.06199992,-1.08579993,-2.51880002
1.82639992,-1.05149996,-2.5244
2.50759983,-1.19649994,-2.42739987
2.59319997,-1.13179994,-2.18989992
2.56929994,-1.43359995,-1.40499997
2.27409983,-0.98809999,-0.2669
2.02709985,0.148,-0.1171
1.90009999,0.98409998,-0.33109999
1.2723,1.29909992,-0.175
0.16339999,1.2701,0.0568
-1.04750001,1.1487,0.45639998
-0.95190001,1.00979996,0.37079999
-0.69870001,0.97459996,0.36159998
-0.68629998,0.792,0.38499999
0.085,0.76289999,0.14
0.1522,0.41489998,0.31979999
-0.63870001,0.46609998,0.58739996
-1.21689999,0.83199996,0.7252
-1.45349991,1.08340001,0.92629999
-1.12689996,1.08130002,1.10379994
-0.64809996,0.87059999,1.48559999
-0.4601,0.55909997,1.35879993
-0.48879999,0.55479997,1.27880001
-0.83029997,0.61479998,1.24829996
-1.31900001,0.90899998,1.47319996
-2.46580005,0.79649997,1.71719992
-3.3362999,0.72240001,1.51599991
-3.77349997,0.73969996,0.9788
-3.54320002,0.80979997,1.39769995
-3.48409986,0.5557,1.95489991
-3.17069983,0.26980001,1.62269998
-3.07789993,0.6207,-0.72329998
-2.55649996,1.48179996,-1.4109
-1.56879997,1.95859993,-0.73079997
0.86899996,1.15579998,-0.1058
4.97860003,-1.42390001,-0.54219997
8.60359955,-3.16589999,-2.56049991
9.6026001,-3.53439999,-5.02899981
8.74109936,-4.64589977,-6.41989994
6.21779966,-4.6704998,-6.37859964
2.4526999,-2.98109984,-6.51129961
0.14299999,-0.88519996,-6.50829983
-0.2261,0.65279996,-5.25939989
-0.1859,1.67289996,-3.20169997
-0.61549997,2.9612,-2.54410005
-1.39310002,3.68129992,-2.25510001
-1.86629999,3.89660001,-2.23989987
-1.04709995,2.9138,-1.89469993
-0.92559999,2.2105,-0.62019998
-1.86839998,2.25370002,0.4526
-2.30769992,2.23559999,0.6706
-1.62829995,2.05449986,0.8495
-1.40629995,2.00029993,1.26309991
-1.43149996,2.19079995,1.40039992
-1.5043,2.64269996,1.35420001
-1.48339999,2.9454,0.2615
-2.26009989,2.50639987,1.05079997
-3.00979996,2.17879987,1.08889997
-2.24029994,2.30749989,1.37290001
-1.46809995,1.29219997,1.73249996
-1.22549999,0.86199999,1.50759995
-1.03729999,1.42250001,0.96019995
-0.49219999,1.69939995,0.76629996
-0.035,1.35249996,0.51919997
-0.13679999,1.00269997,0.2854
-0.71859998,0.88299996,-0.0269
-0.91829997,0.56419998,0.3522
-0.7277,0.0796,-0.19559999
-0.0412,0.15339999,-0.83179998
0.0659,0.18629999,-0.57809997
0.67799997,-0.0678,0.1859
1.19410002,-0.48339999,-0.21969999
1.49379992,-0.55879998,-0.1839
0.963,-0.3477,0.1425
0.3258,-0.1058,0.3355
0.17559999,0.1055,0.1086
0.7148,-0.10839999,-0.0266
0.82299995,-0.0759,0.0756
0.602,-0.27829999,-0.2967
0.09649999,-0.14299999,-0.6099
0.4337,-0.1538,-0.36649999
0.85659999,-0.29589999,0.132
0.98649997,-0.2277,0.44919997
0.70029998,-0.0772,0.33089998
0.5729,-0.228,-0.0149
0.40059999,-0.30849999,0.1963
-0.127,0.20289999,0.4892
-0.37149999,0.27429998,0.50659996
0.4016,-0.24319999,-0.0422
0.9526,-0.24679999,-0.50639999
0.74409997,0.28259999,-0.096
-0.1901,-0.0132,0.2402
-0.0061,-1.01090002,0.40239999
-0.2438,-0.90559995,0.41759998
-0.26229998,-0.46069998,-0.0338
-0.41099998,-0.26539999,-0.44189999
-0.0545,-0.35819998,-0.38889998
0.2421,-0.36849999,-0.0608
0.28369999,-0.28309998,0.17399999
0.4806,0.15089999,0.1058
0.5133,-0.0341,-0.0692
0.4163,-0.1362,0.051
0.0011,-0.0002,0.0997
-0.2942,0.3556,0.3827
0.27289999,0.32349998,0.39309999
1.08589995,-0.17,0.45449999
0.78549999,0.0531,0.1355
0.34199998,0.54140002,0.25959998
0.97709996,-0.0942,0.37919998
1.21850002,-0.92339998,-0.07669999
-0.0348,-0.30429998,-0.89309996
-0.9698,0.479,-0.92369998
-0.95469999,0.59810001,-0.40179998
-0.58880001,0.26119998,0.0077
0.31149998,-0.2052,0.24169999
0.8714,-0.0179,0.15619999
0.90349996,0.16849999,0.185
0.2102,-0.1014,0.0406
-0.96259999,-0.0139,-0.16329999
-1.1085,0.20999999,-0.26909998
-0.62889999,0.46679997,-0.0295
-0.24349999,0.60619998,0.43379998
0.0931,0.45089999,0.55669999
0.5406,0.0758,0.45769998
1.05149996,-0.0664,0.50449997
0.8775,0.0704,0.11449999
-0.103,-0.108,-0.1664
-0.87289995,-0.1151,-0.0796
-0.64629996,0.32699999,-0.0146
0.0532,0.1839,-0.48359999
0.285,-0.68219995,-0.34469998
0.4034,-0.3229,-0.45899999
0.4145,0.2888,-0.42609999
0.17729999,0.0729,-0.20439999
0.3441,-0.61610001,-0.0084
0.95059997,-0.65990001,-0.1083
1.12249994,-0.49409997,-0.2687
0.75509995,-0.58809996,-0.2676
0.6868,-0.82699996,-0.20909999
0.64649999,-0.57800001,-0.18009999
0.1997,-0.64519995,-0.1741
-0.21079999,-0.84450001,-0.2006
-0.2474,-0.81830001,-0.3434
-0.26350001,-0.91319996,-0.44889998
-0.41419998,-1.051,-0.1859
-0.2798,-0.97839999,-0.32159999
0.025,-0.509,-0.92149997
0.2233,-0.2321,-1.10839999
0.2942,-0.289,-0.84829998
0.4526,-0.27269998,-0.3734
0.64340001,-0.31279999,-0.0993
0.5575,-0.1077,-0.0566
0.3427,0.0685,-0.0838
0.35319999,0.26199999,0.0704
0.28909999,0.4016,0.0231
-0.12029999,0.3554,-0.078
-0.45299998,0.38699999,-0.0117
-0.47529998,0.2947,-0.0083
-0.3721,0.37149999,-0.1953
-0.0852,0.4452,-0.14739999
-0.0653,0.22669999,0.0517
0.0523,0.0733,0.3048
0.18539999,0.20109999,0.1023
0.1516,0.13349999,-0.0675
-0.0309,-0.0799,-0.0069
-0.0989,-0.1336,-0.0177
0.02,-0.11939999,0.1081
-0.0519,-0.31759998,0.1998
-0.29609999,-0.27339998,0.0982
-0.48269999,-0.139,0.004
-0.73479998,-0.23439999,0.12159999
-0.74769998,-0.45359999,0.3001
-0.62169999,-0.41769999,0.22219999
-0.1064,-0.29789999,-0.08329999
0.25040001,-0.3423,-0.38189998
0.3761,-0.4095,-0.46589997
0.2543,-0.3369,-0.41419998
0.16129999,-0.35879999,-0.56650001
0.17639999,-0.67299998,-0.75389999
0.2298,-1.08630002,-0.73519999
0.1295,-0.92019999,-0.76819998
