ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject1_file_622,[3],1.7905150405150403,0.7905150405150403,0,1.0,1.4469384293327954,0,0,0.656423388817755,0.656423388817755,0.656423388817755
subject1_file_869,[3],0.656423388817755,1.656423388817755,0,2.4469384293327954,0,0,0,0,0,0
subject1_file_807,"[0, 3, 6]",2.4469384293327954,1.656423388817755,0,1.4469384293327954,1.7905150405150403,0,0,0,0,0
subject1_file_463,"[0, 9]",3.019472278462389,0.656423388817755,0,0,3.019472278462389,0,0,0,0,0.7905150405150403
subject1_file_830,"[4, 9]",3.019472278462389,3.019472278462389,0,0,3.019472278462389,0,0,0,0,0
subject1_file_272,"[4, 9]",3.019472278462389,2.228957237947349,0,0,3.019472278462389,0,0,0,0,0
subject1_file_382,[9],0,0,0,0,1.0,0,0,0,0,1.8303743194943878
subject1_file_588,[3],2.019472278462389,1.4469384293327954,0,1.656423388817755,1.363048889644634,0,0,0,0,0.5725338491295937
subject1_file_140,[3],1.2289572379473488,0,0,2.363048889644634,0.5725338491295937,0,0,0.5725338491295937,0.5725338491295937,0.5725338491295937
subject1_file_213,"[0, 3, 6]",2.019472278462389,1.656423388817755,0,0.656423388817755,1.5725338491295937,0,0.7905150405150403,0,0,0.5725338491295937
subject1_file_685,"[0, 9]",1.4469384293327954,1.7905150405150403,0,0,3.019472278462389,0,0,0,0,0.5725338491295937
subject1_file_389,"[4, 9]",2.019472278462389,3.019472278462389,0,0.656423388817755,2.363048889644634,0,0,0,0,0
subject1_file_247,"[4, 9]",1.656423388817755,0.656423388817755,0,0,3.019472278462389,0,0,0,0,2.363048889644634
subject1_file_808,[3],0.7905150405150403,0.7905150405150403,0,1.0,0.7905150405150403,0,0,0,0,0
subject1_file_238,[3],0,0,0,1.0,0.7905150405150403,0,0,0,0,0.7905150405150403
subject1_file_985,"[0, 3, 6]",1.0,1.0,0,1.7905150405150403,0,0,0,0,0,0
subject1_file_499,"[0, 9]",2.363048889644634,1.0,0,0,2.363048889644634,0,0,0,0,1.363048889644634
subject1_file_980,"[4, 9]",2.363048889644634,1.0,0.7905150405150403,0,2.363048889644634,0.7905150405150403,0,0.7905150405150403,0.7905150405150403,1.363048889644634
subject1_file_310,"[4, 9]",1.363048889644634,1.0,0,0,2.363048889644634,0,0,0.5725338491295937,0,0.5725338491295937
subject1_file_618,[3],1.363048889644634,2.019472278462389,0,1.656423388817755,1.363048889644634,0,0,0,0,0
subject1_file_780,"[3, 6]",1.5725338491295937,0.5725338491295937,0,2.4469384293327954,0.5725338491295937,0,0,0,0,0
subject1_file_313,"[0, 6]",3.019472278462389,2.228957237947349,0,0,3.019472278462389,0,0,0,0,0.7905150405150403
subject1_file_958,"[0, 9]",1.363048889644634,2.228957237947349,0,0.656423388817755,2.363048889644634,0,0,0,0,0.7905150405150403
subject1_file_98,"[4, 9]",1.363048889644634,1.2289572379473488,0,0,2.363048889644634,0.7905150405150403,0,0,0,0.7905150405150403
subject1_file_424,"[4, 9]",2.019472278462389,1.2289572379473488,0,0.5725338491295937,2.363048889644634,0,0,0,0,1.7905150405150403
subject1_file_964,[3],1.656423388817755,0.656423388817755,0,0,2.4469384293327954,0.7905150405150403,0,0,0,0.7905150405150403
subject1_file_884,[3],0.656423388817755,0.656423388817755,0,2.4469384293327954,0,0,0,0,0,0
subject1_file_263,"[0, 3, 6]",2.4469384293327954,1.656423388817755,0,0.7905150405150403,2.4469384293327954,0,0.7905150405150403,0,0,0
subject1_file_784,"[0, 9]",2.019472278462389,3.019472278462389,0,0,2.363048889644634,0,0,0,0,0
subject1_file_684,"[4, 9]",0.5725338491295937,2.228957237947349,0,0,2.363048889644634,0,0,0,0,0
subject1_file_968,"[4, 9]",2.019472278462389,2.228957237947349,0,0,3.019472278462389,0,0,0,0,0.7905150405150403
subject1_file_786,[9],0.5725338491295937,0.5725338491295937,0,0,3.019472278462389,0,0,0,0,2.4469384293327954
subject1_file_243,[3],0.7905150405150403,0,0,1.656423388817755,0.7905150405150403,0.7905150405150403,0,0,0,0.7905150405150403
subject1_file_957,[3],0.7905150405150403,0.7905150405150403,0,2.4469384293327954,0.7905150405150403,0,0,0,0,0
subject1_file_319,"[3, 6]",0.656423388817755,0.656423388817755,0,1.656423388817755,0.7905150405150403,0,0,0,0,0.7905150405150403
subject1_file_853,"[0, 6, 9]",2.228957237947349,2.228957237947349,0,0,2.363048889644634,0,0,0,0,0.7905150405150403
subject1_file_11,"[4, 9]",3.019472278462389,3.019472278462389,0,0,3.019472278462389,0,0,0,0,0
subject1_file_814,"[4, 9]",1.363048889644634,0.5725338491295937,0,0,3.019472278462389,0,0,0,0,1.656423388817755
