ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject3_file_867,[3],0.7515975945413297,0.7515975945413297,0,2.7111158280642473,1.5731085142456251,0,0,0,0,1.5731085142456251
subject3_file_537,"[3, 6]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_753,"[0, 6]",1.7515975945413298,0.7515975945413297,0,1.7111158280642471,1.7515975945413298,0,0,0,0,1.7515975945413298
subject3_file_335,"[0, 4, 9]",2.573108514245625,0.7515975945413297,0.8215109197042955,1.7111158280642471,2.573108514245625,0.8215109197042955,0,0,0,2.573108514245625
subject3_file_718,[4],1.5731085142456251,0.7515975945413297,0.8215109197042955,2.7111158280642473,1.5731085142456251,0.8215109197042955,0,0,0,1.5731085142456251
subject3_file_855,"[4, 9]",2.5326267477685427,1.7111158280642471,0.8215109197042955,0.7515975945413297,3.5326267477685427,0,0,0,0,3.5326267477685427
subject3_file_850,[3],0.7515975945413297,0.7515975945413297,0,3.5326267477685427,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_901,"[3, 6]",1.7515975945413298,0.7515975945413297,0,2.7111158280642473,1.7515975945413298,0,0,0,0,1.7515975945413298
subject3_file_14,"[0, 6]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_85,"[0, 4, 9]",1.5731085142456251,1.5731085142456251,0,2.7111158280642473,1.5731085142456251,0,0,0,0,1.5731085142456251
subject3_file_36,[4],2.5326267477685427,2.5326267477685427,0.8215109197042955,1.5731085142456251,3.5326267477685427,0,0,0,0,2.7111158280642473
subject3_file_415,"[4, 9]",1.7111158280642471,1.7111158280642471,0,0.7515975945413297,3.5326267477685427,0,0,0,0,3.5326267477685427
subject3_file_97,[3],0,0,0,1.9595182335229175,0,0,0,0,0,0
subject3_file_554,[3],0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_389,"[3, 6]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_931,"[0, 6, 9]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_893,"[4, 9]",1.7515975945413298,1.7515975945413298,0,1.7111158280642471,1.7515975945413298,0,0,0,0,1.7515975945413298
subject3_file_61,"[4, 9]",2.5326267477685427,2.5326267477685427,0,0.7515975945413297,3.5326267477685427,0,0,0,0,3.5326267477685427
subject3_file_315,"[3, 9]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_34,[3],0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_991,"[0, 3, 6]",1.7515975945413298,1.7515975945413298,0,2.7111158280642473,1.7515975945413298,0,0,0,0,0.7515975945413297
subject3_file_246,"[0, 4, 9]",0.7515975945413297,0.7515975945413297,0,3.5326267477685427,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_146,[4],1.5731085142456251,1.5731085142456251,0,2.7111158280642473,1.5731085142456251,0,0,0,0,1.5731085142456251
subject3_file_104,[4],1.5731085142456251,1.5731085142456251,0,1.7111158280642471,2.573108514245625,0,0,0,0,2.573108514245625
subject3_file_264,[3],0.7515975945413297,0.7515975945413297,0,3.5326267477685427,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_808,[3],0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_827,"[0, 6]",1.7515975945413298,1.7515975945413298,0,2.7111158280642473,1.7515975945413298,0,0,0,0,0.7515975945413297
subject3_file_973,"[0, 4, 9]",2.573108514245625,2.573108514245625,0,1.7111158280642471,2.573108514245625,0,0,0,0,1.5731085142456251
subject3_file_935,[4],1.7111158280642471,1.7111158280642471,0,1.7515975945413298,2.5326267477685427,0,0,0,0,1.5731085142456251
subject3_file_609,"[4, 9]",2.5326267477685427,1.7111158280642471,0.8215109197042955,1.5731085142456251,2.7111158280642473,0,0,0,0,2.7111158280642473
subject3_file_216,[3],0.7515975945413297,0.7515975945413297,0,2.7111158280642473,1.5731085142456251,0,0,0,0,1.5731085142456251
subject3_file_829,"[3, 6]",0.7515975945413297,0.7515975945413297,0,2.7111158280642473,0.7515975945413297,0,0,0,0,0.7515975945413297
subject3_file_352,"[0, 6]",1.7515975945413298,0.7515975945413297,0,1.7111158280642471,1.7515975945413298,0,0,0,0,1.7515975945413298
subject3_file_562,"[0, 4, 9]",2.573108514245625,1.7515975945413298,0,2.5326267477685427,1.7515975945413298,0,0,0,0,1.5731085142456251
subject3_file_231,"[4, 9]",1.5731085142456251,1.5731085142456251,0,2.7111158280642473,1.5731085142456251,0,0,0,0,1.5731085142456251
subject3_file_525,[9],1.7111158280642471,1.7111158280642471,0,1.5731085142456251,2.7111158280642473,0,0,0,0,3.5326267477685427
