ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject3_file_867,[3],0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_537,"[3, 6]",0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0.5895841780420776,0,0.5895841780420776,0.5895841780420776
subject3_file_753,"[0, 6]",1.5670586115240797,1.0,0,1.9774744334820018,0.5895841780420776,0,2.5670586115240797,0,0.5895841780420776,0.5895841780420776
subject3_file_335,"[0, 4, 9]",3.4709545333954033,1.0,0.903895921871324,1.0,1.4934800999134015,0.903895921871324,0.9774744334820019,0,0.5895841780420776,1.4934800999134015
subject3_file_718,[4],1.4934800999134015,0,0,1.9774744334820018,1.4934800999134015,0,0.9774744334820019,0,0.5895841780420776,1.4934800999134015
subject3_file_855,"[4, 9]",0.5895841780420776,0,0,1.0,2.5670586115240797,0,0,0,0.5895841780420776,1.5670586115240797
subject3_file_850,[3],0.5895841780420776,0.9774744334820019,0,1.9774744334820018,0.5895841780420776,0,0.5895841780420776,0,0.5895841780420776,0.5895841780420776
subject3_file_901,"[3, 6]",0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_14,"[0, 6]",0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0.5895841780420776,0,0.5895841780420776,0.5895841780420776
subject3_file_85,"[0, 4, 9]",2.493480099913402,0.903895921871324,0,2.881370355353326,1.4934800999134015,0,1.5670586115240797,0,0.5895841780420776,0.5895841780420776
subject3_file_36,[4],1.0,1.5895841780420776,0,0,1.903895921871324,0,0,0,0,2.881370355353326
subject3_file_415,"[4, 9]",0.5895841780420776,0,0,0,2.5670586115240797,0,0,0,0.5895841780420776,2.5670586115240797
subject3_file_97,[3],0,0,0,1.9774744334820018,0,0,0,0,0,0
subject3_file_554,[3],0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_389,"[3, 6]",0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0,0,0.5895841780420776,0.5895841780420776
subject3_file_931,"[0, 6, 9]",0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0,0,0.5895841780420776,0.5895841780420776
subject3_file_893,"[4, 9]",1.9774744334820018,1.5895841780420776,0,1.5895841780420776,0.9774744334820019,0,0,0,0,0.9774744334820019
subject3_file_61,"[4, 9]",0,0.5895841780420776,0,0,2.881370355353326,0.9774744334820019,0,0,0,2.881370355353326
subject3_file_315,"[3, 9]",0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_34,[3],0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0,0,0.5895841780420776,0.5895841780420776
subject3_file_991,"[0, 3, 6]",0,0.5895841780420776,0,2.5670586115240797,0,0,0.9774744334820019,0,0,0
subject3_file_246,"[0, 4, 9]",0.5895841780420776,0,0,1.9774744334820018,1.4934800999134015,0,0,0,0.5895841780420776,1.4934800999134015
subject3_file_146,[4],1.5895841780420776,0,1.0,1.9774744334820018,2.493480099913402,0,0,0,0.5895841780420776,2.493480099913402
subject3_file_104,[4],0.5895841780420776,0,0,1.0,2.4709545333954033,0.903895921871324,0,0,1.4934800999134015,3.4709545333954033
subject3_file_264,[3],0,0.5895841780420776,0,1.9774744334820018,0,0,0,0,0,0
subject3_file_808,[3],0.5895841780420776,0,0,1.9774744334820018,0.5895841780420776,0,0.5895841780420776,0,0.5895841780420776,0.5895841780420776
subject3_file_827,"[0, 6]",2.5670586115240797,1.0,0,1.9774744334820018,0.5895841780420776,0,2.5670586115240797,0,0.5895841780420776,0.5895841780420776
subject3_file_973,"[0, 4, 9]",2.493480099913402,0,0.903895921871324,1.9774744334820018,1.4934800999134015,0.903895921871324,0.5895841780420776,0,0.5895841780420776,2.493480099913402
subject3_file_935,[4],2.493480099913402,0.903895921871324,1.0,1.9774744334820018,2.493480099913402,0,0.5895841780420776,0,0.5895841780420776,1.5895841780420776
subject3_file_609,"[4, 9]",0.5895841780420776,0,0,1.0,1.9774744334820018,0,0,0,0.5895841780420776,2.5670586115240797
subject3_file_216,[3],0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_829,"[3, 6]",0,0.5895841780420776,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_352,"[0, 6]",0,0.5895841780420776,0,1.9774744334820018,0,0,1.0,0,0,0
subject3_file_562,"[0, 4, 9]",2.881370355353326,1.5895841780420776,0,2.5670586115240797,0.903895921871324,0,0,0,0,0.903895921871324
subject3_file_231,"[4, 9]",1.5670586115240797,0,0,1.9774744334820018,1.4934800999134015,0,1.5670586115240797,0,0.5895841780420776,1.4934800999134015
subject3_file_525,[9],1.0,0.6522699834970703,0,1.6522699834970704,1.0,1.0,0,0,1.0,1.0
subject3_file_382,[3],0,0,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_526,"[1, 3]",1.0,1.9774744334820018,0,2.5670586115240797,0,0,0,0,0,0
subject3_file_949,[1],0.9774744334820019,1.9774744334820018,0,0,0.9774744334820019,0,0,0,0,0.5895841780420776
subject3_file_580,"[0, 1]",1.9774744334820018,1.9774744334820018,0,1.5895841780420776,1.9774744334820018,0,0,0,0,0
subject3_file_99,"[0, 1, 4]",1.9774744334820018,1.0,0,1.5895841780420776,0.9774744334820019,0,0,0,0,0.9774744334820019
subject3_file_610,"[0, 1, 3, 4]",0,0,0,2.5670586115240797,0,0,0,0,0,0
