ÉtÉ@ÉCÉã,ê≥â,ìÆçÏ1,ìÆçÏ2,ìÆçÏ3,ìÆçÏ4,ìÆçÏ5,ìÆçÏ6,ìÆçÏ7,ìÆçÏ8,ìÆçÏ9,ìÆçÏ10
subject1_file_622,[3],1.1245131337002388,1.4894743402613233,0.2407665079666925,1.1439251098623977,1.4454885359112775,0.26418643084175414,0.10287869446174551,0.8357814159961205,0.5612371968605747,0.5076431605987688
subject1_file_869,[3],0.8684784994673664,1.4508210481889021,0.09419020951419055,1.0368464193199909,1.0106653887888213,0.16615361835934195,0.11197764356551425,0.1358861754949285,0.1921858950252417,0.7084268084872932
subject1_file_807,"[0, 3, 6]",1.240483949957501,1.6421715724138801,0.13640865777639194,1.3488003212313109,0.9193918754542296,0.1278779525801897,0.2389431996588828,0.11541464442457808,0.05903918029811472,0.12342006246018603
subject1_file_463,"[0, 9]",1.6997925998322714,1.750966527372143,0.22381885561006237,0.845306333457192,2.0545475172831185,0.19246408633459375,0.17689558772388014,0.3024429311648509,0.30451064647196585,0.9649023060997395
subject1_file_830,"[4, 9]",2.154397236220815,2.637380886452612,0.16585568820945926,0.9702388232063561,2.1407122632002076,0.14905528276185406,0.11475304261416654,0.14733730681680873,0.060245246252612475,0.23914679787939752
subject1_file_272,"[4, 9]",2.7413492311704015,2.6208414467483214,0.3461205284078299,0.8019003031389773,2.562930461459693,0.312580831838947,0.211294286806307,0.23223608418485597,0.09322931909638354,0.29656722178536654
subject1_file_382,[9],0.2052175716336096,0.08187137597087435,0.09537081362908748,0.05548496743911213,1.4182327903151914,0.29986556505122386,0.07016325098541575,0.0929503782823396,0.14225605401365585,1.559556612028033
subject1_file_588,[3],1.9945545871592874,1.966140853274844,0.1816469307430077,1.4165762375918718,2.135951947541871,0.18317213273993693,0.26684666062481577,0.32930199861337306,0.14275886074383376,0.3612552523914754
subject1_file_140,[3],1.4771366527353673,1.5000276370033605,0.3680100279895312,1.2593086305149077,1.6014161775019762,0.34064738916971843,0.14928602551874964,0.611772419316972,0.726612080645101,1.119514141545017
subject1_file_213,"[0, 3, 6]",1.297256020810334,1.551829853538456,0.13162392502610387,1.4058873992912955,1.7720881321480373,0.11229590579449147,0.16446418570685747,0.23612217548880643,0.11964128546555854,0.7771725033240733
subject1_file_685,"[0, 9]",2.214452413063809,1.9906329467960908,0.394125084290902,0.7295688718534026,1.9292819409910766,0.40724224123257896,0.2349199698503944,0.230722721570579,0.16709407527967252,0.7906834470783926
subject1_file_389,"[4, 9]",1.858850984747622,2.42642738414548,0.17463846817328363,0.936394075803116,2.2255276726434063,0.15864989253526013,0.09771277807297862,0.1602013689026108,0.07183806213163534,0.3213742643507967
subject1_file_247,"[4, 9]",1.3808291803757817,1.3527331906429754,0.28160714440376294,0.4126774003780494,2.6411337339168286,0.3122508219102411,0.07297938881109091,0.2918587830785614,0.2684113195964276,1.6934648033106061
subject1_file_808,[3],1.3536350447104297,1.0435254290193274,0.2993707350347972,0.3676713991658485,1.4702947038354677,0.37945970234042425,0.19624010933717168,0.19871770481370393,0.109923143421999,0.6124255307264721
subject1_file_238,[3],0.5270661816749154,0.6674068900314091,0.062379904583271036,0.6963208407071446,0.9901393128125087,0.16593845084113928,0.06816520096098808,0.17669650801521133,0.2625090440844237,0.9674807245024274
subject1_file_985,"[0, 3, 6]",0.623568926895302,0.7120012421630652,0.08079116342150361,1.1333495469121952,0.6563654525645406,0.07237794476030036,0.16974273351522653,0.062285668165090034,0.04380947228019823,0.1772399167198525
subject1_file_499,"[0, 9]",1.4955190037938835,1.7938250837510141,0.06922284228282838,0.6422001555398309,1.790953404970273,0.0645489331864802,0.07487446767186448,0.11066390303553766,0.03072768470700768,0.3013950116594807
subject1_file_980,"[4, 9]",1.5309467540407988,1.0596523014874057,0.1640971018680412,0.40104892496330913,2.1018981460225756,0.153986959595873,0.22865784037303422,0.14506327773209315,0.05652607636841515,0.6945052965814783
subject1_file_310,"[4, 9]",0.9475885568319905,0.703070922424438,0.3102735138518822,0.9231544840916357,1.260365325229431,0.3244256418503652,0.18898289923782852,0.3280704907703205,0.3442215234533015,1.0215488422121404
subject1_file_618,[3],1.2593709975866776,1.1283057685959497,0.3826600724876606,1.1402961307400896,2.067986085656691,0.4791654233920039,0.26289608387388874,0.22298247417537553,0.1812359117844338,1.2821197267426214
subject1_file_780,"[3, 6]",1.2438454126802494,0.9538065598491319,0.19211905911837387,1.8377491717336294,1.46486984915534,0.23266205537357043,0.17977827733098478,0.29500430575582937,0.27249934813066945,0.8444695618984204
subject1_file_313,"[0, 6]",1.4328506661501952,1.776390036156297,0.13166692856417406,0.7881223028107188,1.708948836548841,0.11400604856995514,0.16295684878226585,0.19786033565142813,0.18202805323152724,0.9616044565691035
subject1_file_958,"[0, 9]",2.6346959077374423,2.4540502034352483,0.24925195344759593,0.94202367374545,2.230855854123476,0.2245563282866665,0.2263616760883259,0.26996911871256524,0.11434124076224358,0.2382478702953132
subject1_file_98,"[4, 9]",1.809766934303985,1.7927096254924542,0.19746919213833947,0.7702717104204516,2.122591848352317,0.19549276431861323,0.19577193937437695,0.22003357849224642,0.17411216431966198,0.7671459366652154
subject1_file_424,"[4, 9]",2.217747047225462,2.0754512234577724,0.2112774477145659,0.8720971803585362,2.054853255504792,0.22691496994759303,0.18996243353782394,0.2621540973168808,0.13813044336664906,0.44536382137000186
subject1_file_964,[3],1.391569424147932,1.4993991331206722,0.3343962915915233,0.8335753158723966,1.544389759232836,0.3017904039378363,0.07710699272979712,0.1694712119871148,0.10784110325341376,0.4067044636408359
subject1_file_884,[3],0.7923154103320327,1.1587702507576492,0.2148006014190376,1.3604189694459266,0.9095871697143815,0.2446114808262851,0.09488802015024642,0.19965755075110714,0.2103024408347697,0.6157152375303168
subject1_file_263,"[0, 3, 6]",1.9165712980811458,1.8046025940306571,0.33302916998950677,0.5385505884026717,1.8567596642459754,0.328017276699479,0.16447352716480368,0.19470713975830892,0.10496915112714925,0.32850226231686874
subject1_file_784,"[0, 9]",1.9842822839602001,2.2987026449024617,0.14660997312125387,1.1520340716501085,1.7885752539782245,0.13572905388814063,0.14880902452222697,0.22797240448351533,0.11745314803512977,0.28161780704662
subject1_file_684,"[4, 9]",1.7327737750200916,2.4505495185969823,0.0862735689275426,1.0423932238231077,1.641674335409662,0.08747730900514383,0.13156293880236553,0.11478690756849486,0.041962445400782956,0.22984158429969767
subject1_file_968,"[4, 9]",2.2975636480885644,2.4357948539187264,0.14936401172135272,1.0566710824632093,1.7869424170335388,0.13810691655303023,0.19538494204284187,0.21748079778429205,0.09393533958761871,0.21440323201807768
subject1_file_786,[9],1.5566268097740807,1.705423368230242,0.1241931680566295,1.0776611858825484,1.8950370359981206,0.15903997322792968,0.1390262435407258,0.14874139484355375,0.0724171413621233,0.5734981676973614
subject1_file_243,[3],1.0913926902407878,1.1653157022926128,0.1739049530984048,1.4775414187782716,1.0232372077551237,0.14988374185917916,0.25414550174965267,0.5204740431933622,0.20656463031643332,0.24586281541489485
subject1_file_957,[3],0.9594543078747708,0.7943054691436954,0.15870374391823638,1.2995326309734763,1.0717394102084357,0.1891142124560669,0.22522809600092314,0.15743356972270067,0.10011535565305629,0.46022482034638335
subject1_file_319,"[3, 6]",1.208136158814825,1.3809015207333613,0.2482660042179659,1.0988690963471122,1.1820595366782256,0.2698101881441962,0.19526724964844433,0.15431936848780042,0.08640726976116338,0.3945361044260598
subject1_file_853,"[0, 6, 9]",1.6234998229006128,1.6920126797872714,0.26537154078227865,0.9862550850673972,1.353756053897023,0.3163854298753942,0.11048063079488382,0.30274083514879135,0.38065989759976837,0.9491527303752532
subject1_file_11,"[4, 9]",2.2274178690768784,2.3034474955317314,0.22785770137661443,0.9038469127420727,2.1870230600033858,0.20932472920364217,0.13557975972411015,0.24622714781361316,0.12158414111303298,0.3433281571410216
subject1_file_814,"[4, 9]",1.9003895736803298,1.2817445644003587,0.31982135211288043,0.3481014288921055,2.88573093028488,0.6455615200980374,0.2755612210238052,0.2401297536784886,0.18778235318709954,1.5981025022852733
subject1_file_873,[3],1.0920615581488693,1.0611338771855636,0.10909918253197373,1.3593684769148018,0.8790289379514835,0.10416388964887865,0.1897502030349136,0.10754380056597303,0.05476420469461107,0.20699207679712706
subject1_file_513,"[1, 3]",0.565925670435464,0.9122396277251281,0.046639716919489066,1.3802121189308765,0.6750435919027069,0.047786285462702444,0.12624736203915105,0.056106362048110314,0.03576495175012718,0.3103826531787559
subject1_file_721,[1],1.1836677211834892,0.9173221106223908,0.12310322010884076,0.4634634049089653,1.5334557973182514,0.1502669417741713,0.42381622248116335,0.050600595482466273,0.032160887368040354,0.9305678918078114
subject1_file_204,"[0, 1, 4]",1.7236521875543085,1.628793124302947,0.0825426696737227,0.8647924040698047,2.042851873078199,0.0821175372748814,0.4328781973530044,0.10182457948242013,0.03169056836501648,0.5598579829863657
subject1_file_768,"[0, 1, 4]",1.646636209803571,1.1770781258247032,0.16057025725862933,0.4889437029488511,2.768259993657206,0.2857345618939905,0.14330789293627666,0.1977398862641524,0.16338365575480093,1.4967307594629573
subject1_file_254,"[1, 3, 4]",2.4833245195730886,1.6758982675005307,0.3266888747826654,0.4531296395603979,2.80116313249435,0.33743944768351103,0.5348746810013965,0.1737092265236051,0.06218794662621763,1.0579220379906158
subject1_file_536,"[3, 7, 8]",1.6022362864920943,1.2500389723841598,0.1884780213717133,1.6325956293918313,1.485923460653035,0.16372819948121795,0.26377443737949996,0.30768090470960907,0.1617244599082828,0.391903480999661
subject1_file_96,"[8, 9]",1.10666569509162,0.8753826055664423,0.19260200998365523,1.1870011686766353,1.5244850291703096,0.2092818745554147,0.178143255376696,0.40335128881769544,0.47090695254035575,1.277244755410815
subject1_file_37,[3],1.4995321584302808,1.7089273284743192,0.20616410330460058,0.8333287038231132,1.3402683408054823,0.2015068659944047,0.1802478092240011,0.11708870665992903,0.07368215727716179,0.27485214422715537
subject1_file_281,"[1, 3]",1.3458221594056434,1.8779778791523656,0.13819128870038688,0.7121622182092542,1.2591745315134202,0.12339100403084896,0.0907265097995012,0.07619396450353942,0.04822855991950913,0.21163367001617492
subject1_file_849,[1],1.0172390868362373,1.5744133842940866,0.07830427219678385,0.7483312204191732,0.8120381322924964,0.07143792690639318,0.13710481431405186,0.049801844753844554,0.03109670514695293,0.20560229014049503
subject1_file_485,"[0, 1, 4]",2.6483046954677003,2.2684460385213217,0.7343985037334765,0.491838393317339,2.5179757230464768,0.7709350265000857,0.19626916159409588,0.14564304771230757,0.07985900002850597,0.632423151840422
subject1_file_496,"[0, 1, 4]",1.9441992897014955,1.9465212312549491,0.2566295613118144,0.429794060131638,1.5854340637449453,0.22030456114689492,0.1778068702109994,0.11609023706403421,0.05218797107466464,0.17448010424673338
subject1_file_564,"[1, 3, 4]",2.58420496278087,2.2689385047250568,0.40662244042554374,0.7904950558540043,2.53393733463852,0.36861542970495637,0.26457795022643354,0.3220375921891817,0.1516553156427794,0.3433138301821922
subject1_file_871,"[3, 7, 8]",2.323023248062197,2.189467329794833,0.26713746235336433,1.028994310997021,2.048387618416812,0.2268904416775666,0.231710116988644,0.2956556466730214,0.16638514014687503,0.28942280842595414
subject1_file_743,"[8, 9]",1.249679521524632,1.0853623516495625,0.17990479289036357,0.45777278596876675,1.7459930197936784,0.18076524177587722,0.20653091111210775,0.2798115503753035,0.25093452502155533,1.0812060287749814
subject1_file_417,[3],1.3498318462901495,1.0707987575099396,0.344952160136505,1.0693690417155868,1.5490912583432435,0.36575759373628447,0.2315052657087217,0.6249005411228625,0.35704697235461724,0.6435043925583177
subject1_file_39,"[1, 3]",1.1316242254676951,0.4814726911200213,0.27818205840496535,0.23807163457013225,1.8829694892574098,0.4635948428734558,0.4934110683312716,0.25141153153272133,0.2764227412388629,1.4479278119555539
subject1_file_858,"[0, 1, 2]",1.9922215392208968,1.177751672291854,0.17651591931788993,0.8239633224622439,2.181282501990725,0.22728864668096005,0.5141483162661575,0.22794422508363005,0.11911564261943167,1.0894816066271642
subject1_file_353,"[2, 4, 5, 9]",1.8632382765915594,1.4844321883568785,0.12009881736440078,1.021100081324902,2.2759170371385773,0.13376324131486572,0.30896449552602745,0.1374885496631892,0.05757883851212503,0.6724475267275829
subject1_file_979,[3],0.6610974114639576,0.6126403011131719,0.08556861743361968,1.3533547480301757,0.9058760084986819,0.09386688976436235,0.4858784340072828,0.047167685032624584,0.04266704260918279,0.6099965283182969
subject1_file_348,[3],1.7026353435303014,1.0607838118057884,0.7199751638874788,1.5745547962094943,1.6737363592861452,0.8685614687733185,0.22634550601575665,0.24530645909851737,0.20365961329152799,1.1616146725846734
subject1_file_302,"[0, 1, 2, 3]",2.1621415761059573,1.5744239476075896,0.20015517694045995,0.5879053530364864,2.5056567225204267,0.1896765143059844,0.5708056510742748,0.1539799561533353,0.046451312546009024,0.8124751346956953
subject1_file_570,"[2, 4, 5, 9]",2.2689546469155006,1.2265211065948516,0.6855752641878645,0.3050231750920682,2.7769587853662254,0.8496072242188986,0.4923918744916967,0.1719401479034126,0.11529814390765349,1.576820185095204
subject1_file_162,[3],0.5528338439688982,0.6536917720728711,0.05114183598269137,1.9070420874625547,0.4867925351194874,0.054289017181812754,0.2148031665037854,0.0756670791474347,0.06860171352809058,0.2630135996438732
subject1_file_969,[3],0.6009220044360004,0.3932932258916957,0.3345722402742116,1.0245302269360306,1.1753542938811805,0.4292784925523757,0.099222888802172,0.22218276738481896,0.2738491471921881,1.0899294849081451
