X,Y,Z
1.6953125,2.18945313,1.25878906
1.45214844,2.22460938,1.33496094
1.33886719,2.38476563,1.31054688
1.20019531,2.45507813,1.31640625
1.07617188,2.41210938,1.45214844
0.92431641,2.234375,1.43945313
0.63037109,1.90820313,1.32910156
0.50927734,1.50683594,1.21289063
0.48510742,1.39257813,0.79785156
0.22705078,1.6875,0.44775391
-0.12414551,1.9609375,0.13806152
-0.56982422,2.25195313,-0.29785156
-0.95117188,2.61132813,-0.72265625
-1.10351563,2.8359375,-1.21972656
-1.35058594,2.8203125,-1.66699219
-1.32226563,2.6328125,-1.76660156
-0.97119141,2.41015625,-1.71289063
-0.72949219,2.17773438,-1.76074219
-0.58984375,1.9140625,-1.76953125
-0.48706055,1.69824219,-1.66601563
-0.44067383,1.28710938,-1.40917969
-0.46557617,0.63183594,-1.05273438
-0.41333008,-0.05685425,-0.79638672
-0.51074219,-0.84814453,-0.52636719
-0.64208984,-1.52148438,-0.21179199
-0.68554688,-1.95800781,0.00923157
-0.83789063,-2.11914063,0.22143555
-1.06542969,-2.24804688,0.32421875
-1.17480469,-2.24414063,0.36157227
-1.16894531,-1.875,0.28637695
-1.10742188,-1.35449219,-0.07080078
-1.13085938,-1.08007813,-0.51318359
-1.23730469,-1.22949219,-0.82958984
-1.16699219,-1.4375,-1.18652344
-0.92773438,-1.23828125,-1.34863281
-0.61230469,-0.87158203,-1.11523438
-0.33056641,-0.49609375,-0.81445313
-0.1083374,-0.29541016,-0.54541016
0.03625488,-0.46337891,-0.30786133
0.09576416,-0.83496094,0.03433228
0.36108398,-0.81640625,0.30444336
0.6640625,-0.5390625,0.50878906
0.51855469,-0.48193359,0.82275391
0.40942383,-0.29370117,1.33691406
0.65820313,-0.28564453,1.20507813
0.87109375,-0.30419922,1.09375
0.85644531,-0.46411133,1.37304688
0.90185547,-0.69824219,1.67578125
1.01855469,-0.84570313,1.65625
1.08398438,-0.83691406,1.45703125
1.0,-0.94335938,1.44042969
1.07519531,-0.95361328,1.34863281
1.14746094,-0.76269531,1.36230469
1.12011719,-0.59619141,1.41894531
1.1171875,-0.44384766,1.24121094
1.06542969,-0.33203125,0.93652344
0.93994141,-0.29418945,0.92529297
0.95117188,-0.04846191,0.97167969
0.98339844,0.48461914,0.91357422
0.80126953,0.91455078,0.91113281
0.6171875,1.18652344,0.97314453
0.48120117,1.26367188,0.85498047
0.36181641,1.3515625,0.66796875
0.2512207,1.54589844,0.56640625
0.16320801,1.57226563,0.49707031
-0.0027504,1.3515625,0.44335938
-0.1361084,1.34082031,0.21875
-0.07556152,1.45507813,-0.051391599999999996
-0.07226563,1.78027344,-0.17712402
-0.14904785,2.37109375,-0.22143555
-0.47070313,2.93554688,-0.29101563
-0.89990234,3.2578125,-0.4296875
-1.31347656,3.23828125,-0.68310547
-1.56054688,2.78515625,-0.85449219
-1.49707031,2.14648438,-1.01855469
-1.21875,1.75683594,-1.12207031
-1.06054688,1.63476563,-1.10253906
-1.14453125,1.55566406,-0.93457031
-1.05859375,1.60742188,-0.80078125
-0.90966797,1.65917969,-0.64160156
-0.83837891,1.13769531,-0.20166016
-0.74023438,0.41137695,0.13134766
-0.30541992,0.05450439,0.13684082
-0.04595947,-0.46020508,0.4543457
-0.00522232,-1.1015625,0.47094727
0.14184570000000002,-1.40625,0.24389648
0.32226563,-1.04101563,0.06677246
0.04260254,-1.06054688,0.140625
-0.21264648,-1.37402344,0.27685547
-0.34082031,-1.57519531,-0.09185791
-0.34814453,-1.58007813,-0.52490234
-0.25439453,-1.22265625,-0.94287109
-0.51611328,-1.21972656,-1.20800781
-0.60009766,-1.29296875,-1.67773438
-0.67480469,-1.71875,-2.18945313
-0.73388672,-2.04882813,-1.91503906
-0.66015625,-1.88769531,-1.16894531
-0.52880859,-1.82226563,-0.54052734
-0.52294922,-2.0546875,0.02989197
-0.55810547,-1.91699219,0.34960938
-0.53417969,-1.38378906,0.30004883
-0.84960938,-1.40136719,0.23840332
-1.1640625,-1.6875,-0.04220581
-1.33007813,-1.94628906,-0.31811523
-1.46582031,-2.25585938,-0.51416016
-1.765625,-2.59375,-0.62841797
-1.95410156,-2.74609375,-0.90527344
-2.04882813,-2.7265625,-1.32617188
-2.12695313,-2.4609375,-1.7421875
-2.13085938,-1.89941406,-2.0
-2.13671875,-1.46972656,-1.97753906
-2.2265625,-1.28320313,-1.80371094
-2.28320313,-1.14160156,-1.58789063
-2.22851563,-0.96923828,-1.4296875
-2.1015625,-0.78808594,-1.4140625
-2.12695313,-0.99804688,-1.36425781
-2.36132813,-1.35742188,-1.29785156
-2.44335938,-1.28222656,-1.39550781
-2.34179688,-0.98681641,-1.52832031
