X,Y,Z
-0.42602539,-1.48339844,-0.83154297
-0.53857422,-1.7421875,-1.00585938
-0.68701172,-2.29882813,-0.89892578
-0.67675781,-2.47070313,-0.85058594
-0.56591797,-1.90917969,-0.69824219
-0.71240234,-1.76855469,-0.35302734
-0.71142578,-1.79394531,-0.33178711
-0.73144531,-1.84765625,-0.19421387
-0.88134766,-2.22460938,0.04272461
-0.90673828,-2.51953125,0.0534668
-0.88427734,-2.4296875,-0.030548099999999998
-0.98339844,-2.02929688,0.08062744
-1.00390625,-2.08984375,0.1295166
-0.82714844,-2.21484375,-0.17578125
-0.61914063,-1.81640625,-0.4074707
-0.49780273,-1.41894531,-0.02891541
-0.37792969,-1.49414063,0.27246094
-0.08654785,-1.37890625,-0.32397461
-0.2154541,-0.78466797,-0.93164063
-0.56835938,-1.52636719,-0.1282959
-0.14990234,-2.4375,-0.07537842
-0.16833496,-2.61914063,-0.54199219
-0.44140625,-2.58398438,-0.74804688
-0.515625,-2.58789063,-0.86962891
-0.78125,-2.4765625,-1.09863281
-0.95654297,-2.36328125,-0.29614258
-1.07617188,-2.63085938,0.55712891
-0.69726563,-2.61328125,0.40991211
-0.56884766,-2.23242188,0.09790039
-0.78662109,-2.38085938,-0.0925293
-0.56542969,-2.65429688,-0.42333984
-0.42602539,-2.45898438,-0.28955078
-0.65869141,-2.68554688,-0.28222656
-0.69921875,-3.15429688,-0.08087158
-0.68115234,-3.10351563,-0.27734375
-0.734375,-2.79101563,-0.68261719
-0.93603516,-2.27929688,-0.13574219
-0.89794922,-2.06445313,0.26269531
-0.69384766,-1.89355469,-0.08557129
-0.72460938,-1.84082031,0.10687256
-0.83935547,-1.80273438,0.32885742
-0.89208984,-2.015625,0.2668457
-0.74072266,-2.30859375,-0.0949707
-0.70654297,-2.18554688,-0.63134766
-0.69628906,-1.66699219,-0.79052734
-0.69970703,-1.51660156,-0.50683594
-0.61865234,-1.76660156,-0.15527344
-0.49853516,-2.03515625,-0.10101318
-0.51953125,-1.99121094,-0.25219727
-0.61572266,-1.65820313,-0.34643555
-0.63134766,-1.5703125,-0.36157227
-0.59667969,-1.74707031,-0.46020508
-0.59912109,-1.92773438,-0.39306641
-0.59082031,-2.06054688,-0.49169922
-0.57177734,-1.78417969,-0.58056641
-0.66259766,-1.54785156,-0.42163086
-0.70898438,-2.52539063,-0.40258789
-0.61376953,-2.7421875,-0.89550781
-0.72900391,-2.43359375,-0.96435547
-0.84765625,-2.15429688,-0.57324219
-0.7421875,-2.16210938,-0.22546387
-0.81591797,-2.51367188,0.05908203
-0.77392578,-2.96875,-0.00717926
-0.71679688,-2.83789063,-0.76269531
-0.73291016,-2.31054688,-0.91796875
-0.82617188,-1.96679688,-0.25683594
-0.66503906,-2.16210938,-0.10430908
-0.50537109,-2.2265625,-0.19250488
-0.62402344,-2.00585938,0.01612854
-0.49389648,-2.12304688,0.07415771
-0.34912109,-2.46484375,-0.10845947
-0.20446777,-2.24609375,0.08691406
-0.25292969,-2.20703125,0.23303223
-0.35449219,-2.09765625,-0.46630859
-0.60791016,-1.58886719,-0.50683594
-0.66748047,-1.50878906,-0.01425934
-0.71337891,-2.38085938,-0.01576233
-0.60986328,-2.76367188,-0.25292969
-0.94970703,-2.16796875,-0.53076172
-0.99755859,-1.73046875,-0.03829956
-0.77246094,-1.78027344,0.25195313
-0.60449219,-2.1953125,0.13806152
-0.7890625,-2.671875,0.06115723
-0.64697266,-3.04492188,-0.40185547
-0.6328125,-2.65039063,-0.66796875
-0.79589844,-2.10546875,-0.20678711
-0.66357422,-1.9921875,-0.39550781
-0.66308594,-1.59082031,-0.55273438
-0.73974609,-1.37207031,-0.18701172
-0.60986328,-1.61230469,-0.23498535
-0.78173828,-2.19335938,-0.72998047
-0.82421875,-3.33789063,-0.31396484
-0.22216797,-3.25,-0.27807617
-0.74560547,-2.49414063,-0.33007813
-0.48486328,-3.08007813,-0.04696655
-0.56445313,-3.20507813,-0.24047852
-0.77148438,-2.87109375,-0.46826172
-0.81201172,-2.12695313,-0.44262695
-0.59667969,-1.27050781,-0.06292725
