X,Y,Z
0.22766113,0.040802,-0.24719238
0.55615234,1.11132813,-0.27612305
0.94775391,2.22265625,-0.19055176
1.15625,2.4375,-0.01087189
0.91308594,1.65234375,0.11694336
0.60449219,0.75390625,0.36083984
0.47290039,0.31567383,0.55078125
0.50585938,0.42602539,0.50439453
0.37304688,0.62646484,0.4230957
0.2824707,0.52929688,0.24963379
0.36572266,0.35961914,0.00577164
0.42407227,0.31274414,-0.13171387
0.39624023,0.25585938,-0.10968018
0.45507813,0.33886719,0.00568771
0.53027344,0.42993164,0.07397461
0.46533203,0.41918945,0.06378174
0.31323242,0.23278809,0.06579589999999999
0.21728516,-0.11419678,0.04367065
0.21130371,-0.20275879,0.0531311
0.17773438,-0.17126465,-0.06390381
0.16967773,-0.26464844,-0.39672852
0.23083496,0.02038574,-0.54931641
0.20202637,0.47607422,-0.48242188
0.14306641,0.49365234,-0.30200195
0.16601563,0.39111328,-0.15722656
0.12890625,0.17871094,-0.17565918
0.03512573,0.14892578,-0.13598633
-0.01574707,0.42553711,-0.03900146
-0.08258057,0.54882813,0.0458374
-0.17492676,0.45996094,0.12927246
-0.26879883,0.07684326,0.16809082
-0.33764648,-0.34472656,0.14758301
-0.27612305,-0.15051270000000003,0.09228516
-0.39135742,0.13122559,-0.28100586
-0.57373047,0.10455322,-0.56933594
-0.69189453,-0.07684326,-0.75927734
-0.67382813,-0.19274902,-0.56835938
-0.60449219,-0.16198729999999997,-0.26733398
-0.5390625,-0.12359619,-0.08221436
-0.48974609,-0.27783203,-0.00954437
-0.49780273,-0.59960938,-0.12097168
-0.54882813,-0.74072266,-0.26123047
-0.515625,-0.62255859,-0.44921875
-0.26855469,-0.19372559,-0.50732422
0.07025146,0.08648682,-0.58105469
0.16674805,0.00590134,-0.43334961
0.03851318,-0.69921875,0.00380516
-0.10357666,-1.39648438,0.01976013
-0.24414063,-1.70605469,-0.23010254
-0.05700684,-1.30566406,-0.45019531
0.22839355,0.53515625,-0.33178711
0.36376953,0.89941406,-0.31103516
0.36450195,0.87744141,-0.22802734
0.40820313,0.87158203,0.01151276
0.57568359,1.07714844,0.35009766
0.78759766,0.97802734,0.45996094
1.05957031,0.94091797,0.23364258
1.16992188,0.88037109,0.01063538
0.92675781,0.68261719,-0.05670166
0.76953125,0.74169922,0.03854369999999999
0.88574219,0.95068359,0.19799805
0.94873047,0.8984375,0.21154785
0.93212891,0.75732422,0.29443359
0.89013672,0.92578125,0.44165039
1.15820313,1.40234375,0.55078125
1.09667969,1.39550781,0.58496094
1.00292969,0.86035156,0.58349609
0.74853516,0.55517578,0.671875
0.74121094,0.9453125,0.47192383
0.9921875,1.43847656,0.23510742
0.79101563,1.17089844,0.22595215
0.55761719,1.20019531,0.14416504
0.48632813,1.50976563,0.05462646
0.29760742,1.40332031,0.23815918
0.03579712,0.91552734,0.34008789
0.16625977,0.74316406,0.38500977
0.51464844,1.06835938,0.29394531
0.70751953,1.19628906,0.25830078
0.73339844,0.96386719,0.11724854
0.58984375,0.92822266,0.17321777
0.65820313,1.03027344,0.14697266
0.75634766,0.96191406,0.11761475
0.63769531,0.84326172,0.09161377
0.62304688,0.74316406,0.15393066
0.84960938,1.18066406,0.09399414
0.88525391,1.18847656,0.12390137
0.86914063,0.95849609,0.12011719
0.67041016,0.91162109,0.23535156
0.45556641,0.54345703,0.26831055
0.4074707,0.06329346,0.21228027
0.40698242,-0.00069141,0.2746582
0.30004883,0.06408691,0.27294922
0.16943359,0.19689941,0.38549805
0.09008789,0.37548828,0.43164063
0.02947998,0.61474609,0.52636719
-0.06234741,0.82519531,0.66015625
-0.04858398,0.95214844,0.66552734
-0.15332031,0.95996094,0.59326172
-0.2130127,0.70166016,0.56347656
-0.28271484,0.29272461,0.40258789
-0.28442383,0.20300293,0.21313477
-0.24902344,0.22338867,0.12304688
-0.26220703,0.36425781,0.16931152
-0.31445313,0.41601563,0.22119141
-0.25756836,0.43554688,0.31225586
-0.30029297,0.52539063,0.42382813
-0.31787109,0.46118164,0.40014648
-0.22399902,0.41479492,0.28710938
-0.10968018,0.42553711,0.32177734
-0.0894165,0.39135742,0.35302734
-0.09313965,0.24743652,0.39013672
0.01534271,0.25512695,0.36572266
0.05868530000000001,0.2746582,0.28564453
0.12512207,0.10528564,0.16394043
0.30078125,0.12133789,0.16613770000000003
0.44970703,0.22302246,0.17614746
0.47436523,0.21398926,0.07720947
0.39575195,0.265625,-0.00222588
0.36914063,0.32910156,0.04983521
0.39477539,0.36791992,0.13916016
0.38720703,0.49511719,0.15478516
0.29394531,0.61474609,0.25683594
0.19165039,0.59130859,0.20190429999999998
0.17211914,0.68798828,0.01945496
0.13684082,0.84765625,-0.15551758
0.07525635,0.87646484,-0.22473145
0.01212311,0.78564453,-0.17358398
-0.03491211,0.63330078,-0.06402588
-0.12023926,0.32519531,-0.17004395
-0.26708984,-0.05682373,-0.03640747
-0.1484375,-0.20019531,0.0028553000000000003
-0.04653931,0.05725098,0.01117706
-0.04449463,0.15405273,0.05661011
0.01081848,-0.01576233,0.13549805
0.07653809,-0.08508301,0.40454102
0.18176270000000003,0.02290344,0.45922852
0.29443359,0.23876953,0.40356445
0.40283203,0.28881836,0.37841797
0.45996094,0.32666016,0.35009766
0.45361328,0.53222656,0.18859863
0.37768555,0.71923828,0.10736084
0.25561523,0.60498047,0.19445801
0.33227539,0.63867188,0.21374512
0.37475586,0.89257813,0.24621582
0.40600586,0.89599609,0.40527344
0.29345703,0.59521484,0.42236328
0.08404541,0.28710938,0.36987305
0.09558105,0.2722168,0.32958984
0.14538574,0.38769531,0.32861328
0.07495117,0.32324219,0.46362305
0.14001465,0.42407227,0.37524414
0.14697266,0.60644531,0.14953613
0.12316895,0.65136719,-0.10772705
0.07427979,0.49365234,-0.10656738
0.15417479999999997,0.52832031,-0.05749512
0.17333984,0.38549805,-0.1907959
0.05654907,0.18249512,-0.38769531
-0.00816345,0.09356689,-0.21447754
0.20751953,0.11877441,-0.05862427
0.15710449,0.19714355,0.01480103
-0.09039307,0.21789551,0.04022217
-0.09320068,0.515625,0.16516113
0.29077148,0.59912109,0.13439941
0.15039063,0.58398438,0.13891602
0.23144531,0.84375,0.13586426
0.28588867,0.84277344,0.14453125
0.22802734,0.81689453,0.26928711
0.19372559,0.61962891,0.38745117
0.16186523,0.2890625,0.59960938
0.18481445,0.10357666,0.72753906
0.14404297,0.23559570000000005,0.75292969
0.26586914,0.46191406,0.76708984
0.37084961,0.58251953,0.67236328
0.32836914,0.54785156,0.72363281
0.48339844,0.81152344,0.61621094
0.45996094,0.85644531,0.61425781
0.61962891,0.91601563,0.42626953
0.47631836,0.92724609,0.56787109
0.59130859,1.05957031,0.71484375
0.48388672,0.97167969,0.69970703
0.03292847,-0.26318359,0.92089844
0.27197266,-0.13903809,0.91601563
0.13330078,0.06359863,1.01367188
0.11236572,0.06530762,0.95996094
0.19519043,0.41308594,0.79589844
0.31542969,0.61865234,0.53076172
0.35693359,0.54541016,0.27050781
0.35107422,0.38623047,0.13500977
0.30615234,0.18688965,-0.11016846
0.09338379,-0.10205078,-0.38476563
-0.01689148,-0.20117188,-0.43139648
0.02978516,-0.03146362,-0.52832031
0.11633301,0.32275391,-0.57861328
-0.15100098,0.140625,-0.55908203
-0.01437378,0.3659668,-0.31567383
-0.06518555,0.77099609,-0.24694824
-0.16174316,0.89306641,-0.40380859
-0.25610352,0.50878906,-0.56445313
-0.17980957,0.31005859,-0.72900391
-0.11352539,0.22094727,-0.88183594
-0.12164307,0.12609863,-1.01367188
-0.18469238,-0.06567383,-1.12402344
-0.23376465,-0.14453125,-1.08789063
-0.23327637,0.02145386,-1.12792969
-0.29785156,-0.01337433,-1.06835938
-0.27392578,-0.06994629,-0.87548828
-0.19470215,-0.10174561,-0.67041016
-0.23449707,-0.39599609,-0.47900391
-0.29345703,-0.66699219,-0.38696289
-0.28564453,-0.37573242,-0.390625
-0.22106934,0.0916748,-0.41577148
-0.17309570000000002,0.39453125,-0.40527344
-0.14184570000000002,0.44677734,-0.15881348
-0.03366089,0.30151367,-0.2286377
0.00648117,0.33911133,-0.32958984
0.0350647,0.53466797,-0.36401367
0.05426025,0.43530273,-0.41552734
0.09350586,0.33032227,-0.57763672
0.14929199,0.58447266,-0.64111328
0.13269043,0.77636719,-0.48999023
0.10626221,0.76416016,-0.32763672
0.22766113,0.040802,-0.24719238
0.55615234,1.11132813,-0.27612305
0.94775391,2.22265625,-0.19055176
1.15625,2.4375,-0.01087189
0.91308594,1.65234375,0.11694336
0.60449219,0.75390625,0.36083984
0.47290039,0.31567383,0.55078125
0.50585938,0.42602539,0.50439453
0.37304688,0.62646484,0.4230957
0.2824707,0.52929688,0.24963379
0.36572266,0.35961914,0.00577164
0.42407227,0.31274414,-0.13171387
0.39624023,0.25585938,-0.10968018
0.45507813,0.33886719,0.00568771
0.53027344,0.42993164,0.07397461
0.46533203,0.41918945,0.06378174
0.31323242,0.23278809,0.06579589999999999
0.21728516,-0.11419678,0.04367065
0.21130371,-0.20275879,0.0531311
0.17773438,-0.17126465,-0.06390381
0.16967773,-0.26464844,-0.39672852
0.23083496,0.02038574,-0.54931641
0.20202637,0.47607422,-0.48242188
0.14306641,0.49365234,-0.30200195
0.16601563,0.39111328,-0.15722656
0.12890625,0.17871094,-0.17565918
0.03512573,0.14892578,-0.13598633
-0.01574707,0.42553711,-0.03900146
-0.08258057,0.54882813,0.0458374
-0.17492676,0.45996094,0.12927246
-0.26879883,0.07684326,0.16809082
-0.33764648,-0.34472656,0.14758301
-0.27612305,-0.15051270000000003,0.09228516
-0.39135742,0.13122559,-0.28100586
-0.57373047,0.10455322,-0.56933594
-0.69189453,-0.07684326,-0.75927734
-0.67382813,-0.19274902,-0.56835938
-0.60449219,-0.16198729999999997,-0.26733398
-0.5390625,-0.12359619,-0.08221436
-0.48974609,-0.27783203,-0.00954437
-0.49780273,-0.59960938,-0.12097168
-0.54882813,-0.74072266,-0.26123047
-0.515625,-0.62255859,-0.44921875
-0.26855469,-0.19372559,-0.50732422
0.07025146,0.08648682,-0.58105469
0.16674805,0.00590134,-0.43334961
0.03851318,-0.69921875,0.00380516
-0.10357666,-1.39648438,0.01976013
-0.24414063,-1.70605469,-0.23010254
-0.05700684,-1.30566406,-0.45019531
0.22839355,0.53515625,-0.33178711
0.36376953,0.89941406,-0.31103516
0.36450195,0.87744141,-0.22802734
0.40820313,0.87158203,0.01151276
0.57568359,1.07714844,0.35009766
0.78759766,0.97802734,0.45996094
1.05957031,0.94091797,0.23364258
1.16992188,0.88037109,0.01063538
0.92675781,0.68261719,-0.05670166
0.76953125,0.74169922,0.03854369999999999
0.88574219,0.95068359,0.19799805
0.94873047,0.8984375,0.21154785
0.93212891,0.75732422,0.29443359
0.89013672,0.92578125,0.44165039
1.15820313,1.40234375,0.55078125
1.09667969,1.39550781,0.58496094
1.00292969,0.86035156,0.58349609
0.74853516,0.55517578,0.671875
0.74121094,0.9453125,0.47192383
0.9921875,1.43847656,0.23510742
0.79101563,1.17089844,0.22595215
0.55761719,1.20019531,0.14416504
0.48632813,1.50976563,0.05462646
0.29760742,1.40332031,0.23815918
0.03579712,0.91552734,0.34008789
0.16625977,0.74316406,0.38500977
0.51464844,1.06835938,0.29394531
0.70751953,1.19628906,0.25830078
0.73339844,0.96386719,0.11724854
0.58984375,0.92822266,0.17321777
0.65820313,1.03027344,0.14697266
0.75634766,0.96191406,0.11761475
0.63769531,0.84326172,0.09161377
0.62304688,0.74316406,0.15393066
0.84960938,1.18066406,0.09399414
0.88525391,1.18847656,0.12390137
0.86914063,0.95849609,0.12011719
0.67041016,0.91162109,0.23535156
0.45556641,0.54345703,0.26831055
0.4074707,0.06329346,0.21228027
0.40698242,-0.00069141,0.2746582
0.30004883,0.06408691,0.27294922
0.16943359,0.19689941,0.38549805
0.09008789,0.37548828,0.43164063
0.02947998,0.61474609,0.52636719
-0.06234741,0.82519531,0.66015625
-0.04858398,0.95214844,0.66552734
-0.15332031,0.95996094,0.59326172
-0.2130127,0.70166016,0.56347656
-0.28271484,0.29272461,0.40258789
-0.28442383,0.20300293,0.21313477
-0.24902344,0.22338867,0.12304688
-0.26220703,0.36425781,0.16931152
-0.31445313,0.41601563,0.22119141
-0.25756836,0.43554688,0.31225586
-0.30029297,0.52539063,0.42382813
-0.31787109,0.46118164,0.40014648
-0.22399902,0.41479492,0.28710938
-0.10968018,0.42553711,0.32177734
-0.0894165,0.39135742,0.35302734
-0.09313965,0.24743652,0.39013672
0.01534271,0.25512695,0.36572266
0.05868530000000001,0.2746582,0.28564453
0.12512207,0.10528564,0.16394043
0.30078125,0.12133789,0.16613770000000003
0.44970703,0.22302246,0.17614746
0.47436523,0.21398926,0.07720947
0.39575195,0.265625,-0.00222588
0.36914063,0.32910156,0.04983521
0.39477539,0.36791992,0.13916016
0.38720703,0.49511719,0.15478516
0.29394531,0.61474609,0.25683594
0.19165039,0.59130859,0.20190429999999998
0.17211914,0.68798828,0.01945496
0.13684082,0.84765625,-0.15551758
0.07525635,0.87646484,-0.22473145
0.01212311,0.78564453,-0.17358398
-0.03491211,0.63330078,-0.06402588
-0.26708984,-0.05682373,-0.03640747
-0.1484375,-0.20019531,0.0028553000000000003
-0.04653931,0.05725098,0.01117706
-0.04449463,0.15405273,0.05661011
0.01081848,-0.01576233,0.13549805
0.07653809,-0.08508301,0.40454102
0.18176270000000003,0.02290344,0.45922852
0.29443359,0.23876953,0.40356445
0.40283203,0.28881836,0.37841797
0.45996094,0.32666016,0.35009766
0.45361328,0.53222656,0.18859863
0.37768555,0.71923828,0.10736084
0.25561523,0.60498047,0.19445801
0.33227539,0.63867188,0.21374512
0.37475586,0.89257813,0.24621582
0.40600586,0.89599609,0.40527344
0.29345703,0.59521484,0.42236328
0.08404541,0.28710938,0.36987305
0.09558105,0.2722168,0.32958984
0.14538574,0.38769531,0.32861328
0.07495117,0.32324219,0.46362305
0.14001465,0.42407227,0.37524414
0.14697266,0.60644531,0.14953613
0.12316895,0.65136719,-0.10772705
0.07427979,0.49365234,-0.10656738
0.15417479999999997,0.52832031,-0.05749512
0.17333984,0.38549805,-0.1907959
0.05654907,0.18249512,-0.38769531
-0.00816345,0.09356689,-0.21447754
0.20751953,0.11877441,-0.05862427
0.15710449,0.19714355,0.01480103
-0.09039307,0.21789551,0.04022217
-0.09320068,0.515625,0.16516113
0.29077148,0.59912109,0.13439941
0.15039063,0.58398438,0.13891602
0.23144531,0.84375,0.13586426
0.28588867,0.84277344,0.14453125
0.22802734,0.81689453,0.26928711
0.19372559,0.61962891,0.38745117
0.16186523,0.2890625,0.59960938
0.18481445,0.10357666,0.72753906
0.14404297,0.23559570000000005,0.75292969
0.26586914,0.46191406,0.76708984
0.37084961,0.58251953,0.67236328
0.32836914,0.54785156,0.72363281
0.48339844,0.81152344,0.61621094
0.45996094,0.85644531,0.61425781
0.61962891,0.91601563,0.42626953
0.47631836,0.92724609,0.56787109
0.59130859,1.05957031,0.71484375
0.48388672,0.97167969,0.69970703
0.03292847,-0.26318359,0.92089844
0.27197266,-0.13903809,0.91601563
0.13330078,0.06359863,1.01367188
0.11236572,0.06530762,0.95996094
0.19519043,0.41308594,0.79589844
0.31542969,0.61865234,0.53076172
0.35693359,0.54541016,0.27050781
0.35107422,0.38623047,0.13500977
0.30615234,0.18688965,-0.11016846
0.09338379,-0.10205078,-0.38476563
-0.01689148,-0.20117188,-0.43139648
0.02978516,-0.03146362,-0.52832031
0.11633301,0.32275391,-0.57861328
-0.15100098,0.140625,-0.55908203
-0.01437378,0.3659668,-0.31567383
-0.06518555,0.77099609,-0.24694824
-0.16174316,0.89306641,-0.40380859
-0.25610352,0.50878906,-0.56445313
-0.17980957,0.31005859,-0.72900391
-0.11352539,0.22094727,-0.88183594
