,recipe,label,mean_X,mean_Y,mean_Z,var_X,var_Y,var_Z
0,sandwich,Take,-0.2126146489717742,0.6739902595564501,-0.7992562419455606,3.500706380027865,2.133266637767301,2.0016804540299264
1,sandwich,Take,-1.474395672391515,1.1087687677800175,-1.0658953363975738,1.9368626206084671,3.5056282507282717,2.2321289927384314
2,sandwich,Take,-0.07822206057324828,0.18608977609341829,-0.08534621282377941,2.322593787776684,2.3355831083162912,1.495649691657538
3,sandwich,Take,0.01992005354124747,0.18856648813883306,0.158530724778672,1.8151648012006543,2.0957595014547903,1.9817221265470555
4,sandwich,Take,0.1884359362061857,0.1713584865876293,-0.09006302173195845,3.689595690209902,2.692000032625022,3.706345294732973
5,sandwich,Take,0.012130006750250442,0.15973292968906722,0.03319272762286853,4.072516169511706,3.1673377989057117,2.430865542254606
6,sandwich,Take,-0.09368807901132849,0.042412904335736454,-0.3324951855303817,2.844534216565194,2.7051413766305066,1.9817057043734254
7,sandwich,Take,-0.2569533455040326,0.21158947777217746,-0.21989998075604836,2.2965536668792508,3.039899306307954,2.694222635693668
8,sandwich,Take,-0.15119381978959015,-0.012318425171650048,-0.30390379424141784,3.654775852518167,2.808363927281739,2.2016467354428295
9,sandwich,Take,-0.16088366313508054,0.004323508981854779,-0.015275989959677341,2.3251029933858613,1.4920600422281758,1.447113007181533
10,sandwich,Take,-0.42027203045502665,-0.6433530944550264,-1.4290309693862362,3.3345351284910385,2.7163648687899085,2.1440867027827046
11,sandwich,Take,-0.366637000080808,-0.6198822931515141,-1.041149016525249,1.0580300581859856,1.3192226415001589,1.131325067471677
12,fruitsalad,Take,-0.18874876368421062,0.34878510336842156,-0.46792912354736843,4.471903859545809,3.142304375757407,3.5709173971110704
13,fruitsalad,Take,-0.09757860720321918,0.5594202769818899,-0.0009372306539235418,1.7225946716303273,1.5901612595713568,1.4217939668544868
14,fruitsalad,Take,-0.5133836419151253,0.07122965304678985,-0.9506852249510298,1.2519450057395858,1.8877184873982487,1.6598635536233637
15,fruitsalad,Take,-0.29558471105527656,0.07193022022110541,-0.5685202889145724,1.6316215517584194,1.28894028703724,1.465887874032732
16,fruitsalad,Take,-0.14601555948148148,0.6415089274285712,-0.0971267736825398,1.6443723640505887,1.6827888864503204,2.4788327993180306
17,fruitsalad,Take,-0.029968923713420737,0.5085938150151368,-0.3063603678405655,1.4232742234171243,2.23609863095521,1.9653945792543035
18,fruitsalad,Take,-0.2870926995468914,0.7775731563013691,-0.03484818668071647,1.5261616560662346,2.4231739594782775,1.9194507319159004
19,fruitsalad,Take,-0.2469674524294355,0.2470331543850805,-0.2126301318750001,1.4217096625092103,1.2217321907094654,1.0810858864213009
20,fruitsalad,Take,-0.9344742616817702,0.3196161508056396,-0.9123287761127875,6.473129000846319,7.051154023706815,3.812518073921529
21,fruitsalad,Take,-0.11981495919517092,0.2223510539336016,-0.5561443526358151,1.7841629507215981,1.6057032249198397,1.1464901987593876
22,cereal,Take,0.2338278911959799,0.4052950597386932,-0.3117155787638191,2.439769558253193,1.8785494294147047,2.20016945925186
23,cereal,Take,0.08747028359233076,0.34308345632694215,-0.6977553157013098,2.6170361864479177,3.6920831353247956,1.8130738923942822
24,cereal,Take,-0.49055667860020313,0.4052548429506558,-0.45348704114803634,2.8466810612303672,1.7672774274027823,2.092604687220966
25,cereal,Take,-0.6131228444858858,0.37445110399193554,-0.253954857137097,2.033934490217402,1.9769941328934302,2.0545671758966044
26,cereal,Take,-0.08033467480885287,-0.013354345633803019,0.6692652525653908,2.916136092657054,2.0125543399552432,3.6070519403484975
27,cereal,Take,-0.8437252168447575,-0.04237322153225792,-0.28826923701612966,7.045650013657182,2.428777549250894,6.114429326250249
28,cereal,Take,0.10698382374062164,0.20027411085744914,-0.3519450044801718,2.792943184276843,2.061837218361959,2.2018541470049344
29,cereal,Take,0.22742875942713586,0.2112765039396988,-0.652790329889445,1.608005434504936,1.7680999883673092,1.3852275564867214
30,cereal,Take,0.20753358325955726,0.09652022862173028,-0.0657042353521126,2.1550453692287697,1.7742673012148247,1.4936803947963362
31,cereal,Take,0.4411138714271359,0.1728308227638192,-0.1745451789346734,2.312463697011693,3.6790348139189937,1.243631612423865
32,sandwich,Take,-0.0020437931147541007,-0.009702605180327869,-0.01110830245901639,0.0009116995525664701,0.0017927839808707356,0.000738302988140593
33,sandwich,Take,-0.0071731623950869955,0.006866053930399186,0.0050326491709314245,0.001188272678708763,0.002189052784861471,0.0041866033338349715
34,sandwich,Take,0.0005470149433106576,0.0006268372562358274,-0.0003215195238095241,0.0005725694504452029,0.0011368798093003337,0.0004650289360473326
35,sandwich,Take,0.002662775921843694,-0.004109844819639286,0.00047855903807615164,0.00019491166712313734,0.00037139804583681324,0.00017071103497315137
36,sandwich,Take,-0.00023315340909090928,-0.0009244160606060608,0.0010821415909090903,0.00020752762533227402,0.0003177759615546283,0.000321643103759377
37,sandwich,Take,0.0336282749721708,-0.024676954823747484,0.01151027374768098,0.00015264125523433686,9.519530132673227e-05,4.018403420833615e-05
38,sandwich,Take,0.03784179999999968,-0.02787780999999974,0.013153080000000204,1.0188169405808478e-31,6.770847460736376e-32,4.19010133525748e-32
39,sandwich,Take,0.0011034026027397293,-0.0005351001598173515,-0.0008774221461187218,0.0006127013456497728,0.0008729683181831073,0.0007705051199950951
40,sandwich,Take,-0.00017200374823196619,0.0007175711598302694,-0.0018601310183875503,0.00023223446718282213,0.00033114984364796636,0.0002098010747900282
41,sandwich,Take,-0.016876220000000237,-0.01953125,0.007865909999999832,5.565937539279112e-32,0.0,2.831417944803047e-32
42,sandwich,Take,-0.016876220000000237,-0.01953125,0.007865909999999835,5.565937539279112e-32,0.0,2.715862148139813e-32
43,sandwich,Take,0.003479045452488685,0.0013580509276018096,0.0005513617194570139,0.0008226003528378878,0.0008681789753228588,0.0005109547399007223
44,sandwich,Take,0.005194075689479054,0.006281552563840653,0.01576637727272729,0.0032274447284177843,0.003975158823701823,0.005739384185866183
45,fruitsalad,Take,-0.23885399266022814,0.810649074517116,-0.3634290638147475,2.4812480286745195,2.403775403122745,7.696061503343286
46,fruitsalad,Take,-0.0895383900885897,0.7567741763182098,-0.2283786720481918,2.580484850201247,2.9876559421709885,9.354820181576532
47,fruitsalad,Take,0.04436267618310997,0.5028566228428074,-0.32968623542642006,2.188746566276361,2.6854723372595464,5.690642317484638
48,fruitsalad,Take,0.2665972843275672,0.3346676016025407,-0.13350360703494504,2.200525198294439,3.2558697654029967,6.492383522308587
49,fruitsalad,Take,0.1508120333643274,0.2611633965849539,-0.11341364284868974,2.318961383327257,3.35610055543731,5.98179730166752
50,fruitsalad,Take,0.414772421345131,0.12577816744424827,0.02802773636460146,2.4162279730334335,3.949613255203474,6.8139392301243715
51,fruitsalad,Take,-0.062452228530762065,0.18874014619834661,-0.023760349931129455,2.357223111628215,1.8379812681971865,3.570496806412068
52,fruitsalad,Take,0.007736356065283514,0.06615947096153835,0.04942087912955469,2.493979114882904,1.8407730815019665,1.8226973364976564
53,fruitsalad,Take,-0.24176398648467004,0.6442098592062135,-0.2307388365392695,2.079026391157052,2.1799554209846015,6.278971257939963
54,fruitsalad,Take,-0.09516018105820116,0.5996516796754835,-0.0008169546737214737,2.189536508858605,2.311782771149531,7.877997234982096
55,fruitsalad,Take,-0.089521516774767,0.4574306828787187,-0.500304862509993,2.274164919374262,3.5158085730583863,7.51964388713744
56,fruitsalad,Take,0.135044452156239,0.32718181683987135,-0.37703488985860617,2.1276949424322438,3.8162615324562097,8.617973894221851
57,cereal,Take,-0.5383202282876717,0.6832797173515989,-0.7333949498858451,0.6210208154276144,1.8090531070922617,2.1857929805707625
58,cereal,Take,-0.34827828782741127,0.7830730334923837,-0.4948536326700512,2.05261530310032,2.266633813789494,2.562630644943532
59,cereal,Take,-0.49604050908888875,0.8068571575777785,-0.7573337730888887,1.0814034820451688,1.4504290507901854,3.7331768763592343
60,cereal,Take,0.28346991562626284,0.6356076000909091,-0.10071180672727269,2.6499102096990304,2.906162488644272,2.5449729242908776
61,cereal,Take,-0.7647170617773026,0.7612915206638121,-0.834044920792292,1.032771830830925,1.0523222220288657,3.616424578473516
62,cereal,Take,0.0998514238306451,0.7761420604536267,-0.29942015052419396,3.1078678456106603,2.394327588121958,2.653176804059316
63,cereal,Take,-1.2480013566265062,0.27434901077108437,-0.6812945815421688,2.003766692032499,1.0969969260327588,6.834187396116226
64,cereal,Take,-0.8205387962903211,0.8664153734072554,-0.5748072560080643,2.7590230375215583,3.5020061777890454,3.6543579061794262
65,cereal,Take,-0.6418398859694986,0.8236863887145974,-0.7845312386710239,1.3363295772155261,0.9866705098760257,4.117795330764171
66,cereal,Take,0.22676672869959685,0.8108797342741908,-0.40864839612903264,3.0503318131372423,2.4885658971969087,1.5741464220244727
67,cereal,Take,-0.3649588526396918,0.7317805526396917,-0.3332205517919075,0.9174022084271773,2.8721028842721865,2.05646184092323
68,cereal,Take,-0.2503318866800807,0.4342805605231387,-0.05156649829979877,2.2761357634241204,2.5833274141113973,6.439211984286414
69,cereal,Take,-0.03797426796165483,0.572776093935419,-0.12662883963673055,2.6625356154433972,3.539173867553712,2.803722799411467
70,cereal,Take,-0.7415161892705149,0.11152701353596779,-0.4133734096048623,2.6946407218848347,1.7501934792007092,2.555583457795336
71,sandwich,Take,0.26179478786256677,0.5418213743471946,0.07778970191320067,1.9750578141719117,2.4098427880820807,3.127932869575943
72,sandwich,Take,-0.4430792725557226,0.6957397885283658,0.043393678553698155,3.6381872046642427,2.52772631062689,3.8835174906809167
73,sandwich,Take,-0.26810305168016124,0.31924792077790415,0.21647302510410585,2.691306720946603,2.325523307261222,3.935459832809164
74,sandwich,Take,0.302183844042477,0.13116500860530977,0.4311202440318556,2.170120933130335,1.5294716532211365,2.10571974767723
75,sandwich,Take,0.07377540878886482,0.7547872956326778,-0.14131432635936356,1.844562309937536,2.800627130062028,2.980258371060976
76,sandwich,Take,0.008147291479332845,0.6910976196845496,-0.2985422864466999,2.1532676893415332,2.8875358831639324,2.799114538372877
77,sandwich,Take,0.048387858651685434,0.42406438590589735,-0.2530152086165727,2.0649108446051705,2.6327158032703695,1.855085271793732
78,sandwich,Take,0.021145199608465615,0.3339232825714272,-0.18798320242328018,1.7487636008819742,1.7425685871262082,1.5705943254220058
79,sandwich,Take,0.24809570793360672,0.6552942495449421,0.10347362597165255,1.5377571249438426,1.817170434001653,2.1399275904793504
80,sandwich,Take,0.18003678923501332,0.5113037510283404,-0.023614849505894094,1.5927834424980531,2.0428123755650667,1.8742418411079382
81,sandwich,Take,-0.0021856461838160772,0.7594149058541435,-0.2828226173026965,0.8657392562590926,1.4064791659800124,1.3554269913602175
82,sandwich,Take,0.1331014391764215,0.6122855460158835,-0.0529888347909699,1.225611186018997,2.13095522273914,1.567873955223263
83,sandwich,Take,0.22585649510948916,0.5711260472080262,0.013164122180656945,1.5116030034176307,1.9872026599297092,1.6346384058238888
84,sandwich,Take,0.2946643007678751,0.5047957173864015,0.08070351880239532,1.196682345352983,1.760415176751278,1.7349134978909655
85,sandwich,Take,0.01370516087668245,0.611974980440157,0.014129711837031968,1.269403012509538,1.965740339445759,3.2897438525066107
86,sandwich,Take,-0.7252180907651347,1.253380170534585,0.3427672188066887,2.8674188861551215,4.013160584678451,6.836591939031264
87,sandwich,Take,-1.202593321514785,4.357369264889181,3.280162862284497,11.92949719763202,9.618298088228453,8.795779747006065
88,sandwich,Take,1.1597710009428222,0.28768272862587746,-0.6875098797993976,1.6822471260209806,2.034254781990477,1.6295686875475806
89,fruitsalad,Take,-0.26453143102620036,-1.7782113883879287,-0.4375431539446856,1.4184740728268712,2.539108587674699,2.4203625195339833
90,fruitsalad,Take,-0.29667744296803583,-2.0144953230239007,-0.3368457369736157,1.3180858664180497,1.7992513602927782,2.245368054892568
91,fruitsalad,Take,0.262857529239013,0.94803042122186,-0.13309430217935017,1.8483100358832545,3.4374852277430596,2.7368356896398014
92,fruitsalad,Take,0.18143661291265628,0.7970811491122971,-0.01614219089483079,1.6638773512958676,2.5372023177177834,2.385848451788812
93,cereal,Take,-0.19217887934710348,-2.547408435806022,-1.0965715173183261,4.2032436608023875,2.151001179675176,5.180677923282609
94,cereal,Take,-1.3219542149127304,-2.5736546875892254,-2.097516479213279,3.996078048069898,3.5210649176299165,6.483990915768973
95,cereal,Take,-0.8546477480360696,-2.534080393236462,-2.005623918236462,1.1198088698346922,2.4436378815747277,1.9076799069765933
96,cereal,Take,-0.8508751779289324,-2.5500826894483564,-2.147121589822345,1.3027214676618808,2.2584535298727304,1.4211577162557376
97,cereal,Take,-0.9247858277828233,-2.7241990937664173,-2.305394143322971,1.6433749468852175,3.0772161989611093,1.8671052653414062
98,cereal,Take,-0.9173833244818943,-2.760091944308077,-2.360943441298834,2.021451153203842,2.174101596672918,1.691465937660031
99,cereal,Take,-0.9301720885964866,-2.5700302977632075,-2.0309166036769235,1.3256977180364031,2.609038005250102,1.777617425710375
100,cereal,Take,-0.8089137138473065,-2.545873291137699,-2.064411937626871,1.423366002696795,2.1414613540300707,1.7270495865051139
101,cereal,Take,-0.995447354619606,-2.467404654836624,-1.9834656164478237,1.7226178930867575,3.059670529078852,2.683909587643972
102,cereal,Take,-0.8996753326234068,-2.5861186218618335,-2.2592770769887514,1.4546957473313693,2.4866355535351397,1.844647778039035
103,cereal,Take,-0.908671498934363,-2.440123760000041,-1.8756747605610613,1.385728242574676,2.181863785442344,3.6831196396929258
104,cereal,Take,-1.376902025411927,-2.267538450258611,-2.3309649295412096,2.3932492040936886,2.8047972626977065,6.738681801982627
105,cereal,Take,-2.187730134677584,-1.9612216543762402,-1.735597580270356,3.075760606191697,8.880500162758453,8.9886519555988
106,cereal,Take,-2.348569041704254,-2.54190365285567,-0.5996863124507026,3.1204767323484086,7.961349937895668,6.827288080799776
107,cereal,Take,-0.8283520412982756,-2.59220778897001,-2.1825640917739966,1.0896279132326427,1.8953517164338558,1.4687504903660313
108,cereal,Take,-0.8311930827592215,-2.542600584936043,-2.179180589066089,1.565642201846356,2.4815839938403683,1.488928309767508
109,cereal,Take,-0.86799338134243,-2.591932468671859,-2.2834526919426072,1.6661774016656123,2.808279053126571,2.0686278233583826
110,cereal,Take,-0.6909884258948078,-2.640093083169849,-2.249552245280662,1.6346399638335272,1.9405763317195026,1.6885782525549806
111,cereal,Take,-0.01140682422190188,0.8133426139769406,-0.33106682428314044,1.7844117579633245,2.3378713304789853,4.847162936939328
112,cereal,Take,-0.5165640884102931,1.0048907152889175,-0.7683953958642448,2.3695253584610403,3.0637229953645537,7.8145715102101585
113,sandwich,Put,-0.2248332485584677,0.23549288519153236,-0.20840414430443574,0.21195683833350493,0.640771504779725,0.29602678966236695
114,sandwich,Put,-0.042262236528758795,0.22544018533804236,-0.45748801969727604,0.4517701051082392,0.6415035563017804,0.4425075323718336
115,sandwich,Put,0.17063943491902842,0.22926350548583013,0.2659662128542511,0.11476339332836927,0.3193009609082961,0.12625738910086187
116,sandwich,Put,0.23726695397989972,0.11000886242211047,0.055885573407035226,0.37496496344190416,0.8903022844129334,0.48128734429789544
117,sandwich,Put,0.19634848914486921,0.09424582324949679,-0.7931618381187091,0.6100523847648573,0.605641167906807,0.6612802441951808
118,sandwich,Put,0.21303000989898982,-0.08805195017171721,-1.28290670496969,0.22407824882148392,0.5647695666382913,0.43859387995050564
119,sandwich,Put,0.0913848167738693,0.13072810890452258,-0.8254348771859275,0.27108926735348116,0.32715297416306516,0.2824479105645493
120,sandwich,Put,0.31042892035282277,0.0604459994959678,-1.0253567550907212,0.05995487160553963,0.2125010570129361,0.13266724283938477
121,sandwich,Put,0.016753547620967753,-0.14129931830645165,-0.0930831255040322,0.29028824177983964,0.43061011951769596,0.2983674530503189
122,sandwich,Put,-0.1175875200706358,-0.08395810380423803,0.07747644670030271,0.11383822925198465,0.6480227571694659,0.22293494044650475
123,sandwich,Put,0.2077581295858589,-0.1855687737777777,-0.11678289190909101,0.134106207654167,0.3670919571329457,0.4039638506480065
124,sandwich,Put,-0.027720271586978627,-0.06261889409969483,-0.005815859572736572,0.12785856211436408,0.5123102609169372,0.33743529472631034
125,sandwich,Put,-0.37825905869215276,-0.8891882619014057,-1.0239314159657902,0.25574366613204347,0.5558344410065519,0.292391857198855
126,sandwich,Put,-0.41015076308157117,-0.9425195412487379,-1.3264090943000926,0.3529843389781004,0.6408469455134598,0.6782107344606072
127,sandwich,Put,0.0017843200000000137,-0.010337829999999902,0.02507019000000012,1.8662148313654636e-34,9.437056727497456e-33,1.4745401136714774e-32
128,sandwich,Put,0.0017843200000000137,-0.010337829999999904,0.02507019000000012,1.8662148313654636e-34,9.103028252767794e-33,1.4745401136714774e-32
129,sandwich,Put,0.0009641599999999933,0.011894229999999891,-0.00575256000000002,4.518600284560873e-35,1.1943774920738967e-32,3.979753674143937e-34
130,sandwich,Put,0.0009641599999999931,0.011894229999999825,-0.00575256000000006,4.81482486096809e-35,3.0697517754209676e-32,3.581778306729543e-33
131,sandwich,Put,0.006904600000000014,0.003139500000000031,0.016006470000000134,1.925929944387236e-34,9.750020343460382e-34,1.830837153383116e-32
132,sandwich,Put,0.00690459999999997,0.0031394999999999856,0.01600647000000005,9.215875710446734e-34,2.0481813568727538e-34,2.7083389842945504e-33
133,sandwich,Put,0.0069045999999999925,0.0031395000000000286,0.016006470000000102,6.093762714662738e-35,8.192725427491015e-34,1.0833355937178202e-32
134,sandwich,Put,-0.01687622000000015,-0.01953125,0.007865910000000026,2.2256527919824994e-32,0.0,6.770847460736376e-34
135,sandwich,Put,-0.01367323489913564,-0.015333578731988567,0.005209115677233431,5.822798490039553e-05,0.00011480901749033059,4.629037698725451e-05
136,fruitsalad,Peel,0.18414277583081587,0.2627485582477344,-0.11350533656596172,0.06284116308803146,0.25654386940941215,0.24650847767731404
137,fruitsalad,Peel,0.09978790632218847,0.22725685092198583,-0.2085740961803446,0.11276200751755332,0.5062304418018255,0.3571128025213766
138,fruitsalad,Peel,-0.15163522911379673,-0.06159717509566961,-0.5271053012487414,0.11907945793213572,0.33403992812998184,0.4158033934064094
139,fruitsalad,Peel,-0.1943100477676771,0.004846624606060602,-0.4638514061414148,0.10165564714700233,0.3026330641958177,0.25758019351248806
140,fruitsalad,Peel,-0.007898825689828802,0.3260421995166159,0.021021244138972814,0.18897487812303945,0.5229880016393134,0.3327394795806779
141,fruitsalad,Peel,0.08377298917587944,0.31336269310552756,-0.08669757368844236,0.15422251938005113,0.5085299650001184,0.29419495214547586
142,fruitsalad,Peel,0.11634828103830651,0.24411128047379022,0.1677980600604839,0.07856339094850728,0.2442822933006483,0.19722167618630576
143,fruitsalad,Peel,0.09320369937945053,0.259311984689725,0.06750814492370287,0.0834149501340007,0.3054072865057627,0.17252550913327896
144,fruitsalad,Peel,0.5269545554796767,-0.028104696638907377,0.2312939038707524,0.22167258470822204,1.119384772994347,0.576467972458278
145,fruitsalad,Peel,0.5751497646504196,-0.033377807390536696,0.23348338660663767,0.17698630231380338,0.9750347975559354,0.5625832584395165
146,fruitsalad,Peel,0.5415942579410797,-0.037076130122218706,0.040586439210278824,0.15483447719983123,0.6402700564598169,0.45416817907371076
147,fruitsalad,Peel,0.5382978318758818,-0.043814812985815625,0.021960665219858184,0.17473262827429695,0.6934048838498227,0.4895598365223685
148,fruitsalad,Peel,0.546323498045656,-0.06130867216188173,0.21054757628156337,0.15562466288867338,0.8861562906444563,0.4950287055755716
149,fruitsalad,Peel,0.5666417568958404,-0.15788468082862975,0.24674702012570482,0.15064002438606586,0.7896534093572606,0.49504536865829374
150,fruitsalad,Peel,0.6350414884398486,-0.007746090667293221,0.32513707516917273,0.12550444400189184,0.9361713337950763,0.4608349015685483
151,fruitsalad,Peel,0.6680096315984179,-0.07245644592007887,0.37980739410952,0.09210846586867097,0.6390779622097824,0.3769728168636329
152,fruitsalad,Peel,0.5333156506724128,0.05454371877586225,-0.1468803337327587,0.13540745810554156,0.5121468569044481,0.42995853744491447
153,fruitsalad,Peel,0.467438564396378,-0.14505520321931586,-0.008561412967806839,0.17837534785543474,0.6766822856534213,0.4850692736660423
154,fruitsalad,Peel,-0.5177856450147962,-2.126709741200858,-0.3004689664735726,0.06362040297873536,0.41974513480873155,0.24879892729276848
155,fruitsalad,Peel,-0.5812072446718777,-2.1516669042075476,-0.30134740544926725,0.05625630774146481,0.34997225828029827,0.2078169458461706
156,fruitsalad,Peel,0.039929513648424474,0.4633388676119375,-0.22951631745439485,0.04466292121048231,0.20758899332144432,0.1634861123441362
157,fruitsalad,Peel,-0.05122334809602649,0.425025123658938,-0.23392520800910657,0.055997011874231416,0.2532470130603724,0.16161094172803903
158,sandwich,other,-0.0018348700000000025,-0.0008721400000000101,0.00971984999999996,6.770847460736376e-36,1.0166850640261965e-34,1.5919014696575746e-33
