mean_X,mean_Y,mean_Z,var_X,var_Y,var_Z,max_X,max_Y,max_Z,min_X,min_Y,min_Z,iqr_X,iqr_Y,iqr_Z,rms_X,rms_Y,rms_Z,zcr_X,zcr_Y,zcr_Z,timestamp
-0.3520090581250002,0.374838376,-0.6414430303333335,2.911506933941569,3.6108145422755515,4.892101516072618,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.4944458025,2.0925292975,3.05853272,1.7422449055582339,1.9368320398005263,2.302943915347447,0.029166666666666667,0.020833333333333332,0.029166666666666667,3000
-0.3479322629387757,0.40935219742857143,-0.6874961700816329,2.8582190633421516,3.596117296297654,4.896839103498594,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.39868164,2.109375,3.07617188,1.7260579141314605,1.9400222982835154,2.317216020869765,0.0326530612244898,0.02040816326530612,0.02857142857142857,3036
-0.37032678318725126,0.4296146635856574,-0.7252826162549804,2.837294065127483,3.528949120514987,4.83943249188261,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.5048828150000002,2.037353515,3.049926765,1.7246553254123853,1.9270490081165041,2.3163478506744792,0.035856573705179286,0.0199203187250996,0.027888446215139442,3096
-0.3940078706692916,0.43588051834645675,-0.7319798811417325,2.852151326114296,3.4909237811135823,4.786548481433507,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.6390380875,2.0047302225,3.03259278,1.7341838219357386,1.9185712411551359,2.307020378720087,0.03543307086614173,0.01968503937007874,0.027559055118110236,3127
-0.4017545115000003,0.4331065178076923,-0.7124091812307696,2.7962244152132847,3.4109541046735643,4.6981329474429145,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.6795044,1.9027404824999998,3.002746585,1.7197764688249142,1.8969805904228616,2.281591503522226,0.046153846153846156,0.023076923076923078,0.03076923076923077,3187
-0.38910289293233113,0.4075451542481203,-0.6902620993233086,2.7413474045804276,3.3655832927392217,4.614295523660724,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.5294189500000002,2.030090335,2.9417724675,1.7008081802098487,1.879275484193402,2.256270659611329,0.03759398496240601,0.022556390977443608,0.03007518796992481,3247
-0.38910289293233113,0.4075451542481203,-0.6902620993233086,2.7413474045804276,3.3655832927392217,4.614295523660724,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.5294189500000002,2.030090335,2.9417724675,1.7008081802098487,1.879275484193402,2.256270659611329,0.03759398496240601,0.022556390977443608,0.03007518796992481,3247
-0.37755830265454565,0.35217606283636366,-0.6557585286181821,2.659427455818234,3.3468394787680866,4.499559272950286,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.43286133,2.26147461,2.90551758,1.6739109079403274,1.863026424397413,2.2202654167476847,0.04363636363636364,0.025454545454545455,0.02909090909090909,3336
-0.3465922085000002,0.3329310485,-0.6181138450714289,2.6660445677602085,3.310872516852175,4.49824895345974,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.3923339825,2.281005865,2.9017944375,1.669182652304149,1.8497879878265733,2.2091432001861557,0.04285714285714286,0.025,0.02857142857142857,3392
-0.3232573260000002,0.3450563330526316,-0.5731620122456142,2.6511154128885033,3.2628408470893158,4.5330249508399785,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.3969726599999999,2.24707031,2.90234376,1.6600032264128812,1.8389955736947943,2.204889939004081,0.042105263157894736,0.028070175438596492,0.028070175438596492,3439
-0.3057602690034366,0.37134792556701035,-0.5393615148453611,2.611303112012113,3.243196948801494,4.494386423068072,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.3558349600000001,2.1950683599999996,2.853027345,1.644625323322357,1.8387757423417397,2.1875322321658155,0.041237113402061855,0.024054982817869417,0.027491408934707903,3498
-0.300543272687075,0.3990212460884355,-0.5325084091836738,2.5876250704173436,3.28464893435107,4.457514587004622,2.85546875,5.3828125,3.71289063,-5.33203125,-3.54296875,-5.57421875,1.34112549,2.1806030325,2.8076171875,1.6364447223095562,1.8557658497722809,2.1774020742288163,0.04081632653061224,0.023809523809523808,0.030612244897959183,3529
