Recording timestamp,Recording date,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,label
2053120003,2024/04/08,467.0,429.0,483.0,452.0,451.0,405.0,-0.10984,0.10754,-0.98811,-0.25577,0.09965,-0.96159,5.765,6.07,drunk
2053136658,2024/04/08,467.0,430.0,481.0,457.0,453.0,403.0,-0.11119,0.10868,-0.98784,-0.25578,0.09843,-0.96171,5.763,6.064,drunk
2053153311,2024/04/08,468.0,434.0,483.0,459.0,454.0,409.0,-0.11185,0.10814,-0.98782,-0.25637,0.09946,-0.96145,5.761,6.06,drunk
2053169966,2024/04/08,469.0,436.0,484.0,459.0,454.0,414.0,-0.11212,0.10768,-0.98784,-0.25685,0.10037,-0.96123,5.755,6.052,drunk
2053186621,2024/04/08,475.0,441.0,488.0,461.0,462.0,421.0,-0.11199,0.1079,-0.98783,-0.25535,0.10223,-0.96143,5.748,6.039,drunk
2053203275,2024/04/08,476.0,441.0,488.0,466.0,465.0,417.0,-0.11295,0.10953,-0.98754,-0.25512,0.10075,-0.96165,5.745,6.036,drunk
2053219930,2024/04/08,482.0,451.0,496.0,473.0,469.0,429.0,-0.11133,0.11167,-0.98749,-0.25467,0.10463,-0.96135,5.749,6.03,drunk
2053236585,2024/04/08,486.0,455.0,500.0,474.0,472.0,435.0,-0.11087,0.11201,-0.9875,-0.25425,0.10647,-0.96126,5.75,6.02,drunk
2053253240,2024/04/08,488.0,452.0,497.0,471.0,480.0,433.0,-0.11274,0.11042,-0.98747,-0.25286,0.10486,-0.9618,5.747,6.013,drunk
2053269893,2024/04/08,490.0,455.0,500.0,473.0,480.0,437.0,-0.11282,0.1104,-0.98746,-0.25349,0.10552,-0.96157,5.744,6.013,drunk
2053286548,2024/04/08,496.0,460.0,507.0,479.0,484.0,440.0,-0.11108,0.11195,-0.98749,-0.25268,0.10587,-0.96174,5.746,6.011,drunk
2053303203,2024/04/08,493.0,462.0,503.0,481.0,483.0,443.0,-0.11328,0.11142,-0.9873,-0.25358,0.10577,-0.96151,5.753,6.009,drunk
2053319857,2024/04/08,490.0,466.0,497.0,483.0,482.0,449.0,-0.11576,0.11117,-0.98704,-0.25409,0.10678,-0.96127,5.754,6.009,drunk
2053336512,2024/04/08,499.0,468.0,508.0,491.0,491.0,446.0,-0.11289,0.11256,-0.98721,-0.25195,0.10436,-0.9621,5.761,6.013,drunk
2053353167,2024/04/08,500.0,459.0,512.0,485.0,487.0,433.0,-0.11176,0.10984,-0.98765,-0.25337,0.09887,-0.9623,5.769,6.011,drunk
2053369821,2024/04/08,496.0,462.0,514.0,483.0,478.0,441.0,-0.11185,0.10787,-0.98785,-0.25655,0.10031,-0.96131,5.768,6.006,drunk
2053386475,2024/04/08,491.0,465.0,511.0,487.0,472.0,442.0,-0.11307,0.10872,-0.98762,-0.2587,0.09968,-0.9608,5.765,6.011,drunk
2053403130,2024/04/08,488.0,470.0,505.0,493.0,472.0,447.0,-0.11548,0.10915,-0.98729,-0.25867,0.10001,-0.96077,5.763,6.008,drunk
2053419784,2024/04/08,492.0,476.0,503.0,495.0,482.0,456.0,-0.11622,0.1089,-0.98724,-0.25535,0.1017,-0.96148,5.765,5.997,drunk
2053436439,2024/04/08,496.0,473.0,505.0,493.0,487.0,454.0,-0.11567,0.10685,-0.98752,-0.2536,0.10021,-0.96211,5.764,5.993,drunk
2053453094,2024/04/08,498.0,470.0,511.0,492.0,486.0,448.0,-0.11381,0.10656,-0.98777,-0.25413,0.09799,-0.96219,5.769,5.997,drunk
2053469748,2024/04/08,500.0,474.0,514.0,495.0,487.0,454.0,-0.11279,0.10783,-0.98775,-0.25353,0.10032,-0.96211,5.765,5.991,drunk
2053486403,2024/04/08,502.0,475.0,514.0,492.0,490.0,458.0,-0.11297,0.10698,-0.98782,-0.25274,0.10189,-0.96215,5.757,5.988,drunk
2053503058,2024/04/08,502.0,477.0,519.0,496.0,486.0,459.0,-0.11168,0.10849,-0.98781,-0.25404,0.10214,-0.96178,5.754,5.983,drunk
2053519712,2024/04/08,501.0,482.0,514.0,501.0,489.0,463.0,-0.11372,0.10962,-0.98745,-0.25344,0.10276,-0.96188,5.761,5.978,drunk
2053536366,2024/04/08,505.0,485.0,513.0,505.0,498.0,465.0,-0.1145,0.1105,-0.98726,-0.25074,0.10296,-0.96256,5.76,5.977,drunk
2053553021,2024/04/08,506.0,486.0,520.0,502.0,491.0,471.0,-0.11248,0.10937,-0.98762,-0.25307,0.10468,-0.96177,5.756,5.978,drunk
2053569676,2024/04/08,504.0,486.0,522.0,500.0,487.0,472.0,-0.11239,0.10921,-0.98764,-0.25485,0.10545,-0.96121,5.755,5.977,drunk
2053586330,2024/04/08,498.0,491.0,507.0,506.0,488.0,475.0,-0.1191,0.11122,-0.98663,-0.25574,0.10575,-0.96094,5.693,5.937,drunk
2053602985,2024/04/08,507.0,491.0,514.0,508.0,501.0,474.0,-0.11573,0.11386,-0.98673,-0.25053,0.10706,-0.96217,5.688,5.92,drunk
2053619640,2024/04/08,514.0,494.0,525.0,511.0,503.0,477.0,-0.11252,0.1162,-0.98683,-0.25056,0.10916,-0.96193,5.742,5.959,drunk
2053636293,2024/04/08,514.0,496.0,527.0,510.0,500.0,481.0,-0.11183,0.11585,-0.98695,-0.25145,0.11038,-0.96156,5.75,5.964,drunk
2053652948,2024/04/08,512.0,489.0,523.0,503.0,502.0,475.0,-0.113,0.11421,-0.98701,-0.25084,0.10851,-0.96193,5.753,5.973,drunk
2053669603,2024/04/08,509.0,487.0,520.0,507.0,499.0,466.0,-0.11377,0.116,-0.98671,-0.25167,0.1061,-0.96198,5.762,5.984,drunk
2053686257,2024/04/08,510.0,482.0,521.0,504.0,498.0,461.0,-0.11265,0.1162,-0.98682,-0.25147,0.10551,-0.9621,5.772,5.997,drunk
2053702912,2024/04/08,510.0,478.0,521.0,499.0,499.0,458.0,-0.1123,0.11502,-0.987,-0.25128,0.10484,-0.96222,5.779,6.007,drunk
2053719567,2024/04/08,509.0,478.0,521.0,499.0,497.0,457.0,-0.11169,0.1157,-0.98699,-0.25135,0.10508,-0.96218,5.784,6.015,drunk
2053736221,2024/04/08,507.0,474.0,518.0,493.0,497.0,456.0,-0.11205,0.11362,-0.98719,-0.25081,0.10435,-0.96239,5.786,6.019,drunk
2053752876,2024/04/08,505.0,473.0,518.0,491.0,493.0,455.0,-0.11103,0.11291,-0.98738,-0.25132,0.10417,-0.96228,5.791,6.015,drunk
2053769530,2024/04/08,499.0,476.0,512.0,497.0,485.0,455.0,-0.11196,0.11488,-0.98705,-0.25308,0.10394,-0.96185,5.784,6.017,drunk
2053786185,2024/04/08,494.0,475.0,509.0,497.0,478.0,453.0,-0.11209,0.1143,-0.9871,-0.25449,0.10296,-0.96158,5.771,6.021,drunk
2053802839,2024/04/08,493.0,471.0,511.0,491.0,476.0,451.0,-0.11092,0.11144,-0.98756,-0.25449,0.10142,-0.96174,5.767,6.021,drunk
2053819494,2024/04/08,493.0,467.0,515.0,489.0,471.0,445.0,-0.10839,0.11062,-0.98793,-0.25513,0.09901,-0.96182,5.765,6.014,drunk
2053836149,2024/04/08,492.0,465.0,506.0,487.0,478.0,442.0,-0.11069,0.10976,-0.98777,-0.25248,0.098,-0.96263,5.756,6.007,drunk
2053852803,2024/04/08,495.0,471.0,510.0,494.0,480.0,448.0,-0.10833,0.11278,-0.9877,-0.25047,0.10055,-0.96289,5.748,6.0,drunk
2053869458,2024/04/08,491.0,479.0,511.0,503.0,472.0,454.0,-0.10679,0.11649,-0.98743,-0.2521,0.1033,-0.96217,5.734,5.993,drunk
2053886112,2024/04/08,492.0,475.0,507.0,497.0,476.0,453.0,-0.10717,0.11404,-0.98768,-0.24976,0.10237,-0.96288,5.723,5.99,drunk
2053902766,2024/04/08,491.0,471.0,509.0,492.0,474.0,451.0,-0.10537,0.11163,-0.98815,-0.24933,0.10111,-0.96313,5.72,5.991,drunk
2053919421,2024/04/08,484.0,469.0,494.0,497.0,474.0,441.0,-0.10969,0.11148,-0.98769,-0.24889,0.09618,-0.96374,5.719,5.987,drunk
2053936076,2024/04/08,490.0,469.0,498.0,500.0,482.0,438.0,-0.10762,0.11225,-0.98783,-0.24564,0.09469,-0.96472,5.723,5.991,drunk
2053952730,2024/04/08,531.0,486.0,532.0,503.0,530.0,469.0,-0.09709,0.1109,-0.98908,-0.23144,0.10302,-0.96738,5.732,5.996,drunk
2053969385,2024/04/08,634.0,543.0,585.0,502.0,682.0,584.0,-0.07915,0.10904,-0.99088,-0.18125,0.14034,-0.97337,5.817,5.979,drunk
2053986040,2024/04/08,783.0,678.0,nan,nan,783.0,678.0,nan,nan,nan,-0.15057,0.16957,-0.97395,nan,5.93,drunk
2054002694,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054019348,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054036003,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054052658,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054069312,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054085967,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
2054102622,2024/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,drunk
